source;translation;type;module;status;customer
"Could not create settings file. Reason: %s";"Datei mit Einstellungen konnte nicht angelegt werden. Grund: %s";S;;T;N
"Ad Channels";"Kanäle hinzufügen";B;;T;N
"Advanced tools";"Erweiterte Funktionalitäten";B;;T;N
"Subaffiliate Sale Stats";"Verkaufsstatistiken Ihrer untergeordneten Partner";B;;T;N
"ContactUs";"Kontakt";B;;T;N
"Promotion tips";"Tipps für erfolgreiche Werbung";B;;T;N
"Frequently asked questions";"Häufig gestellte Fragen";B;;T;N
"Advanced tracking";"Erweitertes Tracking";B;;T;N
"DirectLinks explained";"DirectLinks erklärt";B;;T;N
"Failed to set default campaign";"Standard-Kampagne konnte nicht definiert werden";S;merchant;T;N
"Default campaign changed";"Standard Kampagne geändert";S;merchant;T;N
"Parent banner";"Übergeordnetes Banner";S;merchant;T;N
"Selected affiliate(s) status is changed";"Der Status der(des) ausgewählten Partner(s) wurde geändert";S;;T;N
"Failed to change status for selected affiliate(s)";"Status der(des) ausgewählten Partner (s) konnte nicht geändert werden";S;;T;N
"Failed to send signup confirmation email";"Benachrichtigungs-E-Mail über Registrierung konnte nicht versendet werden.";S;merchant;T;N
"Signup confirmation email successfully sent";"Benachrichtigungs-E-Mail über Registrierung erfolgreich versendet";S;merchant;T;N
"Failed to send new password request email";"E-Mail für neue Kennwortanforderung konnte nicht versendet werden";S;merchant;T;N
"New password request email successfully sent";"E-Mail für neue Kennwortanforderung erfolgreich versendet";S;merchant;T;N
"IN PROGRESS";"IN BEARBEITUNG";S;;T;N
"No available theme";"Kein verfügbares Thema";S;;T;N
"Installing Templates";"Vorlagen werden installiert";S;;T;N
"Error during creating account directory %s (%s). Please delete it and try again.";"Fehler beim Anlegen des Kontenverzeichnisses %s (%s). Bitte löschen Sie es und versuchen Sie es erneut.";S;;T;N
"Memory limit is %s bytes";"Speicherkapazität ist %s Bytes";S;;T;N
"Could not create file inside %s directory";"Datei konnte im %s Verzeichnis  nicht angelegt werden";S;;T;N
"Updated to version %s-%s";"Update auf Version %s-%s erfolgreich beendet";S;;T;N
"Plugin %s not found";"Plug-in %s nicht gefunden.";S;;T;N
"%s does not exist";"%s existiert nicht";S;;T;N
"%s saved";"%s gespeichert";S;;T;N
"%s was successfully added";"%s erfolgreich hinzugefügt";S;;T;N
"Row";"Zeile";S;;T;N
"Failed to delete %s %s(s)";"%s %s(s) konnte(n) nicht gelöscht werden";S;;T;N
"%s %s(s) successfully deleted";"%s %s(s) erfolgreich gelöscht";S;;T;N
"CPM commissions not defined in campaign %s";"CPM-Provisionen in Kampagne %s nicht definiert";S;;T;N
"Maximum Referal ID length";"Maximale Länge der Vermittlungs-ID";S;;T;N
"Maximum length must be between 0 and 20";"Die Anzahl der Zeichen muss zwischen 0 und 20 liegen";S;;T;N
"Ip address %s is not in geoip database.";"IP-Adresse %s in GeoIP–Datenbank nicht gefunden.";S;;T;N
"Google maps key saved";"Schlüssel für Google-Maps gespeichert";S;;T;N
"Sale counts";"Anzahl von Verkäufen";B;;T;N
"CTR (raw / unique)";"Klickrate  (alle/eindeutig)";B;;T;N
"Set up Terms & conditions for your affiliate program";"Allgemeine Geschäftsbedingungen für Ihr Partnerprogramm festlegen";S;merchant;T;N
"After signup";"Nach der Registrierung";S;merchant;T;N
"What to do after signup?";"Registriert – was nun?";S;merchant;T;N
"You need to restart application after branding is changed";"Anwendung muss nach Änderung des Markenzeichens neu gestartet werden";S;merchant;T;N
"URL to Affiliate Panel:";"URL zum Partner-Panel:";S;merchant;T;N
"URL to Affiliate mini site:";"URL zur Partner-Miniseite:";S;merchant;T;N
"Note that informational mini site is optional, the files don't need to be there";"Beachten Sie, dass die Miniseite mit Informationen rund um Ihr Partnerprogramm optional ist, die Dateien müssen nicht dort abgelegt werden";S;merchant;T;N
"Design & Contents settings";"Einstellungen Aussehen & Inhalt";B;merchant;T;N
"Plugin settings";"Einstellungen Plug-in";S;;T;N
"URL to Signup Form:";"URL zum Registrierformular:";S;merchant;T;N
"Note! Using HTML signup form instead of standard signup form is advisable only on special circumstances, this form does not use advanced checking that is implemented in normal signup form.";"Hinweis!Wenn Sie sich für die Nutzung des HTML-Registrierungsformulars statt des Standardformulars entscheiden, beachten Sie bitte, dass dieses nicht über dieselben erweiterten Prüffunktionen verfügt, wie das Standardformular.";S;merchant;T;N
"Signup Form HTML";"HTML-Registrierungsformular";S;merchant;T;N
"Copy and paste the code below to your web page";"Bitte fügen Sie mithilfe der Copy&Paste-Funktion den nachstehenden Code in Ihrer Webseite ein";S;merchant;T;N
"Integration method";"Integrationsmethode";S;merchant;T;N
"To setup tracking of sales choose one of the integration methods below.";"Um die Zurückverfolgung (das sog. Tracking) Ihrer Verkäufe festzulegen , wählen Sie bitte eine der nachstehenden Integrationsmethoden aus:";S;merchant;T;N
"Use secure connection";"Sichere Verbindung benutzen";S;merchant;T;N
"Integration steps";"Integrationsschritte";S;merchant;T;N
"Logo and program name";"Logo und Programmname";S;merchant;T;N
"You can change the logo and name of the program. The logo appears in Affiliate panel and in Signup Form.";"Sie können das Logo und den Namen des Programms ändern. Das Logo erscheint im Partner-Panel und im Registrierungsformular.";S;merchant;T;N
"Payee info";"Information für den Zahlungsempfänger";B;merchant;T;N
"The template of your Signup Form defines the form, sections and fields.";"Die Vorlage Ihres Anmeldeformulars definiert das Aussehen, die Abschnitte und Felder.";S;merchant;T;N
"Source message has to be exactly same as you have text e.g. in your mail";"Der Quelltext muss genau derselbe sein, wie Sie ihn beispielsweise in Ihrer E-Mail verwenden.";S;;T;N
"Geo Location";"GeoIP-Lokalisierung";S;;T;N
"Copy & Paste the text above to your email editor";"Bitte fügen Sie den oben stehenden Text mithilfe der Copy&Paste-Funktion in Ihren E-Mail-Editor ein";C;affiliate;T;N
"Show TEXT version";"TEXT-Version anzeigen";C;affiliate;T;N
"Checking for new version...";"Prüfe, ob aktuellere Version vorhanden ist...";C;merchant;T;N
"You are running latest version.";"Sie haben die neueste Version installiert.";C;merchant;T;N
"Latest version %s is available for download.";"Neueste Version %s ist als Download verfügbar.";C;merchant;T;N
"Branding text";"Branding-Text";C;;T;N
"Send signup confirmation email";"Benachrichtigungs-E-Mail über erfolgreiche Registrierung senden";C;merchant;T;N
"Send new password request email";"E-Mail für neue Kennwortanforderung senden";C;merchant;T;N
"BannersLinksFormatDescription";"Sie können benutzerspezifische Formate für die Generierung von Creatives-Typen definieren";C;merchant;T;N
"CurrencyDescription";"Standardwährung des Partnerprogramms";C;merchant;T;N
"LanguagesDescription";"Verwalten Sie Sprachen, Übersetzungen und Datums- und Zeitformate";C;;T;N
"LoggingDescription";"Ermöglicht Ihnen verschiedene Protokollebenen auszuwählen, alle Aktionen im System zu überwachen und Fehler gegebenenfalls mithilfe der Fehlersuche und-beseitigung zu beheben.";C;merchant;T;N
"ProxyServerConfigDescription";"Ist Ihr System hinter einen Proxyserver geschaltet, können Sie diesen hier definieren. Diese Einstellung ist nicht unbedingt notwendig, Sie können jedoch auf sie zurückgreifen, falls Sie Probleme mit dem Herunterladen von Gadgets haben.";C;;T;N
"EmailTemplatesDescription";"Bearbeiten Sie die E-Mail-Vorlagen, für alle automatisch vom System automatisch versendeten E-Mails.";C;;T;N
"Mail Account";"E-Mail-Konto";C;;T;N
"MailAccountDescription";"Konfigurieren Sie hier Ihr E-Mail-Konto, welches für die Versendung von E-Mails über das System verwendet werden soll.";C;;T;N
"CookiesSettingsDescription";"Konfigurieren Sie hier Ihre  Datenschutzbestimmung bezüglich der Verwendung von Cookies und Domains bzw. legen Sie fest, ob Cookies überschrieben werden sollen.";C;merchant;T;N
"FraudProtectionDescription";"Der Betrugsschutz kann wiederholte oder betrügerische  Transaktionen ( Klicks, Verkäufe, Vermittlungen etc. ), die von derselben IP-Adresse oder mit dergleichen Bestell-ID kommen automatisch erkennen.<br/>Wiederholte Transaktionen können zum Beispiel auftreten, wenn ein Kunde die Seite mit der Bestätigung seiner Bestellung aktualisiert; daher wird empfohlen diese Ereignisse heraus zu filtern oder mehrfache Bestellungen mit derselben Bestell-ID abzulehnen.   ";C;merchant;T;N
"Payouts Balance";"Auszahlungsbetrag";C;merchant;T;N
"PayoutsBalanceDescription";"Sie können einen minimalen Auszahlungsbetrag für Ihre Partner definieren – dieser gilt dann als Mindestbetrag ab dem eine Auszahlung an den Partner vorgenommen wird.";C;merchant;T;N
"PayoutOptionsDescription";"Definieren Sie hier Ihre Auszahlungsoptionen (Paypal, Scheck, Moneybookers, etc. ) Dank der Flexibilität unseres Systems kann fast jede Auszahlungsoption definiert werden";C;merchant;T;N
"InvoiceFormatDescription";"Definieren Sie hier das Rechnungsformat und legen Sie fest,ob die Rechnungen für Ihre Partner automatisch generiert werden sollen";C;merchant;T;N
"VATHandlingDescription";"Definieren Sie hier die Details zur Mehrwertsteuerberechnung für Ihre Provisionen, d.h. wie soll die MwSt. berechnet werden, wie hoch ist der anzunehmende Mehrwertsteuersatz und wie soll eine Rechnung mit Mehrwertsteuerberechnung aussehen.  <br/>Dies ist vor allem wichtig für Kunden innerhalb der EU.";C;merchant;T;N
"ConfigurationOverviewDesc";"ConfigurationOverviewDesc";C;merchant;T;N
"Cookie domain";"Cookie-Domäne";C;merchant;T;N
"The domain that the cookie is available. To make the cookie available on all subdomains of example.com then you'd set it to '.example.com'. The . is not required but makes it compatible with more browsers. Setting it to www.example.com will make the cookie only available in the www subdomain.";"Die Domäne, auf der der Cookie verfügbar ist. Um den Cookie auf allen Unterdomänen von Beispiel.de verfügbar zu machen, sollten Sie Ihn auf '.Beispiel.de' setzen. Der . ist nicht erforderlich, aber so erhöht sich die Kompatibilität des Cookie mit mehreren Browsern. Wenn Sie den Cookie auf www.Beispiel.de einstellen, ist der Cookie nur in der www-Unterdomäne verfügbar.";C;merchant;T;N
"Customize Logo";"Logo benutzerdefiniert anpassen";C;merchant;T;N
"Edit availablevalues";"Verfügbare Werte bearbeiten";C;merchant;T;N
"TextBox";"Textfeld";C;;T;N
"HTML form";"HTML-Formular";C;merchant;T;N
"Template of Signup Form is missing some mandatory fields. You have to add mandatory fields to this template. Otherwise signup form will not work";"In der Vorlage für das Registrierungsformular fehlen einige obligatorische Felder. Sie müssen dieser Vorlage  obligatorische Felder hinzufügen, ansonsten kann es nicht korrekt angezeigt werden.";C;merchant;T;N
"Action after signup";"Aktion nach Registrierung";C;;T;N
"Set if the affiliate should be approved automatically, or left in pending state for manual approval by merchant.";"Stellen Sie ein, ob die Registrierung eines Partners automatisch genehmigt werden soll oder ob die Anmeldung des Partners bis zur manuellen Genehmigung durch Kaufmann im  wartenden Zustand belassen werden soll.";C;merchant;T;N
"Check if you want to include payout options in the signup form";"Markieren Sie das entsprechende Kontrollkästchen,wenn Sie die Auszahlungsoptionen im Registrierungsformular  integrieren möchten.";C;merchant;T;N
"No integration method selected. Please select integration method from list.";"Keine Integrationsmethode ausgewählt. Bitte wählen Sie eine Integrationsmethode aus der Liste aus";C;merchant;T;N
"IntegrationMethodsDescription";"Bitte wählen Sie eine Integrationsmethode für Ihr System aus. Sollten Sie keine passende Integrationsmethode finden, wählen Sie die Allgemeine Integrationsmethode aus. Falls diese nicht mit Ihrem System kompatibel sein sollte, kontaktieren Sie bitte unseren Support und fragen Sie nach einer für Ihr System geeigneten Integrationsmethode.";C;merchant;T;N
"Unknown commission type";"Unbekannter Provisionstyp";C;;T;N
"Referral_ID_signup_Help";"Vermittlungs-ID kann bis zu 20 Zeichen lang sein und wird in den Partnerlinks verwendet.";C;;T;N
"Plugin Configuration";"Konfiguration Plug-in";C;;T;N
"Configure";"Konfigurieren";C;;T;N
"Refresh grid";"Raster aktualisieren";C;;T;N
"Add custom translation";"benutzerspezifische Übersetzung hinzufügen";C;;T;N
"Load IP details";"IP-Details laden";C;;T;N
"Screen %s is in menu and thus can not be deleted";"Bildschirmansicht %s ist im Menü und kann daher nicht gelöscht werden";S;affiliate;T;N
"Referral ID can contain only [a-zA-Z0-9_-] characters";"Vermittlungs-ID kann nur [a-zA-Z0-9_-] Zeichen enthalten";B;;T;N
"Affiliate screen successfully deleted";"Partnerbildschirmansicht erfolgreich gelöscht";S;merchant;T;N
"Error changing default country";"Fehler beim Ändern des Standardlandes";S;;T;N
"Default country changed";"Standardland geändert";S;;T;N
"Column %s contains unallowed characters";"Spalte %s enthält ungültige Zeichen";S;;T;N
"Could not backup changed theme resource file %s (%s)";"geändertes Thema der Quelldatei %s (%s) konnte nicht gesichert werden";S;;T;N
"Could not install new theme resource (%s) file.  Make sure that file is writable by webserver.";"Konnte neue Themen Quellfile  (%s) nicht installieren.  Bitte stellen Sie sicher das das File durch den WebServer beschreibbar ist.";S;;T;N
"Common templates";"Allgemeine Vorlagen";S;;T;N
"Common template can not be deleted";"Allgemeine Vorlage kann nicht gelöscht werden.";S;;T;N
"File deleted";"Datei gelöscht";S;;T;N
"File can not be deleted";"Datei kann nicht gelöscht werden";S;;T;N
"File added";"Datei hinzugefügt";S;;T;N
"Commission overview";"Übersicht Provisionen";S;;T;N
"Count of affiliates";"Anzahl der Partner";B;;T;N
"Admin Account Info";"Administrator Kontoinformation";S;;T;N
"Database Info";"Datenbankinformation";S;;T;N
"Add affiliate to group";"Partner zu Gruppe hinzufügen";B;;T;N
"You can modify affiliate menu by dragging it's items.";"Sie können das Partner-Menü benutzerspezifisch einrichten. Verschieben Sie die einzelnen Elemente wie gewünscht mithilfe der Drag&Drop-Funktion.";S;merchant;T;N
"Items can be removed by dragging to Trash";"Sie können einzelne Elemente löschen, indem sie sie mithilfe der Drag&Drop-Funktion in den Papierkorb verschieben";S;merchant;T;N
"Here you can see list of all screens available in merchant panel";"Hier finden Sie eine Liste mit allen für das Händler-Panel verfügbaren Bildschirmansichten";S;merchant;T;N
"Custom pages";"benutzerspezifische Seiten";S;merchant;T;N
"Predefined pages";"Voreingestellte Seiten";S;merchant;T;N
"Url page settings";"Einstellungen URL-Seite";S;merchant;T;N
"Affiliate link: http://www.example..";"Partnerlink: http://www.Beispiel..";S;merchant;T;N
"All Commisions";"Alle Provisionen";S;merchant;T;N
"Countries";"Länder";S;merchant;T;N
"Start with Post Affiliate";"Partnerprogramm als Startseite";S;merchant;T;N
"Main Integration Steps";"Integration Hauptschritte";B;merchant;T;N
"Advanced";"Erweitert";B;merchant;T;N
"Edit url page";"URL-Seite bearbeiten";C;affiliate;T;N
"Show banners with stats only";"Banner nur mit Statistiken anzeigen";C;affiliate;T;N
"Integrate with your web page & shop";"Integrieren Sie Ihren Webshop in Ihre Seite";C;merchant;T;N
"Menu & screens";"Menü & Bildschirmansichten";C;merchant;T;N
"Customize design";"Design benutzerspezifisch anpassen";C;merchant;T;N
"Change logo";"Logo ändern";C;merchant;T;N
"Edit menu";"Menü bearbeiten";C;merchant;T;N
"Edit header";"Kopfzeile bearbeiten";C;merchant;T;N
"Edit footer";"Fußzeile bearbeiten";C;merchant;T;N
"Edit %s";"%s Bearbeiten";C;merchant;T;N
"Add to menu";"Zu Menü hinzufügen";C;merchant;T;N
"Are you sure you want to delete this page?";"Sind Sie sicher, dass Sie diese Seite löschen möchten?";C;merchant;T;N
"Add new custom page";"Neue benutzerspezifische Seite hinzufügen";C;merchant;T;N
"Add new url page";"Neue URL-Seite hinzufügen";C;merchant;T;N
"Affiliate panel screens";"Partner-Panel Bildschirmansichten";C;merchant;T;N
"Edit signup form";"Registrierungsformular bearbeiten";C;merchant;T;N
"Are you sure to delete selected affiliate from this commission group?";"Sind Sie sicher, dass Sie die ausgewählten Partner aus  dieser Provisionsgruppe löschen möchten?";C;affiliate;T;N
"Edit commission group";"Provisionsgruppe bearbeiten";C;;T;N
"Add commission group";"Provisionsgruppe hinzufügen";C;;T;N
"Are you sure to delete selected commission group?";"Sind Sie sicher, dass Sie die ausgewählte Provisionsgruppe löschen möchten?";C;;T;N
"Commission groups";"Provsionsgruppen";C;;T;N
"Available countries";"Verfügbare Länder";C;;T;N
"Enter valid %s";"Bitte gültige %s eingeben";B;;T;N
"Retry Update";"Update erneut starten";C;;T;N
"Start Update";"Update starten";C;;T;N
"Are you sure you want to delete selected file?";"Sind Sie sicher, dass Sie die ausgewählte Datei löschen möchten?";C;;T;N
"File from common templates is used";"Datei einer allgemeinen Vorlage wird verwendet.";C;;T;N
"Create specific file for this theme";"Spezifische Datei für dieses Thema erstellen";C;;T;N
"Edit this file";"Diese Datei bearbeiten";C;;T;N
"Delete this file";"Diese Datei löschen";C;;T;N
"Failed to invite %s %s";"%s %s konnte nicht eingeladen werden";S;;T;N
"%s %s successfully invited";"%s %s erfolgreich eingeladen";S;;T;N
"%s successfully add";"%s erfolgreich hinzugefügt";S;;T;N
"user(s) in commission group";"Benutzer in Provisionsgruppe";S;;T;N
"Admin";"Administrator";S;merchant;T;N
"Could not delete logged %s";"registrierte %s konnte nicht gelöscht werden";S;merchant;T;N
"Private campaign";"Private Kampagne";S;;T;N
"Copying file";"Datei wird kopiert";S;;T;N
"Error during application update (%s)";"Fehler während des Updates (%s)";S;;T;N
"Could not open csv file.";"CSV-Datei konnte nicht geöffnet werden";S;;T;N
"Failed to create new language: %s";"neue Sprache: %s"" konnte nicht angelegt werden";S;;T;N
"Application meta description";"Partnerprogramm Meta-Description";S;;T;N
"GwtPHP Framework Application, Gwt, PHP";"Gwt PHP Framework Application, Gwt, PHP";S;;T;N
"Maintenance Mode: Update in progress. Please run installer to finish update.";"Wartemodus: Update läuft. Bitte starten Sie das Installationsprogramm, um das Update abzuschließen.";S;;T;N
"Maintenance Mode: Install in progress";"Wartemodus: Installation läuft";S;;T;N
"Please select the language to use during the Post Affiliate Pro installation steps";"Bitte wählen Sie die Sprache aus, in der sie durch den Installationsprozess geleitet werden möchten.";S;;T;N
"Product of";"Produkt von";S;merchant;T;N
"Features";"Features";B;;T;N
"SIGNUP FORM FIELDS";"FELDER IM REGISTRIERUNGSFORMULAR";S;merchant;T;N
"Get More Plugins";"Hier bekommen Sie weitere Plug-ins";S;;T;N
"You can find additional plugins for your site in our plugin directory on page";"Sie finden zusätzliche Plug-ins für Ihre Webseite in unserem Plug-in-Verzeichnis auf Seite";S;;T;N
"To install a plugin you generally just need to extract and upload the plugin file into your /plugins directory. Once a plugin is uploaded, you may activate it below.";"Um ein Plug-in zu installieren, müssen sie die Plug-in-Datei extrahieren und in Ihr Plug-in - Verzeichnis hochladen. Wenn das Plug-in erfolgreich hochgeladen wurde, können sie es unten aktivieren.";S;;T;N
"Uploaded, but inactive plugins";"Hochgeladene, aber inaktive Plug-ins";S;;T;N
"Campaign is Active";"Kampagne ist aktiv";C;affiliate;T;N
"Campaign is paused (visible)";"Kampagne pausiert (sichtbar)";C;affiliate;T;N
"Campaign is stopped (invisible)";"Kampagne wurde gestoppt (unsichtbar)";C;affiliate;T;N
"Campaign is active, not running";"Kampagne ist aktiv, läuft aber nicht";C;affiliate;T;N
"No banners";"Keine Banner";C;affiliate;T;N
"Are you sure to delete selected merchant?";"Sind Sie sicher, dass Sie den ausgewählten Händler löschen möchten?";C;merchant;T;N
"You are approved";"Ihre Registrierung wurde genehmigt";C;affiliate;T;N
"You are waiting for approval";"Ihre Registrierung muss noch genehmigt werden";C;affiliate;T;N
"You are declined";"Ihre Registrierung wurde abgelehnt";C;affiliate;T;N
"Apply for this campaign";"Sich für diese Kampagne bewerben";C;affiliate;T;N
"Invite to campaign";"Zur Kampagne einladen";C;;T;N
"Are you sure you want to invite selected affiliate(s) to this campaign?";"Sind Sie sicher, dass Sie den (die) ausgewählten Partner zu dieser Kampagne einladen möchten?";C;;T;N
"If you deactivate this feature, all campaigns are change to public. Are you sure you want to deactivate this feature?";"Wenn Sie dieses Feature deaktivieren, wird der Status aller Kampagnen auf öffentlich gesetzt. Sind Sie sicher, dass Sie dieses Feature deaktivieren möchten?";B;merchant;T;N
"Are you sure you want to activate this feature?";"Sind Sie sicher, dass Sie dieses Feature aktivieren möchten?";B;;T;N
"Affiliates in campaign";"Partner in Kampagne";C;;T;N
"Public - visible to all";"Öffentlich – für alle sichtbar";B;;T;N
"Public - with manual approval";"?ffentlich- mit manueller Genehmigung";B;;T;N
"Your license has changed. Restart is needed. Do you want to restart now?";"Ihre Lizenz hat sich geändert. Ein Neustart ist erforderlich. Möchten Sie Ihren Computer jetzt neu starten";C;;T;N
"Error refreshing license (%s).";"Fehler beim Aktualisieren der Lizenz (%s).";C;;T;N
"Restart of application is needed. Do you want to restart now?";"Die Anwendung erfordert einen Neustart. Möchten Sie Ihren Computer jetzt neu starten?";C;;T;N
"FeaturesDescription";"Features sind Programmerweiterungen die Sie aktivieren oder deaktivieren können, wie z.B. Leistungsprämien, Banner-Rotatoren oder wiederholte Provisionen.";C;;T;N
"Parent_Affiliate_signup_Help";"Übergeordneter Partner ist der Partner, der Ihnen von diesem Programm erzählt hat";C;;T;N
"Your license does not allow activation of this feature.";"Ihre Lizenz ist für die Aktivierung dieses Features nicht ausreichend.";C;;T;N
"Are you sure you want to deactivate this feature?";"Sind Sie sicher, dass Sie dieses Feature deaktivieren möchten?";B;;T;N
"Finance";"Finanzen";C;;T;N
"Action code must be unique in campaign";"Aktions-Code muss in einer Kampagne eindeutig sein";S;;T;N
"Action name must be unique in campaign";"Aktionsname muss in einer Kampagne eindeutig sein";S;;T;N
"User is also in this or other commission group for this campaign";"Benutzer ist sowohl in dieser als auch in einer anderen Provisionsgruppe für diese Kampagne";S;;T;N
"Missing campaign id";"Kampagnen-ID fehlt";S;;T;N
"Menu entry with %s already exists";"Menüeintrag mit %s existiert bereits";S;;T;N
"Lifetime commissions";"Provision auf Lebenszeit";S;;T;N
"Add per action commission";"Provision pro Aktion hinzufügen";C;;T;N
"Action name";"Aktionsname";B;;T;N
"Action code";"Aktionscode";B;;T;N
"IntegrationActionHelp";"Mit diesem Parameter können Sie festlegen, welche Provision gespeichert wird.";C;;T;N
"not specified";"nicht spezifiziert";C;merchant;T;N
"IntegrationAffiliateHelp";"Mit diesem Parameter können Sie erzwingen, dass die Provision diesem Partner zugeordnet werden soll";C;merchant;T;N
"IntegrationCampaignHelp";"Mit diesem Parameter können Sie erzwingen, dass die Provision über diese Kampagne zugeordnet wird";C;merchant;T;N
"IntegrationStatusHelp";"Mit diesem Parameter können Sie erzwingen, dass der  Status für diese Provision festgelegt wird.";C;merchant;T;N
"IntegrationCommissionHelp";"Wert der benutzerspezifischen Provision. Mit diesem Parameter können Sie erzwingen, dass der Wert der benutzerspezifischen Provision den Wert, den Sie für eine Kampagne festgelegt haben überschreibt.Wenn Sie ein %-zeichen vor die Zahl stellen, wird die Provision als Prozentsatz berechnet.";C;merchant;T;N
"Sales/Leads Tracking";"Tracking der Verkäufe/Vermittlungen";C;merchant;T;N
"Data %s";"Daten %s";C;merchant;T;N
"%s - tier";"%s - Stufe";C;merchant;T;N
"Drag this icon to QuickLaunch";"Dieses Symbol per Drag&Drop-Verfahren in die Schnellstartleiste verschieben";C;;T;N
"Add to Quick Launch";"Zur Schnellstartleiste hinzufügen";C;;T;N
"Show advanced tracking options";"Erweiterte Tracking-Optionen anzeigen";C;merchant;T;N
"Hide advanced tracking options";"Erweiterte Tracking-Optionen verbergen";C;merchant;T;N
"Rotator banner can not contain same banner twice";"Rotator-Banner kann nicht zweimal denselben Bannerinhalt enthalten";S;;T;N
"Rule";"Bestimmung";S;;T;N
"Campaign id is missing";"Kampagnen ID fehlt";S;;T;N
"You cannot migrate data to already existing installation";"Sie können keine Daten aus einem anderen System in eine bereits bestehende Installation übernehmen.";S;;T;N
"Failed to load file info";"Datei-Informationen konnten nicht geladen werden";S;;T;N
"Failed to delete file. File doesn't exist in database.";"Datei konnte nicht gelöscht werden. Datei existiert nicht in Datenbank.";S;;T;N
"Failed to delete file from database.";"Datei konnte nicht aus der Datenbank gelöscht werden.";S;;T;N
"Required plugin %s is not active";"Erforderliches Plug-in %s ist nicht aktiv";S;;T;N
"Required plugin %s has to be in version %s or higher";"Erforderliches Plug-in  %s wird in Version %s oder höher benötigt";S;;T;N
"Banner Parameters";"Banner-Parameter";S;merchant;T;N
"Conditions";"Bedingungen";S;merchant;T;N
"If";"Wenn";S;merchant;T;N
"that are";"diese sind";B;merchant;T;N
"then";"dann";B;merchant;T;N
"Performance rewards";"Leistungsprämien";B;;T;N
"Are you sure to delete selected rule?";"Sind Sie sicher, dass Sie die ausgewählte Bestimmung  löschen möchten?";C;;T;N
"Add rule";"Bestimmung hinzufügen";C;;T;N
"Actual month";"Dieser Monat";B;;T;N
"Actual year";"Dieses Jahr";B;;T;N
"All unpaid commissions";"Alle nicht gezahlten Provisionen";B;;T;N
"Last week";"Letzte Woche";B;;T;N
"Last two weeks";"Letzten 2 Wochen";B;;T;N
"Since day of last month";"Seit Tag des letzten Monats";B;;T;N
"Approved or Pending";"Genehmigt oder Ausstehend";B;;T;N
"Edit rule";"Bestimmung bearbeiten";C;;T;N
"Rule number";"Bestimmung Nummer";C;;T;N
"BannerStatisticsHeader";"Bannerstatistiken";C;merchant;T;N
"BannerStatisticsDescription";"Überprüfen Sie die Leistung dieses Banners hinsichtlich der Aufrufe, Klicks, Verkäufe oder Provisionen. Unter dem Diagramm finden Sie Zusammenfassungen für verschiedene Zeiträume.";C;merchant;T;N
"Original currency code";"Original Währungs-Code";S;;T;N
"Error while saving commission: %s";"ehler beim Speichern der Provision: %s";S;merchant;T;N
"Error while adding commission: %s";"Fehler beim Hinzufügen der Provision: %s";S;merchant;T;N
"Commissions added successfully";"Provisionen erfolgreich hinzugefügt";S;merchant;T;N
"User roles privileges";"Benutzer Rollenprivilegien";B;;T;N
"Default role can not be deleted!";"Standardrolle kann nicht gelöscht werden!";S;;T;N
"Commission type settings";"Einstellungen Provisionstypen";S;merchant;T;N
"Multiple currencies";"Mehrere Währungen";S;;T;N
"Recurring Commissions";"Wiederholte Provisionen";B;;T;N
"Role will be copied into new role with all privileges of original role.";"Rolle wird in neue Rolle mit allen zugehörigen Privilegien der alten Rolle kopiert.";S;;T;N
"Extra bonus";"Extrabonus";C;;T;N
"Action commission";"Provision pro Aktion";C;;T;N
"ActionCommissionDescription";"Das Feature Provision pro Aktion ermöglicht Ihnen Provisionen pro Aktion bzw. Provisionen für alles zu definieren.";C;;T;N
"Cpm commission";"CPM Provision";C;;T;N
"CpmCommissionDescription";"CpmCommissionDescription";C;;T;N
"Are you sure you want to delete selected currency";"Sind Sie sicher, dass Sie die ausgewählte Währung löschen möchten?";C;;T;N
"Recurrence";"Wiederholung";B;;T;N
"Click commission";"Provision pro Klick";C;merchant;T;N
"ClickCommissionDescription";"Definieren Sie hier die Struktur der Provisionen pro Klick";C;merchant;T;N
"Sale commission";"Provision pro Verkauf";C;merchant;T;N
"SaleCommissionDescription";"Definieren Sie hier Provisionstyp und Struktur der Provisionen";C;merchant;T;N
"Name of new role";"Name der neuen Rolle";C;;T;N
"Copy of ";"Kopie von";C;;T;N
"Create new role";"Neue Rolle erstellen";C;;T;N
"Delete Role";"Rolle löschen";C;;T;N
"Copy Role";"Rolle kopieren";C;;T;N
"Copy User Role";"Benutzerrolle kopieren";C;;T;N
"Privileges";"Privilegien";C;;T;N
"Users";"Benutzer";C;;T;N
"Are you sure you want to delete role %s ?";"Sind Sie sicher, dass sie die Rolle %s löschen möchten?";C;;T;N
"Example SubId link";"Beispiel SubID-Link";S;affiliate;T;N
"Loading application";"Anwendung wird geladen";S;;T;N
"New password link";"Link für neues Kennwort";S;;T;N
"here";"hier";S;affiliate;T;N
"Web Url";"Web-URL";B;merchant;T;N
"Company name";"Firmenname";B;;T;N
"State";"Staat";B;merchant;T;N
"Zipcode";"PLZ";B;merchant;T;N
"Phone";"Telefon";B;merchant;T;N
"Fax";"Fax";B;merchant;T;N
"Unused";"Unbenutzt";B;;T;N
"ICQ";"ICQ:";B;merchant;T;N
