source;translation;type;module;status;customer
"You have to specify status of campaign (rstatus field)";"Tiene que especificar el estado de la campaña";S;merchant;T;N
"Campaigns";"Campañas";B;;T;N
"Overview";"Introducción";B;;T;N
"Campaigns Manager";"Organizador de campañas";S;merchant;T;N
"Banners";"Banners";B;merchant;T;N
"Banners Manager";"Administrador de banners";B;merchant;T;N
"Affiliates";"Afiliados";B;merchant;T;N
"Affiliates Manager";"Administrador de afiliados";S;merchant;T;N
"DirectLinks Urls";"URL de DirectLinks";S;merchant;T;N
"Transactions";"Transacciones";S;merchant;T;N
"Raw clicks list";"Lista de clicks sin procesar";B;merchant;T;N
"Commissions";"Comisiones";B;;T;N
"Reports";"Reportes";B;;T;N
"Trends report";"Tendencias de los reportes";B;;T;N
"Payouts history";"Historia de pagos";B;;T;N
"Payouts by affiliate";"Pagos por afiliado";B;merchant;T;N
"Payouts";"Pagos";B;merchant;T;N
"Pay affiliates";"Pagar a los afiliados";B;merchant;T;N
"Communication";"Comunicación";B;;T;N
"Send message";"Enviar mensaje";S;merchant;T;N
"Configuration";"Configuración";B;merchant;T;N
"Tracking settings";"Configuración de seguimiento";B;merchant;T;N
"Affiliate panel";"Panel de afiliado";C;merchant;T;N
"Tools";"Herramientas";B;;T;N
"Integration";"Integración";B;merchant;T;N
"Import / Export";"Importar / Exportar";B;merchant;T;N
"Event logs";"Log de eventos";B;merchant;T;N
"Online users";"Usuarios en línea";B;;T;N
"Database status";"Estado de la base de datos";B;;T;N
"User cannot be found";"El usuario no puede ser encontrado";S;affiliate;T;N
"Email was successfully sent to merchant";"El email fue enviado al administrador";S;affiliate;T;N
"Email notifications saved";"El email de notificaciones fue guardado";S;;T;N
"Banner";"Banner";B;;T;N
"none active";"no activo";S;;T;N
"per click";"por Click";B;;T;N
"per sale";"por Venta";B;;T;N
"ID";"Id";B;;T;N
"Name";"Nombre";B;;T;N
"Description";"Descripción";B;;T;N
"Status";"Estado ";B;;T;N
"Date created";"Fecha de creación";S;;T;N
"Actions";"Acciones";B;;T;N
"Channel";"Canal";B;;T;N
"Failed to save %s field(s). Data with value '";"Error al guardar el(los) campo(s) %s . Información entre '";S;affiliate;T;N
"Failed to save %s field(s)";"Error al guardar el(los) campo(s) %s";S;;T;N
"%s field(s) successfully saved";"Campo(s) %s guardados";S;;T;N
"User";"Usuario";S;;T;N
"Channel name";"Nombre del canal";S;affiliate;T;N
"Pattern didn't matched the URL, check your pattern";"Pattern didn't matched the URL, check your pattern";S;affiliate;N;N
"Pattern matched the URL";"Pattern matched the URL";S;affiliate;N;N
"Login";"Entrada";B;;T;N
"First name";"Primer nombre";B;;T;N
"Last name";"Apellido";B;;T;N
"Referral ID";"ID del promotor";B;;T;N
"I agree with terms & conditions";"Acepto los Términos y Condiciones";B;;T;N
"Cannot find invoice";"No es posible encontrar la factura";S;;T;N
"Affiliate";"Afiliado";B;;T;N
"Date of registration";"Fecha de registro";S;affiliate;T;N
"% in total sales";"% en las ventas totales";S;affiliate;T;N
"% of total sales";"% de las ventas totales ";S;affiliate;T;N
"% of total commissions";"% del total de comisiones";S;affiliate;T;N
"Commission";"Comisión";B;;T;N
"Total cost";"Costo total";B;;T;N
"Order ID";"ID de la orden";B;;T;N
"Product ID";"ID del producto";B;;T;N
"Created";"Creado";B;;T;N
"Campaign Name";"Nombre de la campaña";B;;T;N
"Type";"Tipo";B;;T;N
"Affiliate username";"Username del afiliado";S;;T;N
"Paid";"Pagado";B;;T;N
"Ip";"IP";S;;T;N
"Referer";"Promotor";B;;T;N
"Recurring commison id";"ID de la comisión";S;;T;N
"Payout history id";"ID de la historia de pagos";S;;T;N
"Click count";"Cuenta de clicks";S;;T;N
"First click time";"Hora de primer click";S;;T;N
"First click referer";"Promotor del primer click";S;;T;N
"First click ip";"IP del primer click";S;;T;N
"First click data 1";"Primer click data 1";S;;T;N
"First click data 2";"Primer click data 2";S;;T;N
"Last click time";"Hora del primer click";S;;T;N
"Last click referer";"Promotor del click";S;;T;N
"Last click ip";"IP del click";S;;T;N
"Last click data 1";"Último click data 1";S;;T;N
"Last click data 2";"Último click data 2";S;;T;N
"Extra data 1";"Extra data 1";B;;T;N
"Extra data 2";"Extra data 2";B;;T;N
"Extra data 3";"Extra data 3";S;;T;N
"Extra data 4";"Extra data 4";S;;T;N
"Extra data 5";"Extra data 5";S;;T;N
"Merchant note";"Nota del administrador";B;;T;N
"Banner name";"Nombre del banner";S;merchant;T;N
"Banner preview";"Vista previa del banner";S;merchant;T;N
"Campaign";"Campaña";B;;T;N
"Target URL";"URL de destino";B;;T;N
"Banner type";"Tipo de banner";S;;T;N
"Html data is not defined";"HTML data sin definir";S;;T;N
"File name is not defined";"Nombre de archivo sin definir";S;;T;N
"unknown";"desconocido";B;;T;N
"approved";"aprobado";B;;T;N
"pending";"pendiente";B;;T;N
"User Id";"User Id";S;;T;N
"Payment date";"Fecha de pago";S;;T;N
"Username";"Username";B;;T;N
"Amount";"Monto";B;;T;N
"Note to affiliate";"Nota para el afiliado";S;;T;N
"Original currency ID";"ID de la divisa";S;;T;N
"Original currency rate";"Tipo de cambio de la divisa original";S;;T;N
"Original currency value";"Valor original de la divisa";S;;T;N
"System note";"Nota del sistema";B;;T;N
"Country code";"Código de país";S;;T;N
"Affiliate first name";"Primer nombre del afiliado";S;;T;N
"Affiliate last name";"Apellido del afiliado";S;;T;N
"3rd party cookie";"Cookie de terceros";B;;T;N
"1st party cookie";"Cookie (1st party) ";B;;T;N
"Flash cookie";"Flash cookie";B;;T;N
"Forced parameter";"Parámetro forzado";B;;T;N
"IP address";"Dirección IP";B;;T;N
"Default affiliate";"Afiliado predeterminado";B;;T;N
"Url";"URL";B;;T;N
"Note";"Nota";B;;T;N
"Status does not have allowed value";"El estado no tiene un valor permitido";S;;T;N
"Selected username already exists";"El username seleccionado ya existe ";S;;T;N
"Failed to change status for %s user(s)";"Error al cambiar el estado del(los) usuario(s) %s";S;;T;N
"Status successfully changed for %s user(s)";"El estado del(los) usuario(s) %s fue cambiado  ";S;;T;N
"Password";"Password";B;;T;N
"Title must be unique";"El título debe ser único";S;affiliate;T;N
"Selected parent affiliate does not exist";"El patrocinador seleccionado no existe";S;;T;N
"Failed loading file %s with error: %s";"Error al cargar el archivo %s con error: %s";S;;T;N
"Merchant - New User Signup";"Administrador - Nueva inscripción";B;merchant;T;N
"New user signed up";"Un nuevo usuario se inscribió";B;merchant;T;N
"Email subject";"Asunto del email";S;merchant;T;N
"Email text";"Texto del email";S;merchant;T;N
"Merchant - Affiliate filled Contact us form";"Administrador - Forma de contacto con datos";B;merchant;T;N
"Affiliate filled Contact us form";"Forma de contacto para el afiliado";B;merchant;T;N
"Merchant - New Sale / Lead";"Administrador - Nueva Venta / Candidato";B;merchant;T;N
"New sale / lead";"Nueva venta / candidato";B;;T;N
"Affiliate - New User Signup Approved";"Afiliado - Nuevo Usuario Aprobado";B;;T;N
", welcome to our affiliate program";", bienvenido a nuestro programa de afiliados";B;;T;N
"Affiliate - New User Signup Before Approval";"Afiliado - Nuevo usuario antes de ser aprobado";B;;T;N
"Paid amount";"Monto pagado";S;;T;N
"Paid currency";"Divisa de pago";S;;T;N
"Payout method";"Método de pago";B;;T;N
"Affiliate - On payout";"Afiliado - en pago";B;;T;N
"Your commissions";"Comisiones";B;;T;N
"Affiliate - New Subaffiliate Sale / Lead";"Afiliado - Nueva Venta / Candidato de un Subafiliado";B;affiliate;T;N
"New subaffiliate sale / lead";"Nueva venta / candidato del Subafiliado";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"Afiliado - Nueva inscripción";B;affiliate;T;N
"New subaffiliate signed up";"Se ha inscrito un nuevo Subafiliado";B;affiliate;T;N
"VAT percentage";"Porcentaje de IVA";B;;T;N
"VAT number";"Número de IVA";B;;T;N
"Registration number";"Número de registro";B;;T;N
"VAT part";"Parte de IVA";B;;T;N
"Payment incl. VAT";"Pago con IVA incluido";B;;T;N
"Payment excl. VAT";"Pago sin IVA";B;;T;N
"Affiliate - On VAT payout";"Afiliado - Pago de IVA";B;;T;N
"Transaction ID";"ID de Transacción";B;;T;N
"TotalCost";"Costo Total";S;;T;N
"Campaign ID";"ID de campaña";S;;T;N
"Referer URL";"URL del patrocinador";S;;T;N
"First click - time";"Primer click - hora";S;;T;N
"First click - referer";"Primer click - promotor";S;;T;N
"First click - IP";"Primer click - IP";S;;T;N
"First click - data1";"Primer click - data1";S;;T;N
"First click - data2";"Primer click - data2";S;;T;N
"Last click - time";"Último click - hora";S;;T;N
"Last click - referer";"Último click - promotor";S;;T;N
"Last click - IP";"Último click - IP";S;;T;N
"Last click - data1";"Último click - data1";S;;T;N
"Last click - data2";"Último click - data2";S;;T;N
"Transaction data1";"Transacción data1";S;;T;N
"Transaction data2";"Transacción data2";S;;T;N
"Transaction data3";"Transacción data3";S;;T;N
"Transaction data4";"Transacción data4";S;;T;N
"Transaction data5";"Transacción data5";S;;T;N
"Note to merchant";"Nota para el Administrador";S;;T;N
"Original currency";"Divisa original";S;;T;N
"Banner does not exist";"El banner no existe";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"Error en el servidor: Tipo desconocido para BannerForm._save()";S;merchant;T;N
"Banner was saved";"El banner fue guardado";S;merchant;T;N
"Imps";"IMPS";S;merchant;T;N
"Clicks";"Clicks";B;;T;N
"CTR";"CTR";S;;T;N
"Order";"Orden";B;merchant;T;N
"BannersImportExportDescription";"La nota en  – (Banners definition )se relaciona solo con la definición de importar/exportar, no con la imagen o el archivo";B;merchant;T;N
"Campaign does not exist";"La campaña no existe";S;merchant;T;N
"Campaign capping saved";"Campaña guardada";S;merchant;T;N
"Number of transactions in 'Active until' campaign validity has to be set";"Se debe establecer el número de transacciones en 'Activo hasta' en la validez de la campaña ";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"Falta “De” y “Hasta” en la forma de validez de la campaña en 'Activar en el rango de fechas'";S;merchant;T;N
"Commission successfully computed";"La comisión fue calculada";S;merchant;T;N
"User is not valid!";"Usuario no válido!";S;merchant;T;N
"Campaign is not valid!";"Campaña no válida";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"Tipo de transacción no valida";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"No se puede reconocer el grupo de comisión de grupo para este usuario";S;merchant;T;N
"Error getting commission settings!";"Error para encontrar la configuración de comisión";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"Error, para calcular el porcentaje de comisión, tiene que definir el costo total";S;merchant;T;N
"You cannot deactivate default campaign";"No puede desactivar la campaña predeterminada";S;merchant;T;N
"You cannot delete default campaign";"No puede eliminar la campaña predeterminada";S;merchant;T;N
"Default";"Predeterminada";B;;T;N
"per sale / lead";"por venta / candidato";B;;T;N
"CampaignsImportExportDescription";"Descripción de la campaña y monto de comisión";B;merchant;T;N
"loadCommissionGroups: campaignId is empty";"loadCommissionGroups: ID de campaña está en blanco";S;merchant;T;N
"Campaign ID cannot be empty!";"ID de campaña no puede estar en blanco";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"El CommissionTypeId (Id) no puede estar en blanco";S;merchant;T;N
"CommissionGroupId cannot be empty!";"CommissionGroupId no puede estar en blanco";S;merchant;T;N
"Commission type does not exist";"Este tipo de comisión no existe";S;merchant;T;N
"Commissions saved successfully";"Las comisiones se guardaron";S;merchant;T;N
"Field 'type' does not exist";"El campo 'tipo' no existe";S;merchant;T;N
"Failed to change status";"Error al cambiar el estado";S;merchant;T;N
"Status successfully changed";"Estado cambiado  ";S;merchant;T;N
"CommissionsImportExportDescription";"Comisiones (transacciones, órdenes) registradas en el sistema";B;merchant;T;N
"Affiliate screen";"Pantalla del afiliado";S;merchant;T;N
"Affiliate panel menu saved";"Menú guardado";S;merchant;T;N
"Error changing default theme";"Error al cambiar el tema predeterminado";S;merchant;T;N
"Default theme changed";"Tema predeterminado guardado";S;merchant;T;N
"Program name and logo saved";"Nombre del programa y logo guardado";S;merchant;T;N
"Affiliate signup settings saved";"La configuración de Registro guardada";S;merchant;T;N
"Banner format successfully saved";"El formato del banner fue guardado";S;merchant;T;N
"Cookies settings saved";"Configuración de cookies guardada";S;merchant;T;N
"Symbol";"Símbolo";B;;T;N
"Precision";"Precisión";B;;T;N
"Where to display";"Donde mostrar";B;;T;N
"Exchange rate";"Tipo de cambio ";S;;T;N
"NEW";"Nuevo";B;;T;N
"Currency";"Divisa ";B;;T;N
"Fraud protections saved";"Protección contra fraude guardada";S;merchant;T;N
"Logging saved";"Logging guardado";S;merchant;T;N
"Parameter names saved";"Parámetro nombres guardado";S;merchant;T;N
"Tracking saved";"Seguimiento guardado";S;merchant;T;N
"URLs & Directories saved";"URLs y Directorios guardados";S;merchant;T;N
"Affiliates successfully paid";"Los afiliados fueron pagados";S;merchant;T;N
"Email";"Email";B;;T;N
"VAT";"IVA";S;merchant;T;N
"To pay";"A pagar";S;merchant;T;N
"Declined";"Declinada";B;;T;N
"Minimum payout";"Mínimo a pagar";S;merchant;T;N
"Payout data";"Información de pago";B;merchant;T;N
"N/A";"N/D";S;merchant;T;N
"New payout option";"Nueva opción de pago";S;merchant;T;N
"New payout option %s";"Nueva opción de pago %s";S;merchant;T;N
"Payout option";"Opción de pago";S;merchant;T;N
"Payout history";"Historia de pagos";S;merchant;T;N
"Date paid";"Fecha de pago";S;merchant;T;N
"Payees";"Afiliados (payees)";S;merchant;T;N
"Total amount";"Monto total";S;merchant;T;N
"Affiliate note";"Nota para el afiliado";B;merchant;T;N
"payee";"afiliado";S;merchant;T;N
"Date";"Fecha";B;;T;N
"Data 1";"Data 1";B;merchant;T;N
"Data 2";"Data 2";B;merchant;T;N
"Clicks raw";"Clicks sin procesar";S;;T;N
"Clicks unique";"Clicks ";S;;T;N
"Raw clicks older than %s are deleted";"Los clicks sin procesar anteriores a %s fueron eliminados";S;merchant;T;N
"Failed to delete raw clicks";"Error al eliminar los clicks sin procesar";S;merchant;T;N
"Impressions raw";"Impresiones sin procesar";S;;T;N
"Impressions unique";"Impresiones únicas";S;;T;N
"Sales count";"Cuenta de ventas (Sales count)";S;;T;N
"Table name";"Nombre de la tabla";S;merchant;T;N
"Records";"Records";S;merchant;T;N
"Total size";"Tamaño total";S;merchant;T;N
"Data size";"Tamaño de los datos";S;merchant;T;N
"Index size";"Tamaño del índice";S;merchant;T;N
"Transaction";"Transacción";B;;T;N
"Payout status";"Estado del pago";B;merchant;T;N
"Data 3";"Data 3";B;merchant;T;N
"Data 4";"Data 4";B;merchant;T;N
"Data 5";"Data 5";B;merchant;T;N
"Tracked by";"Seguimiento por";B;merchant;T;N
"Time";"Hora";B;;T;N
"Click data 1";"Click data 1";B;merchant;T;N
"Click data 2";"Click data 2";B;merchant;T;N
"unpaid";"Sin pagar";B;;T;N
"Username must be valid email address";"El username debe ser una dirección email válida";S;;T;N
"You have to agree with terms & conditions";"Debe aceptar los Términos y Condiciones";B;;T;N
"is mandatory";"es obligatorio";B;;T;N
"Payout settings saved";"Configuración de pago guardada";S;merchant;T;N
"Affiliate details";"Información del afiliado";B;merchant;T;N
"Date joined";"Fecha de inscripción";B;;T;N
"Date approved";"Fecha de aprobación";B;merchant;T;N
"Parent";"Promotor";S;merchant;T;N
"Firstname";"Primer nombre";B;;T;N
"Lastname";"Apellido ";B;;T;N
"Parent ID";"ID del promotor";S;merchant;T;N
"Parent username";"Username del promotor";S;merchant;T;N
"Parent first name";"Primer nombre del promotor";S;merchant;T;N
"Parent last name";"Apellido del promotor";S;merchant;T;N
"AffiliatesImportExportDescription";"Affiliates data – se puede usar para cargar nuevos afiliados al sistema";B;merchant;T;N
"Status successfully set to selected url(s)";"El estado para la(s) URL seleccionada(s) fue establecido";S;merchant;T;N
"Failed to set status selected url(s)";"Error al establecer el estatus para la(s) URL seleccionada(s)";S;merchant;T;N
"Commission group";"Grupo de comisiones";B;;T;N
"Commision group";"Grupo de comisiones";S;merchant;T;N
"Selected commission group(s) are changed";"Las comisiones de grupo seleccionadas fueron cambiadas";S;merchant;T;N
"Changes saved";"Cambios guardados";S;;T;N
"Application Name";"Post Affiliate Pro";S;;T;N
"New password URL";"Nuevo password para la URL";S;;T;N
"Request valid until";"Solicitud válida hasta";S;;T;N
"Request new password";"Solicitar nuevo password";B;;T;N
"Wrong username/password";"Error en el username/password";S;;T;N
"Select account";"Seleccionar cuenta";B;;T;N
"Authentication failed";"Error en la identificación";S;;T;N
"User authenticated. Logging in.";"Usuario identificado. Entrandoﾅ";S;;T;N
"You entered invalid security code";"Escribió un código erróneo";S;;T;N
"You entered invalid username";"Escribió un username inválido";S;;T;N
"Within a few minutes you will receive instruction on how to reset you password.";"En pocos minutos recibirá un email con instrucciones para reactivar un password";S;;T;N
"Your password was changed. Go back to login dialog and login.";"Su password fue cambiado. Regrese a la pantalla de entrada.";S;;T;N
"Logout error";"Error al salir";S;;T;N
"Logout successful";"Salida exitosa";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"Requerimiento de password inválido. Por favor solicite un nuevo password antes de intentar de cambiarlo.";S;;T;N
"User account not approved yet";"Cuenta de usuario sin aprobar todavía";S;;T;N
"File to export is not defined";"Archivo para exportar no definido";S;;T;N
"Unsupported";"No soportado";S;;T;N
"Import file is not defined";"Archivo de importación sin definir";S;;T;N
"Export data";"Datos de Exportación";B;;T;N
"Data was successfully exported to file %s";"Los datos fueron exportados ";S;;T;N
"File name";"Nombre del archivo";B;;T;N
"Modules";"Módulos";S;;T;N
"Size";"Tamaño";S;;T;N
"Could not create account. (%s)";"No se puede crear la cuenta. (%s)";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"El Directorio server %s no permite la escritura. Por favor configure los permisos necesarios.";S;;T;N
"Failed to delete %s filter(s)";"Error al quitar los filtros %s ";S;;T;N
"%s filter(s) successfully deleted";"Filtros %s borrados ";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"Error al cargar la cuenta de email por defecto. Por favor compruebe la configuración";S;;T;N
"View name must be unique";"El nombre de la vista tiene que ser único";S;;T;N
"Maximum length of %s in %s is %s";"El largo máximo para %s en %s es %s";S;;T;N
"Relation constraint";"Relation constraint";S;;N;N
"must be unique";"debe ser único";S;;T;N
"Error changing theme";"Error cambiando el tema";S;;T;N
"Theme changed";"Tema cambiado";S;;T;N
"Failed to delete %s wallpaper(s)";"Error al eliminar el tema %s ";S;;T;N
"%s wallpaper(s) successfully deleted";"Tema %s eliminado ";S;;T;N
"Failed to save wallpaper with error %s";"Error al guardar el tema, error %s";S;;T;N
"Wallpaper saved.";"Tema escritorio guardado.";S;;T;N
"Side bar saved";"Barra lateral guardada";S;;T;N
"Windows saved";"Ventana guardada";S;;T;N
"Quick Launch saved";"Arranque rápido guardado";S;;T;N
"File does not exist";"Archivo no existe";S;;T;N
"File was successfully uploaded";"Archivo cargado";S;;T;N
"Unsupported gadget";"Gadget no soportado";S;;T;N
"Gadget";"Gadget";S;;T;N
"Gadget added";"Gadget agregado";S;;T;N
"Failed to close gadget";"Error al cerrar el gadget";S;;T;N
"Gadget successfully closed";"Gadget cerrado ";S;;T;N
"Docking";"Docking";S;;T;N
"Gadgets saved";"Gadgets guardados";S;;T;N
"Create Account";"Crear cuenta";B;;T;N
"Account is already created.";"Cuenta creada.";S;;T;N
"Create Database";"Crear Base de Datos";B;;T;N
"Could not create database. %s";"No fue posible crear la base de datos. %s";S;;T;N
"doesnt exist's";"no existe";S;;T;N
"Internal error";"Error interno.";B;;T;N
"Error during database creation.";"Error durante la creación de la base de datos";S;;T;N
"OK";"OK";B;;T;N
"Failed to read headers of CSF file %s";"Error en la lectura de los encabezados en el archivo %s";S;;T;N
"Could not change permissions %s";"No se pudieron cambiar los permisos de %s";S;;T;N
"Could not open file";"No se puede abrir el archivo";S;;T;N
"Could not read file";"No se puede leer el archivo";S;;T;N
"Rewind unsupported in this file stream";"Rewind unsupported in this file stream";S;;N;N
"File %s does not exist.";"Archivo %s no existe.";S;;T;N
"Failed to read file %s";"No se puede leer el archivo %s";S;;T;N
"Could not create directory %s";"No se puede crear el directorio %s";S;;T;N
"Could not open language file %s";"No se puede abrir el archivo de idioma %s";S;;T;N
"Level";"Nivel";S;;T;N
"Message";"Mensaje";B;;T;N
"File";"Archivo";S;;T;N
"Line";"Línea";B;;T;N
"Group ID";"ID de grupo";S;;T;N
"Log event";"Log de evento";S;;T;N
"Event(s) are deleted";"Evento(s) eliminado(s)";S;;T;N
"No event(s) to delete";"No hay evento(s) para eliminar";S;;T;N
"Debug event(s) are deleted";"Evento(s) eliminados del Debug";S;;T;N
"No debug event(s) to delete";"No hay evento(s) para eliminar del Debug";S;;T;N
"Mail Account Name";"Nombre de cuenta de email";S;;T;N
"From Name";"Nombre de";B;;T;N
"From Email";"Email de";S;;T;N
"Use SMTP protocol";"Usar protocolo SMTP";S;;T;N
"SMTP Server";"Servidor SMTP";B;;T;N
"SMTP Port";"Puerto SMTP";B;;T;N
"SMTP Authentication";"Identificación SMTP";S;;T;N
"Use SSL connection";"Usar conexión SSL";S;;T;N
"SMTP Username";"Nombre de usuario SMTP";S;;T;N
"Is default mail account";"Cuenta email predeterminada";S;;T;N
"Yes";"Si";B;;T;N
"No";"No";B;;T;N
"Email account test mail";"Cuenta de email de prueba";B;;T;N
"Default Mail Account";"Cuenta de email predeterminada";S;;T;N
"Email settings saved";"Configuración de email guardada";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Email de prueba, verifique si fue enviado.";S;;T;N
"Failed to restart %s row(s)";"Error al arrancar la(s) fila(s) %s";S;;T;N
"%s row(s) successfully restarted";"La(s) fila(s) %s se reiniciaron";S;;T;N
"To recipients";"A los receptores";S;;T;N
"Mail subject";"Asunto del email";S;;T;N
"Scheduled at";"Programado a";S;;T;N
"Last retry";"Último intento";S;;T;N
"Retry number";"Intento número";S;;T;N
"Error message";"Mensaje de error";S;;T;N
"Account name";"Nombre de la cuenta";B;;T;N
"Server Date";"Fecha en el servidor";S;;T;N
"Server Time";"Hora en el servidor";S;;T;N
"Mail template not defined in database for class %s";"Plantilla de email no definida en la base de datos para la clase %s";S;;T;N
"Recipients empty";"Receptores en blanco";S;;T;N
"Body of mail not specified";"Cuerpo del mensaje no especificado";S;;T;N
"From address is empty";"De en la dirección de email en blanco";S;;T;N
"Failed to init mail headers";"Error al iniciar los encabezados del email";S;;T;N
"Email transfer method error";"Error en el método de transferencia del email";S;;T;N
"Application Title";"Post Affiliate Pro";S;;T;N
"Failed to save settings with error %s";"Error al guardar la configuración con error %s";S;;T;N
"Proxy server settings saved.";"Configuración del proxy guardada";S;;T;N
"Failed to load proxy server settings.";"Error al cargar la configuración del proxy";S;;T;N
"Pdf saved";"PDF guardado";S;;T;N
"Path to save file '%s' not exist";"Ruta para guardar el archivo '%s' no existe";S;;T;N
"Path to save file %s is null";"Ruta para guardar el archivo %s no es válida";S;;T;N
"Unable to create file %s%s.pdf";"No fue posible crear el archivo %s%s.pdf";S;;T;N
"Pdf output: %s";"PDF salida: %s";S;;T;N
"Role";"Rol";B;;T;N
"Logged in";"Registrado";S;;T;N
"Last Request";"Última petición";S;;T;N
"entries";"entradas";S;;T;N
"SettingsImportExportDescription";"Configuración del sistema";B;;T;N
"Undefined table name";"Nombre de tabla no definida";S;;T;N
"Undefined $option";"$option no definida";S;;T;N
"Table alias must by defined";"El alias de la tabla debe definirse";S;;T;N
"equals";"igual";S;;T;N
"not equals";"no es igual a";S;;T;N
"is like";"es similar";S;;T;N
"is not like";"no es parecido";S;;T;N
"is greater";"es mayor que";S;;T;N
"is lower";"es menor a";S;;T;N
"is greater or equal";"es mayor o igual a";S;;T;N
"is lower or equal";"es menor o igual a";S;;T;N
"is";"es ";S;;T;N
"is in";"es en";S;;T;N
"Template";"Plantilla";S;;T;N
"Unable to save template '%s'";"No se puede guardar la plantilla '%s'";S;;T;N
"Template '%s' saved";"Plantilla '%s' guardada";S;;T;N
"Filter does not exist";"Filtro no existe";S;;T;N
"Filter saved";"Filtro guardado";S;;T;N
"Filter added";"Filtro agregado";S;;T;N
"Field";"Campo";S;;T;N
"Code";"Código de país";B;;T;N
"New field";"Nuevo campo";S;;T;N
"Can not create field";"No se puede crear el campo";S;;T;N
"Failed to delete %s row(s)";"Error al quitar la(s) fila(s) %s ";S;merchant;T;N
"%s row(s) successfully deleted";"La(s) fila(s) %s fueron quitadas con ";S;merchant;T;N
"Active view changed";"Vista activa cambiada";S;;T;N
"Error while changing active view";"Error al cambiar la vista activa";S;;T;N
"View does not exist";"Vista no existe";S;;T;N
"Default view can not be modified";"La vista por defecto no se puede modificar";S;;T;N
"Error while saving view ";"Error al guardar la vista";S;;T;N
"Default view can not be deleted";"La vista predeterminada no puede ser eliminada";S;;T;N
"Error while deltting view";"Error al eliminar la vista";S;;T;N
"View deleted";"Vista eliminada";S;;T;N
"View %s saved";"Vista %s guardada";S;;T;N
"Recommended";"Recomendada";S;;T;N
"Current";"Actual";S;;T;N
"Choose Language";"Seleccionar idioma";S;;T;N
