source;translation;type;module;status;customer
"Note to affiliate";"Merknad til affiliate";S;;T;N
"Original currency ID";"Opprinnelig valuta ID";S;;T;N
"Original currency rate";"Opprinnelig valutakurs";S;;T;N
"Original currency value";"Opprinnelig valutaverdi";S;;T;N
"System note";"System merknad";B;;T;N
"Country code";"Landskode";S;;T;N
"Affiliate first name";"Affiliate's fornavn";S;;T;N
"Affiliate last name";"Affiliate's etternavn";S;;T;N
"3rd party cookie";"3e part cookie";B;;T;N
"1st party cookie";"1e part cookie";B;;T;N
"Flash cookie";"Flash cookie";B;;T;N
"Forced parameter";"Tvungen parameter";B;;T;N
"IP address";"IP adresse";B;;T;N
"Default affiliate";"Standard affiliate";B;;T;N
"Url";"URL";B;;T;N
"Note";"Merknad";B;;T;N
"Status does not have allowed value";"Status har ikke tillatt verdi";S;;T;N
"Selected username already exists";"Valgt brukernavn finnes allerede";S;;T;N
"Failed to change status for %s user(s)";"Feilet å endre status for %s bruker(e)";S;;T;N
"Status successfully changed for %s user(s)";"Endring av status for %s bruker(e) vellykket";S;;T;N
"Password";"Passord";B;;T;N
"Title must be unique";"Tittel må være unik";S;affiliate;T;N
"Selected parent affiliate does not exist";"Valgt forelder affiliate finnes ikke";S;;T;N
"Failed loading file %s with error: %s";"Feilet å laste fil %s med feil: %s";S;;T;N
"Merchant - New User Signup";"Grossist - Ny Registrering";B;merchant;T;N
"New user signed up";"Ny bruker registrert";B;merchant;T;N
"Email subject";"Epost emne";S;merchant;T;N
"Email text";"Epost tekst";S;merchant;T;N
"Merchant - Affiliate filled Contact us form";"Grossist - Affiliate har sendt inn kontaktskjema";B;merchant;T;N
"Affiliate filled Contact us form";"Affiliate fylte inn kontaktskjema";B;merchant;T;N
"New sale / lead";"Nytt salg / oppføring";B;;T;N
"Affiliate - New User Signup Approved";"Affiliate - Ny Bruker Registrering Godkjent";B;;T;N
", welcome to our affiliate program";", velkommen til vårt affiliate program";B;;T;N
"Affiliate - New User Signup Before Approval";"Affiliate - Ny bruker registrering før godkjennelse";B;;T;N
"Paid amount";"Betalt beløp";S;;T;N
"Paid currency";"Betalingsvaluta";S;;T;N
"Payout method";"Utbetalingsmetode";B;;T;N
"Affiliate - On payout";"Affiliate - På utbetaling";B;;T;N
"Your commissions";"Dine provisjoner";B;;T;N
"Affiliate - New Subaffiliate Sale / Lead";"Affiliate - Nytt Salg / Oppføring av Subaffiliate (underselger)";B;affiliate;T;N
"New subaffiliate sale / lead";"Nytt salg / oppføring av under-affiliate (underselger)";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"Affiliate - Ny Subaffiliate Registrering";B;affiliate;T;N
"New subaffiliate signed up";"Ny under-affiliate (underselger) meldte seg på";B;affiliate;T;N
"VAT percentage";"MVA prosent";B;;T;N
"VAT number";"MVA nummer";B;;T;N
"Registration number";"Organisasjonsnummer";B;;T;N
"VAT part";"MVA utgjør";B;;T;N
"Payment incl. VAT";"Utbetaling inkl. MVA";B;;T;N
"Payment excl. VAT";"Utbetaling ekskl. MVA";B;;T;N
"Affiliate - On VAT payout";"Affiliate - Ved MVA utbetaling";B;;T;N
"Transaction ID";"Transaksjons ID";B;;T;N
"TotalCost";"Total Kostnader";S;;T;N
"Campaign ID";"Kampanje ID";S;;T;N
"First click - time";"Første klikk - tidspunkt";S;;T;N
"First click - referer";"Første klikk - refererer";S;;T;N
"First click - IP";"Første klikk - IP";S;;T;N
"First click - data1";"Første klikk - data1";S;;T;N
"First click - data2";"Første klikk - data2";S;;T;N
"Last click - time";"Siste klikk - tidspunkt";S;;T;N
"Last click - referer";"Siste klikk - refererer";S;;T;N
"Last click - IP";"Siste klikk - IP";S;;T;N
"Last click - data1";"Siste klikk - data1";S;;T;N
"Last click - data2";"Siste klikk - data2";S;;T;N
"Transaction data1";"Transaksjon data1";S;;T;N
"Transaction data2";"Transaksjon data2";S;;T;N
"Transaction data3";"Transaksjon data3";S;;T;N
"Transaction data4";"Transaksjon data4";S;;T;N
"Transaction data5";"Transaksjon data5";S;;T;N
"Note to merchant";"Merknad til grossist";S;;T;N
"Original currency";"Opprinnelig valuta";S;;T;N
"Banner does not exist";"Banner finnes ikke";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"Serverfeil: Ukjent type gitt for BannerForm._save()";S;merchant;T;N
"Banner was saved";"Banner ble lagret";S;merchant;T;N
"Imps";"Visninger";S;merchant;T;N
"Clicks";"Klikk";B;;T;N
"CTR";"CTR";S;;T;N
"Order";"Ordre";B;merchant;T;N
"BannersImportExportDescription";"Bannerdefinisjoner – merk at dette kun importerer/eksporterer definisjoner, ikke fysiske bilder eller filer";B;merchant;T;N
"Campaign does not exist";"Kampanje finnes ikke";S;merchant;T;N
"Campaign capping saved";"Kampanje fullførelse lagret";S;merchant;T;N
"Number of transactions in 'Active until' campaign validity has to be set";"Antall transaksjoner i 'Aktiv inntil' kampanjevaliditet må oppføres";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"Fra og til datoer mangler for 'Aktiv i datoområdet' kampanjevaliditet";S;merchant;T;N
"Commission successfully computed";"Provisjon ble avregnet";S;merchant;T;N
"User is not valid!";"Bruker er ikke gyldig!";S;merchant;T;N
"Campaign is not valid!";"Kampanje er ikke gyldig!";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"Transaksjonstype er ikke gyldig eller finnes ikke i denne kampanjen!";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"Gjenkjenner ikke provisjonsgruppe for denne brukeren i kampanjen!";S;merchant;T;N
"Error getting commission settings!";"Feil under mottak av provisjonsinnstillinger!";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"Feil, for prosentprovisjon må du definere Total Ordreverdi";S;merchant;T;N
"You cannot deactivate default campaign";"Du kan ikke deaktivere standard kampanje";S;merchant;T;N
"You cannot delete default campaign";"Du kan ikke slette standard kampanje";S;merchant;T;N
"Default";"Standard";B;;T;N
"per sale / lead";"per salg / oppføring";B;;T;N
"CampaignsImportExportDescription";"Kampanjer og deres innstilling for provisjonsbeløp";B;merchant;T;N
"loadCommissionGroups: campaignId is empty";"loadCommissionGroups: campaignId er tom";S;merchant;T;N
"Campaign ID cannot be empty!";"Kampanje ID kan ikke være tom!";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"Provisjon TypeID (Id) kan ikke være tom!";S;merchant;T;N
"CommissionGroupId cannot be empty!";"Provisjonsgruppe ID kan ikke være tom!";S;merchant;T;N
"Commission type does not exist";"Provisjonstype finnes ikke";S;merchant;T;N
"Commissions saved successfully";"Provisjoner ble lagret";S;merchant;T;N
"Field 'type' does not exist";"Felt 'type' finnes ikke";S;merchant;T;N
"Failed to change status";"Feilet i å endre status";S;merchant;T;N
"Status successfully changed";"Endring av status ble vellykket";S;merchant;T;N
"CommissionsImportExportDescription";"Provisjoner (transaksjoner, ordre) registrert av systemet";B;merchant;T;N
"Affiliate screen";"Affiliate skjermbilde";S;merchant;T;N
"Affiliate panel menu saved";"Affiliate panelmeny lagret";S;merchant;T;N
"Error changing default theme";"Feil under endring av standard utseende";S;merchant;T;N
"Program name and logo saved";"Programnavn og logo lagret";S;merchant;T;N
"Affiliate signup settings saved";"Affiliate påmeldingsinnstillinger er lagret";S;merchant;T;N
"Banner format successfully saved";"Bannerformat ble lagret";S;merchant;T;N
"Cookies settings saved";"Innstilling for cookies lagret";S;merchant;T;N
"Symbol";"Symbol";B;;T;N
"Precision";"Presisjon";B;;T;N
"Where to display";"Plass for visning";B;;T;N
"Exchange rate";"Vekslingsforhold";S;;T;N
"NEW";"NY";B;;T;N
"Currency";"Valuta";B;;T;N
"Fraud protections saved";"Svindelbeskytteklse ble lagret";S;merchant;T;N
"Logging saved";"Logging lagret";S;merchant;T;N
"Parameter names saved";"Parameternavn lagret";S;merchant;T;N
"Tracking saved";"Sporing lagret";S;merchant;T;N
"URLs & Directories saved";"URLs & Kataloger lagret";S;merchant;T;N
"Affiliates successfully paid";"Utført betaling til Affiliater";S;merchant;T;N
"Email";"Epost";B;;T;N
"VAT";"MVA";S;merchant;T;N
"To pay";"Å betale";S;merchant;T;N
"Declined";"Avslått";B;;T;N
"Minimum payout";"Minimum utbetaling";S;merchant;T;N
"Payout data";"Utbetalingsdata";B;merchant;T;N
"N/A";"N/A";S;merchant;T;N
"New payout option";"Nytt utbetalings alternativ";S;merchant;T;N
"New payout option %s";"Nytt utbetalings alternativ %s";S;merchant;T;N
"Payout option";"Utbetalings alternativ";S;merchant;T;N
"Payout history";"Utbetalingshistorikk";S;merchant;T;N
"Date paid";"Betalingsdato";S;merchant;T;N
"Payees";"Mottakere";S;merchant;T;N
"Total amount";"Totalt beløp";S;merchant;T;N
"Affiliate note";"Affiliate merknad";B;merchant;T;N
"payee";"Betalingsmottaker";S;merchant;T;N
"Date";"Dato";B;;T;N
"Data 1";"Data 1";B;merchant;T;N
"Data 2";"Data 2";B;merchant;T;N
"Clicks raw";"Alle klikk";S;;T;N
"Clicks unique";"Unike klikk";S;;T;N
"Raw clicks older than %s are deleted";"Alle klikk eldre enn %s er slettet";S;merchant;T;N
"Failed to delete raw clicks";"Feilet å slette alle klikk";S;merchant;T;N
"Impressions raw";"Alle visninger";S;;T;N
"Impressions unique";"Unike visninger";S;;T;N
"Sales count";"Salg sporing";S;;T;N
"Table name";"Tabellnavn";S;merchant;T;N
"Records";"Oppføringer";S;merchant;T;N
"Total size";"Total størrelse";S;merchant;T;N
"Data size";"Datastørrelse";S;merchant;T;N
"Index size";"Index størrelse";S;merchant;T;N
"Transaction";"Transaksjon";B;;T;N
"Payout status";"Utbetalingsstatus";B;merchant;T;N
"Data 3";"Data 3";B;merchant;T;N
"Data 4";"Data 4";B;merchant;T;N
"Data 5";"Data 5";B;merchant;T;N
"Tracked by";"Sporet av";B;merchant;T;N
"Time";"Tidspunkt";B;;T;N
"Click data 1";"Klikk data 1";B;merchant;T;N
"Click data 2";"Klikk data 2";B;merchant;T;N
"unpaid";"Ubetalte";B;;T;N
"Username must be valid email address";"Brukernavnet må være en gyldig epostadresse";S;;T;N
"You have to agree with terms & conditions";"Du må samtykke våre brukervilkår og personvern";B;;T;N
"is mandatory";"er påkrevd";B;;T;N
"Payout settings saved";"Utbetalingsinnstillinger lagret";S;merchant;T;N
"Affiliate details";"Affiliate detaljer";B;merchant;T;N
"Date joined";"Påmeldingsdato";B;;T;N
"Date approved";"Dato godkjent";B;merchant;T;N
"Parent";"Forelder";S;merchant;T;N
"Firstname";"Fornavn";B;;T;N
"Lastname";"Etternavn";B;;T;N
"Parent ID";"Forelder ID";S;merchant;T;N
"Parent username";"Forelder brukernavn";S;merchant;T;N
"Parent first name";"Forelder fornavn";S;merchant;T;N
"Parent last name";"Forelder etternavn";S;merchant;T;N
"AffiliatesImportExportDescription";"Affiliaters data – du kan bruke det for å laste nye affiliater til systemet";B;merchant;T;N
"Status successfully set to selected url(s)";"Status ble satt til valgte url(s)";S;merchant;T;N
"Failed to set status selected url(s)";"Feilet å sette status på valgte url(s)";S;merchant;T;N
"Commission group";"Provisjonsgruppe";B;;T;N
"Commision group";"Provisjonsgruppe";S;merchant;T;N
"Selected commission group(s) are changed";"De valgte provisjonsgruppene er endret";S;merchant;T;N
"Changes saved";"Endringer lagret";S;;T;N
"Application Name";"Applikasjonsnavn";S;;T;N
"New password URL";"Nytt passord URL";S;;T;N
"Request valid until";"Forespørsel gyldig til";S;;T;N
"Request new password";"Forespørsel etter nytt passord";B;;T;N
"Wrong username/password";"Feil brukernavn/passord";S;;T;N
"Select account";"Velg konto";B;;T;N
"Authentication failed";"Godkjenning feilet";S;;T;N
"User authenticated. Logging in.";"Bruker godkjent. Logger inn.";S;;T;N
"You entered invalid security code";"Du tastet inn en ugyldig sikkerhetskode";S;;T;N
"You entered invalid username";"Du tastet inn et ugyldig brukernavn";S;;T;N
"Within a few minutes you will receive instruction on how to reset you password.";"Innen noen minutter vil du motta en epost med forklaring på hvordan du oppretter passordet.";S;;T;N
"Your password was changed. Go back to login dialog and login.";"Ditt passord ble endret. Gå tilbake til innloggingssiden og logg inn.";S;;T;N
"Logout error";"Utlogging feilet";S;;T;N
"Logout successful";"Utlogging vellykket";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"Ugyldig passord forespørsel. Du må prøve å forespørre passord på nytt.";S;;T;N
"User account not approved yet";"Brukerkonto er ikke godkjent ennå";S;;T;N
"File to export is not defined";"Fil til eksport er ikke definert";S;;T;N
"Unsupported";"Ikke støttet";S;;T;N
"Import file is not defined";"Import fil er ikke definert";S;;T;N
"Export data";"Eksporter data";B;;T;N
"Data was successfully exported to file %s";"Data ble vellykket eksportert til fil %s";S;;T;N
"File name";"Filnavn";B;;T;N
"Modules";"Moduler";S;;T;N
"Size";"Størrelse";S;;T;N
"Could not create account. (%s)";"Kunne ikke opprette konto. (%s)";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Katalog %s er ikke skrivbar av web server bruker. Fjern den eller sett inn skriverettigheter.";S;;T;N
"Failed to delete %s filter(s)";"Feilet å slette %s filter/ filtre";S;;T;N
"%s filter(s) successfully deleted";"%s filter/ filtre ble slettet";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"Lasting av standard epostkonto feilet. Sjekk epost-innstillingene dine.";S;;T;N
"View name must be unique";"Visningsnavn må være unikt";S;;T;N
"Maximum length of %s in %s is %s";"Max lengde for %s i %s er %s";S;;T;N
"Relation constraint";"Relasjonsavhengig";S;;T;N
"must be unique";"må være unik";S;;T;N
"Error changing theme";"Feil under endring av utseende";S;;T;N
"Theme changed";"Utseende endret";S;;T;N
"Failed to delete %s wallpaper(s)";"Feilet i å slette %s bakgrunnsbilde(r)";S;;T;N
"%s wallpaper(s) successfully deleted";"%s bakgrunnsbilde(r) ble slettet";S;;T;N
"Failed to save wallpaper with error %s";"Feilet i å lagre bakgrunnsbilde med feil %s";S;;T;N
"Wallpaper saved.";"Bakgrunnsbilde lagret.";S;;T;N
"Side bar saved";"Sidebar lagret";S;;T;N
"Windows saved";"Windows lagret";S;;T;N
"Quick Launch saved";"Quick Launch lagret";S;;T;N
"File does not exist";"Fil finnes ikke";S;;T;N
"File was successfully uploaded";"Fil ble lastet opp";S;;T;N
"Unsupported gadget";"Gadget er ikke støttet";S;;T;N
"Gadget";"Gadget";S;;T;N
"Gadget added";"Gadget lagt til";S;;T;N
"Failed to close gadget";"Feilet i å lukke gadget";S;;T;N
"Gadget successfully closed";"Gadget ble lukket";S;;T;N
"Docking";"Docking";S;;T;N
"Gadgets saved";"Gadgets ble lagret";S;;T;N
"Create Account";"Opprett konto";B;;T;N
"Account is already created.";"Konto er allerede opprettet.";S;;T;N
"Create Database";"Opprett Database";B;;T;N
"Could not create database. %s";"Kunne ikke opprette database. %s";S;;T;N
"doesnt exist's";"finnes ikke";S;;T;N
"Internal error";"Intern feil";B;;T;N
"Error during database creation.";"Feil under opprettelse av database.";S;;T;N
"OK";"OK";B;;T;N
"Failed to read headers of CSF file %s";"Feilet i å lese headers av CSF fil %s";S;;T;N
"Could not change permissions %s";"Kunne ikke endre rettigheter %s";S;;T;N
"Could not open file";"Kunne ikke åpne fil";S;;T;N
"Could not read file";"Kunne ikke lese fil";S;;T;N
"Rewind unsupported in this file stream";"Spol tilbake det som ikke er støttet i denne fil streamen";S;;T;N
"File %s does not exist.";"Fil %s finnes ikke.";S;;T;N
"Failed to read file %s";"Feilet i å lese fil %s";S;;T;N
"Could not create directory %s";"Kunne ikke opprette katalog %s";S;;T;N
"Could not open language file %s";"Kunne ikke åpne språkfil %s";S;;T;N
"Level";"Nivå";S;;T;N
"Message";"Melding";B;;T;N
"File";"Fil";S;;T;N
"Line";"Linje";B;;T;N
"Group ID";"Gruppe ID";S;;T;N
"Log event";"Logg hendelse";S;;T;N
"Event(s) are deleted";"Hendelse(r) er slettet";S;;T;N
"No event(s) to delete";"Ingen hendelse(r) å slette";S;;T;N
"Debug event(s) are deleted";"Feilsøkings hendelse(r) er slettet";S;;T;N
"No debug event(s) to delete";"Ingen feilsøkings hendelse(r) å slette";S;;T;N
"Mail Account Name";"Navn på Epostkonto";S;;T;N
"From Name";"Avsender";B;;T;N
"From Email";"Fra Epost";S;;T;N
"Use SMTP protocol";"Bruk SMTP protokoll";S;;T;N
"SMTP Server";"SMTP server";B;;T;N
"SMTP Port";"SMTP port";B;;T;N
"SMTP Authentication";"SMTP Godkjenning";S;;T;N
"Use SSL connection";"Bruk SSL tilkobling";S;;T;N
"SMTP Username";"SMTP Brukernavn";S;;T;N
"Is default mail account";"Er standard epostkonto";S;;T;N
"Yes";"Ja";B;;T;N
"No";"Nei";B;;T;N
"Email account test mail";"Epostkonto test epost";B;;T;N
"Default Mail Account";"Standard Epostkonto";S;;T;N
"Email settings saved";"Epostinnstillinger er lagret";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Test epost klargjort for utsendelse, sjekk utboks om den ble sendt.";S;;T;N
"Failed to restart %s row(s)";"Feilet å restarte %s rad(er)";S;;T;N
"%s row(s) successfully restarted";"%s rad(er) ble restartet";S;;T;N
"To recipients";"Til mottakerne";S;;T;N
"Mail subject";"Epostemne";S;;T;N
"Scheduled at";"Planlagt til den";S;;T;N
"Last retry";"Siste forsøk";S;;T;N
"Retry number";"Forsøk nummer på nytt";S;;T;N
"Error message";"Feilmelding";S;;T;N
"Account name";"Kontonavn";B;;T;N
"Server Date";"Serverdato";S;;T;N
"Server Time";"Server klokkeslett";S;;T;N
"Mail template not defined in database for class %s";"Mail template ikke definert i database for klasse %s";S;;T;N
"Recipients empty";"Mottakerliste er tomt";S;;T;N
"Body of mail not specified";"Body av epost er ikke spesifisert";S;;T;N
"From address is empty";"Fra adresse er tomt";S;;T;N
"Failed to init mail headers";"Feilet å påbegynne mail overskrifter";S;;T;N
"Email transfer method error";"Epost overføringsmetode feil";S;;T;N
"Application Title";"Applikasjonstittel";S;;T;N
"Failed to save settings with error %s";"Feilet å lagre innstilling med feil %s";S;;T;N
"Proxy server settings saved.";"Proxy server innstillinger lagret.";S;;T;N
"Failed to load proxy server settings.";"Feilet å laste proxy server innstillinger.";S;;T;N
"Pdf saved";"Pdf lagret";S;;T;N
"Path to save file '%s' not exist";"Plassering til lagret fil '%s' finnes ikke";S;;T;N
"Path to save file %s is null";"Plassering til lagret fil %s er null";S;;T;N
"Unable to create file %s%s.pdf";"Kan ikke opprette fil %s%s.pdf";S;;T;N
"Pdf output: %s";"PDF output: %s";S;;T;N
"Role";"Rolle";B;;T;N
"Logged in";"Innlogget";S;;T;N
"Last Request";"Siste forespørsel";S;;T;N
"entries";"oppføringer";S;;T;N
"SettingsImportExportDescription";"Alle systeminnstillinger";B;;T;N
"Undefined table name";"Udefinert tabellnavn";S;;T;N
"Undefined $option";"Udefinert $option";S;;T;N
"Table alias must by defined";"Tabellalias må være definert";S;;T;N
"equals";"lik";S;;T;N
"not equals";"ikke lik";S;;T;N
"is like";"er lik";S;;T;N
"is not like";"er ikke lik";S;;T;N
"is greater";"er større";S;;T;N
"is lower";"er mindre";S;;T;N
"is greater or equal";"er større eller lik";S;;T;N
"is lower or equal";"er mindre eller lik";S;;T;N
"is";"er";S;;T;N
"is in";"er i";S;;T;N
"Template";"Template";S;;T;N
"Unable to save template '%s'";"Kan ikke lagre template '%s'";S;;T;N
"Template '%s' saved";"Template '%s' lagret";S;;T;N
"Filter does not exist";"Filter finnes ikke";S;;T;N
"Filter saved";"Filter lagret";S;;T;N
"Filter added";"Filter lagt til";S;;T;N
"Field";"Felt";S;;T;N
"Code";"Kode";B;;T;N
"New field";"Nytt felt";S;;T;N
"Can not create field";"Kan ikke opprette felt";S;;T;N
"Failed to delete %s row(s)";"Feilet å slette %s rad(er)";S;merchant;T;N
"%s row(s) successfully deleted";"%s rad(er) slettet";S;merchant;T;N
"Active view changed";"Aktiv visning endret";S;;T;N
"Error while changing active view";"Feil under endring av aktiv visning";S;;T;N
"View does not exist";"Visning finnes ikke";S;;T;N
