source;translation;type;module;status;customer
"CommissionsImportExportDescription";"Комісії (транзакції, замовлення), зафіксовані системою";B;merchant;T;N
"Affiliate screen";"Екран партнера";S;merchant;T;N
"Affiliate panel menu saved";"Меню панелі управління партнера збережено";S;merchant;T;N
"Error changing default theme";"Помилка при зміні теми за замовчуванням";S;merchant;T;N
"Default theme changed";"Тема за замовчуванням змінено";S;merchant;T;N
"Program name and logo saved";"Назва та логотип програми змінені";S;merchant;T;N
"Affiliate signup settings saved";"Налаштування реєстрації партнерів збережено";S;merchant;T;N
"Banner format successfully saved";"Формат банера успішно збережено";S;merchant;T;N
"Cookies settings saved";"Налаштування файлів cookie збережено";S;merchant;T;N
"Symbol";"Символ";B;;T;N
"Precision";"Точність";B;;T;N
"Where to display";"Де показувати";B;;T;N
"Exchange rate";"Валютний курс";S;;T;N
"NEW";"Новий";B;;T;N
"Currency";"Валюта";B;;T;N
"Fraud protections saved";"Налаштування захисту від шахрайства збережені";S;merchant;T;N
"Logging saved";"Налаштування запису інформації збережені";S;merchant;T;N
"Parameter names saved";"Назви параметрів збережено";S;merchant;T;N
"Tracking saved";"Налаштування відстеження збережено";S;merchant;T;N
"URLs & Directories saved";"URL-адреси і директорії збережені";S;merchant;T;N
"Affiliates successfully paid";"Виплата партнерам проведена успішно";S;merchant;T;N
"Email";"email";B;;T;N
"VAT";"ПДВ";S;merchant;T;N
"To pay";"Сплатити";S;merchant;T;N
"Declined";"Відхилено";B;;T;N
"Minimum payout";"Мінімальна виплата";S;merchant;T;N
"Payout data";"Дані виплати";B;merchant;T;N
"N/A";"N/A";S;merchant;N;N
"New payout option";"Новий спосіб виплат";S;merchant;T;N
"New payout option %s";"Новий спосіб виплат %s";S;merchant;T;N
"Payout option";"Спосіб виплат";S;merchant;T;N
"Payout history";"Історія виплат";S;merchant;T;N
"Date paid";"Дата оплати";S;merchant;T;N
"Payees";"Одержувачі";S;merchant;T;N
"Total amount";"Загальна сума";S;merchant;T;N
"Affiliate note";"Нотатка партнера";B;merchant;T;N
"payee";"Одержувач";S;merchant;T;N
"Date";"Дата";B;;T;N
"Data 1";"Дані 1";B;merchant;T;N
"Data 2";"Дані 2";B;merchant;T;N
"Clicks raw";"Кількість кліків";S;;T;N
"Clicks unique";"Унікальні кліки";S;;T;N
"Raw clicks older than %s are deleted";"Неунікальні кліки старіше ніж %s видалені";S;merchant;T;N
"Failed to delete raw clicks";"Не вдалося видалити неунікальні кліки";S;merchant;T;N
"Impressions raw";"Покази";S;;T;N
"Impressions unique";"Унікальні покази";S;;T;N
"Sales count";"Продажі";S;;T;N
"Table name";"Таблиця";S;merchant;T;N
"Records";"Записи";S;merchant;T;N
"Total size";"Загальний розмір";S;merchant;T;N
"Data size";"Розмір даних";S;merchant;T;N
"Index size";"Розмір індексу";S;merchant;T;N
"Transaction";"Транзакція";B;;T;N
"Payout status";"Статус виплат";B;merchant;T;N
"Data 3";"Дані 3";B;merchant;T;N
"Data 4";"Дані 4";B;merchant;T;N
"Data 5";"Дані 5";B;merchant;T;N
"Tracked by";"Відстежено за допомогою";B;merchant;T;N
"Time";"Час";B;;T;N
"Click data 1";"Дані кліка 1";B;merchant;T;N
"Click data 2";"Дані кліка 2";B;merchant;T;N
"unpaid";"не сплачено";B;;T;N
"Username must be valid email address";"Ім'ям користувача повинна бути дійсна адреса електронної пошти";S;;T;N
"You have to agree with terms & conditions";"Ви повинні прийняти умови та положення";B;;T;N
"is mandatory";"обов'язковий";B;;T;N
"Payout settings saved";"Налаштування виплат збережено";S;merchant;T;N
"Affiliate details";"Детальна інформація про партнера";B;merchant;T;N
"Date joined";"Дата реєстрації";B;;T;N
"Date approved";"Дата схвалення";B;merchant;T;N
"Parent";"Батько";S;merchant;T;N
"Firstname";"Ім'я";B;;T;N
"Lastname";"Прізвище";B;;T;N
"Parent ID";"ID батька";S;merchant;T;N
"Parent username";"Ім'я користувача батька";S;merchant;T;N
"Parent first name";"Ім'я батька";S;merchant;T;N
"Parent last name";"Прізвище батька";S;merchant;T;N
"AffiliatesImportExportDescription";"Дані про партнерів - Ви можете завантажити інформацію про нових партнерів в систему";B;merchant;T;N
"Status successfully set to selected url(s)";"Статус обраним URL-адресами присвоєно";S;merchant;T;N
"Failed to set status selected url(s)";"Не вдалося присвоїти статус обраним URL-адресами";S;merchant;T;N
"Commission group";"група комісій";B;;T;N
"Commision group";"група комісій";S;merchant;T;N
"Selected commission group(s) are changed";"Обрана група(и) комісій змінена";S;merchant;T;N
"Changes saved";"Зміни збережено";S;;T;N
"Application Name";"Post Affiliate Pro";S;;N;N
"New password URL";"URL-адреса для отримання нового пароля";S;;T;N
"Request valid until";"Запит дійсний до";S;;T;N
"Request new password";"Запит нового паролю";B;;T;N
"Wrong username/password";"Неправильне ім'я користувача або пароль";S;;T;N
"Select account";"Виберіть обліковий запис";B;;T;N
"Authentication failed";"Вхід в систему не виконано";S;;T;N
"User authenticated. Logging in.";"Користувач аутентифікований. Йде підключення.";S;;T;N
"You entered invalid security code";"Ви ввели неправильний код безпеки";S;;T;N
"You entered invalid username";"Ви ввели недійсне ім'я користувача";S;;T;N
"Within a few minutes you will receive instruction on how to reset you password.";"Протягом кількох хвилин Ви отримаєте на електронну пошту повідомлення з інструкцією про зміну пароля.";S;;T;N
"Your password was changed. Go back to login dialog and login.";"Ваш пароль було змінено. Поверніться до вікна входу в систему і зробіть вхід.";S;;T;N
"Logout error";"Помилка виходу";S;;T;N
"Logout successful";"Ви вийшли";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"Недійсний запит пароля. Вам необхідно запросити новий пароль знову, і тільки потім спробувати встановити пароль.";S;;T;N
"User account not approved yet";"Обліковий запис користувача ще не схвалено";S;;T;N
"File to export is not defined";"Не вказаний файл для експорту";S;;T;N
"Unsupported";"Не підтримується";S;;T;N
"Import file is not defined";"Не вказаний файл для імпорту";S;;T;N
"Export data";"Дані для експорту";B;;T;N
"Data was successfully exported to file %s";"Дані успішно експортовані в файл %s";S;;T;N
"File name";"Назва файлу";B;;T;N
"Modules";"Модулі";S;;T;N
"Size";"Розмір";S;;T;N
"Could not create account. (%s)";"Не вдається створити обліковий запис. (%s)";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Користувач сервера не має прав на запис в директорію %s. Будь ласка, видаліть її або встановите права на запис.";S;;T;N
"Failed to delete %s filter(s)";"Не вдалося видалити фільтр(и) %s";S;;T;N
"%s filter(s) successfully deleted";"Фільтр(и) %s успішно видалено(і)";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"Не вдалося завантажити основний обліковий запис для електронної пошти.";S;;T;N
"View name must be unique";"Коротке ім'я повинно бути унікальним";S;;T;N
"Maximum length of %s in %s is %s";"Максимальна довжина %s в %s є %s";S;;T;N
"Relation constraint";"Обмеження відносин";S;;T;N
"must be unique";"повинно бути унікальним";S;;T;N
"Error changing theme";"Помилка при зміні теми";S;;T;N
"Theme changed";"Тема змінена";S;;T;N
"Failed to delete %s wallpaper(s)";"Не вдалося видалити шпалери %s";S;;T;N
"%s wallpaper(s) successfully deleted";"Шпалери %s успішно видалені";S;;T;N
"Failed to save wallpaper with error %s";"Не вдалося зберегти шпалери, помилка %s";S;;T;N
"Wallpaper saved.";"Шпалери збережені.";S;;T;N
"Side bar saved";"Бічна панель збережена";S;;T;N
"Windows saved";"Вікна збережені";S;;T;N
"Quick Launch saved";"Швидкий запуск збережено";S;;T;N
"File does not exist";"Файл не існує";S;;T;N
"File was successfully uploaded";"Файл успішно завантажений на сервер";S;;T;N
"Unsupported gadget";"Гаджет непідтримується";S;;T;N
"Gadget";"Гаджет";S;;T;N
"Gadget added";"Гаджет додано";S;;T;N
"Failed to close gadget";"Не вдалося закрити гаджет";S;;T;N
"Gadget successfully closed";"Гаджет закрито";S;;T;N
"Docking";"Фіксація";S;;T;N
"Gadgets saved";"Гаджети збережені";S;;T;N
"Create Account";"Створити обліковий запис";B;;T;N
"Account is already created.";"Обліковий запис вже створено.";S;;T;N
"Create Database";"Створити базу даних";B;;T;N
"Could not create database. %s";"Не вдається створити базу даних. %s";S;;T;N
"doesnt exist's";"не існує";S;;T;N
"Internal error";"Внутрішня помилка";B;;T;N
"Error during database creation.";"Помилка при створенні бази даних.";S;;T;N
"OK";"OK";B;;N;N
"Failed to read headers of CSF file %s";"Не вдається прочитати заголовки CSF файлу %s";S;;T;N
"Could not change permissions %s";"Не вдалося змінити дозвіл %s";S;;T;N
"Could not open file";"Не вдалося відкрити файл";S;;T;N
"Could not read file";"Не вдалося прочитати файл";S;;T;N
"Rewind unsupported in this file stream";"Перемотування назад не підтримується в цьому файлі потоку";S;;T;N
"File %s does not exist.";"Файл %s не існує.";S;;T;N
"Failed to read file %s";"Не вдалося прочитати файл %s";S;;T;N
"Could not create directory %s";"Не вдалося створити директорію %s";S;;T;N
"Could not open language file %s";"Не вдалося відкрити файл мови %s";S;;T;N
"Level";"Рівень";S;;T;N
"Message";"Повідомлення";B;;T;N
"File";"Файл";S;;T;N
"Line";"Лінія";B;;T;N
"Group ID";"ID групи ";S;;T;N
"Log event";"Зареєструвати подію";S;;T;N
"Event(s) are deleted";"Події видалені";S;;T;N
"No event(s) to delete";"Немає подій для видалення";S;;T;N
"Debug event(s) are deleted";"Налагоджувальні події видалені";S;;T;N
"No debug event(s) to delete";"Немає налагоджувальних подій для видалення";S;;T;N
"Mail Account Name";"Назва поштового облікового запису";S;;T;N
"From Name";"Ім'я відправника";B;;T;N
"From Email";"Адреса відправника";S;;T;N
"Use SMTP protocol";"Використовувати протокол SMTP";S;;T;N
"SMTP Server";"SMTP сервер";B;;T;N
"SMTP Port";"SMTP порт";B;;T;N
"SMTP Authentication";"SMTP аутентифікація";S;;T;N
"Use SSL connection";"Використовувати  SSL з'єднання";S;;T;N
"SMTP Username";"Ім'я користувача SMTP";S;;T;N
"Is default mail account";"Поштовий обліковий запис за замовчуванням";S;;T;N
"Yes";"Так";B;;T;N
"No";"Ні";B;;T;N
"Email account test mail";"Тестовий поштовий обліковий запис";B;;T;N
"Default Mail Account";"Поштовий обліковий запис за замовчуванням";S;;T;N
"Email settings saved";"Налаштування електронної пошти збережено";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Тестове повідомлення поставлено в чергу, відкрийте “Надіслані"", щоб перевірити чи відправлено воно.";S;;T;N
"Failed to restart %s row(s)";"Не вдалося почати заново %s рядок(-ків)";S;;T;N
"%s row(s) successfully restarted";"%s рядок(-ків) розпочато заново";S;;T;N
"To recipients";"Одержувачи";S;;T;N
"Mail subject";"Тема повідомлення";S;;T;N
"Scheduled at";"Відправити в";S;;T;N
"Last retry";"Остання спроба";S;;T;N
"Retry number";"Кількість спроб";S;;T;N
"Error message";"Повідомлення про помилку";S;;T;N
"Account name";"Реєстраційне ім'я";B;;T;N
"Server Date";"Дата сервера";S;;T;N
"Server Time";"Час сервера";S;;T;N
"Mail template not defined in database for class %s";"У базі даних не вказано шаблону електронної пошти для класу %s";S;;T;N
"Recipients empty";"Не вказані одержувачі";S;;T;N
"Body of mail not specified";"Текст повідомлення не заповнено";S;;T;N
"From address is empty";"Адресу відправника не вказанo";S;;T;N
"Failed to init mail headers";"Не вдалося ініціалізувати поштові заголовки";S;;T;N
"Email transfer method error";"Помилка методу відправки повідомлень";S;;T;N
"Application Title";"Post Affiliate Pro";S;;N;N
"Failed to save settings with error %s";"Не вдалося зберегти налаштування, помилка %s";S;;T;N
"Proxy server settings saved.";"Налаштування проксі-сервера збережено.";S;;T;N
"Failed to load proxy server settings.";"Не вдалося завантажити налаштування проксі-сервера.";S;;T;N
"Pdf saved";"Pdf-файл збережений";S;;T;N
"Path to save file '%s' not exist";"Шлях для збереження файлу '%s' не існує";S;;T;N
"Path to save file %s is null";"Шлях для збереження файлу %s порожній";S;;T;N
"Unable to create file %s%s.pdf";"Не вдалося створити файл %s%s.pdf";S;;T;N
"Pdf output: %s";"Кінцевий pdf-файл: %s";S;;T;N
"Role";"Роль";B;;T;N
"Logged in";"Ви увійшли в систему";S;;T;N
"Last Request";"Останній запит";S;;T;N
"entries";"записи";S;;T;N
"SettingsImportExportDescription";"Усі системні налаштування";B;;T;N
"Undefined table name";"Не зазначена назва таблиці";S;;T;N
"Undefined $option";"Не вказано $option";S;;T;N
"Table alias must by defined";"Повинен бути вказаний псевдонім таблиці";S;;T;N
"equals";"дорівнює";S;;T;N
"not equals";"не дорівнює";S;;T;N
"is like";"схоже";S;;T;N
"is not like";"не схоже";S;;T;N
"is greater";"більше";S;;T;N
"is lower";"нижче";S;;T;N
"is greater or equal";"більше або дорівнює";S;;T;N
"is lower or equal";"нижче або дорівнює";S;;T;N
"is";"є";S;;T;N
"is in";"в";S;;T;N
"Template";"Шаблон";S;;T;N
"Unable to save template '%s'";"Не вдається зберегти шаблон %s";S;;T;N
"Template '%s' saved";"Шаблон %s збережено";S;;T;N
"Filter does not exist";"Фільтр не існує";S;;T;N
"Filter saved";"Фільтр збережено";S;;T;N
