source;translation;type;module;status;customer
"MySQL extension is not installed";"MySQL nie je nainštalované";S;;T;N
"Please enable MySQL extension. More info http://php.net/mysql";"Prosím, povolte MySQL. Pre viac informácii navštívte stránku http://php.net/mysql";S;;T;N
"MySQL version is %s or higher";"MySQL verzia je %s alebo vyššia";S;;T;N
"MySQL version is less then %s";"MySQL verzia je menšia ako%s";S;;T;N
"Please install MySQL version %s or higher. Your current version is %s. More info http://myqsl.net/";"Prosím, nainštalujte MySQL verziu %s alebo novšiu. Vaša aktuálna verzie je %s. Pre viac informácii navštívte stránku http://myqsl.net/";S;;T;N
"Please check system requirements and try again";"Prosím, overte systémové požiadavky a skúste znovu";S;;T;N
"Welcome";"Vitajte";S;;T;N
"Error, you cannot deactivate Default campaign";"Chyba: Predvolenú kampaň nemôžete deaktivovať";S;merchant;T;N
"You have to specify status of campaign (rstatus field)";"Musíte definova stav kampane (pole rstatus)";S;merchant;T;N
"Campaigns";"Kampane";B;;T;N
"Overview";"Zhrnutie";B;;T;N
"Campaigns Manager";"Správca kampaní";S;merchant;T;N
"Banners";"Banery";B;merchant;T;N
"Banners Manager";"Správca banerov";S;merchant;T;N
"Affiliates";"Partneri";B;merchant;T;N
"Affiliates Manager";"Správca partnerov";S;merchant;T;N
"DirectLinks Urls";"DirectLinks Url";S;merchant;T;N
"Transactions";"Transakcie";S;merchant;T;N
"Raw clicks list";"Zoznam všetkých kliknutí";B;merchant;T;N
"Commissions";"Provízie";B;;T;N
"Reports";"Prehľady";B;;T;N
"Trends report";"Prehľady vývoja";B;;T;N
"Payouts history";"História vyplatení";B;;T;N
"Payouts by affiliate";"Vyplatenia podľa partnera";B;merchant;T;N
"Payouts";"Platby";B;merchant;T;N
"Pay affiliates";"Vyplatiť partnerov";B;merchant;T;N
"Communication";"Komunikácia";B;;T;N
"Send message";"Poslať správu";S;merchant;T;N
"Configuration";"Nastavenia";B;merchant;T;N
"Tracking settings";"Nastavenia sledovania";B;merchant;T;N
"Affiliate panel";"Panel partnerov";B;merchant;T;N
"Tools";"Nástroje";B;;T;N
"Integration";"Integrácia";B;merchant;T;N
"Import / Export";"Import / export";B;merchant;T;N
"Event logs";"Zoznam udalostí";B;merchant;T;N
"Online users";"Online užívatelia";B;;T;N
"Database status";"Stav databázy";B;;T;N
"User cannot be found";"Užívateľ nebol nájdený";S;affiliate;T;N
"Email was successfully sent to merchant";"E-mail bol úspešne odoslaný obchodníkovi";S;affiliate;T;N
"Email notifications saved";"Nastavenia odosielaných oznámení boli uložené.";S;;T;N
"Banner";"Banner";B;;T;N
"none active";"Nič nie je aktívne";S;;T;N
"per click";"Za kliknutie";B;;T;N
"per sale";"Za predaj";B;;T;N
"ID";"ID";B;;T;N
"Name";"Názov";B;;T;N
"Description";"Popis";B;;T;N
"Status";"Stav";B;;T;N
"Date created";"Dátum vytvorenia";S;;T;N
"Actions";"Akcie";B;;T;N
"Channel";"Kanál";B;;T;N
"Failed to save %s field(s). Data with value '";"Chyba pri ukládaní %s pola(í). Dáta s hodnotou '";S;affiliate;T;N
"Failed to save %s field(s)";"Chyba pri ukládaní %s pola(í)";S;;T;N
"%s field(s) successfully saved";"Bolo úspešne uložených %s polí";S;;T;N
"User";"Užívateľ";S;;T;N
"Channel name";"Názov kanálu";S;affiliate;T;N
"Pattern didn't matched the URL, check your pattern";"Vzor sa so zadanou URL nezhoduje. Prosím, skontrolujte váš vzor";S;affiliate;T;N
"Pattern matched the URL";"Vzor sa zo zadanou URL zhoduje";S;affiliate;T;N
"Login";"Prihlásenie";B;;T;N
"First name";"Meno";B;;T;N
"Last name";"Priezvisko";B;;T;N
"Referral ID";"Referral ID";B;;T;N
"I agree with terms & conditions";"Súhlasím s pravidlami používania ";B;;T;N
"Cannot find invoice";"Nemožno nájsť faktúru";S;;T;N
"Affiliate";"Partner";B;;T;N
"Date of registration";"Dátum registrácie";S;affiliate;T;N
"% in total sales";"% v celkových predajov";S;affiliate;T;N
"% of total sales";"% celkových predajov";S;affiliate;T;N
"% of total commissions";"% celkových provízií";S;affiliate;T;N
"Commission";"Provízia";B;;T;N
"Total cost";"Celková cena";B;;T;N
"Order ID";"ID objednávky";B;;T;N
"Product ID";"ID produktu";B;;T;N
"Created";"Vytvorenie";B;;T;N
"Campaign Name";"Názov kampane";S;;T;N
"Type";"Typ";B;;T;N
"Affiliate username";"Užívateľské meno partnera";S;;T;N
"Paid";"Zaplatené";B;;T;N
"Ip";"IP";S;;T;N
"Referer";"Odkazovateľ";B;;T;N
"Recurring commison id";"ID opakujúcej sa provízie";S;;T;N
"Payout history id";"ID histórie platieb";S;;T;N
"Click count";"Počet kliknutí";S;;T;N
"First click time";"Čas prvého kliknutia";S;;T;N
"First click referer";"Odkazovateľ prvého kliknutia";S;;T;N
"First click ip";"IP adresa prvého kliknutia";S;;T;N
"First click data 1";"Dáta prvého kliknutia 1";S;;T;N
"First click data 2";"Dáta prvého kliknutia 2";S;;T;N
"Last click time";"Čas posledného kliknutia";S;;T;N
"Last click referer";"Odkazovateľ posledného kliknutia";S;;T;N
"Last click ip";"IP adresa posledného kliknutia";S;;T;N
"Last click data 1";"Dáta posledného kliknutia 1";S;;T;N
"Last click data 2";"Dáta posledného kliknutia 2";S;;T;N
"Extra data 1";"Extra dáta 1";B;;T;N
"Extra data 2";"Extra dáta 2";B;;T;N
"Extra data 3";"Extra dáta 3";S;;T;N
"Extra data 4";"Extra dáta 4";S;;T;N
"Extra data 5";"Extra dáta 5";S;;T;N
"Merchant note";"Poznámka obchodníka";B;;T;N
"Banner name";"Názov banera";S;merchant;T;N
"Banner preview";"Náhľad banera";S;merchant;T;N
"Campaign";"Kampaň";B;;T;N
"Target URL";"Cieľová URL";B;;T;N
"Banner type";"Typ banera";S;;T;N
"Html data is not defined";"HTML dáta nie sú definované";S;;T;N
"File name is not defined";"Názov súboru nie je definovaný";S;;T;N
"unknown";"Neznáme";B;;T;N
"approved";"Schválené";S;;T;N
"pending";"Čakajúce/i";S;;T;N
"User Id";"ID užívateľa";S;;T;N
"Payment date";"Dátum platby";S;;T;N
"Username";"Užívateľské meno";B;;T;N
"Amount";"Čiastka";B;;T;N
"Note to affiliate";"Poznámka pre partnera";S;;T;N
"Original currency ID";"Originálne ID meny";S;;T;N
"Original currency rate";"Originálny kurz meny";S;;T;N
"Original currency value";"Originálna hodnota meny";S;;T;N
"System note";"Systémová poznámka";B;;T;N
"Country code";"Kód krajiny";S;;T;N
"Affiliate first name";"Meno partnera";S;;T;N
"Affiliate last name";"Priezvisko partnera";S;;T;N
"3rd party cookie";"Cookie tretích strán";B;;T;N
"1st party cookie";"1st party cookie";B;;T;N
"Flash cookie";"Flash cookie";B;;T;N
"Forced parameter";"Vynútený parameter";B;;T;N
"IP address";"IP adresa";B;;T;N
"Default affiliate";"Predvolený partner";B;;T;N
"Url";"URL";B;;T;N
"Note";"Poznámka";B;;T;N
"Status does not have allowed value";"Stav nemá povolenú hodnotu";S;;T;N
"Selected username already exists";"Zvolené užívateľské meno už existuje";S;;T;N
"Failed to change status for %s user(s)";"Nepodarilo sa zmeniť stav pre %s používateľa(ov)";S;;T;N
"Status successfully changed for %s user(s)";"Stav úspešne zmenený pre %s používateľa(ov)";S;;T;N
"Password";"Heslo";B;;T;N
"Title must be unique";"Názov musí byť unikátny";S;affiliate;T;N
"Selected parent affiliate does not exist";"Zvolený nadradený partner neexistuje";S;;T;N
"Failed loading file %s with error: %s";"Nepodarilo sa načítať súbor %s. Výsledná chyba je: %s";S;;T;N
"Merchant - New User Signup";"Obchodník - Prihlásenie nového užívateľa";B;merchant;T;N
"New user signed up";"Zaregistrovaný nový užívateľ";B;merchant;T;N
"Email subject";"Predmet E-mailu";S;merchant;T;N
"Email text";"Text E-mailu";S;merchant;T;N
"Merchant - Affiliate filled Contact us form";"Obchodník - Partner vyplnil kontaktný formulár";B;merchant;T;N
"Affiliate filled Contact us form";"Partner vyplnil kontaktný formulár";B;merchant;T;N
"Merchant - New Sale / Lead";"Obchodník - Nový predaj";B;merchant;T;N
"New sale / lead";"Nový predaj";B;;T;N
"Affiliate - New User Signup Approved";"Partner - Registrácia nového partnera schválená";B;;T;N
", welcome to our affiliate program";", vitajte v našom partnerskom programe";B;;T;N
"Affiliate - New User Signup Before Approval";"Partner - Pred schválením registrácie nového partnera";B;;T;N
"Paid amount";"Zaplatená čiastka";S;;T;N
"Paid currency";"Zaplatená mena";S;;T;N
"Payout method";"Spôsob vyplatenia";B;;T;N
"Affiliate - On payout";"Partner - Pri vyplatení";B;;T;N
"Your commissions";"Vaše provízie";B;;T;N
"Affiliate - New Subaffiliate Sale / Lead";"Partner - Nový predaj podradeného partnera";B;affiliate;T;N
"New subaffiliate sale / lead";"Nový predaj podradeného partnera";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"Partner - Registrácia nového podradeného partnera";B;affiliate;T;N
"New subaffiliate signed up";"Nový podradený partner zaregistrovaný";B;affiliate;T;N
"VAT percentage";"DPH v percetnách";B;;T;N
"VAT number";"DPH v číslach";B;;T;N
"Registration number";"Číslo registrácie";B;;T;N
"VAT part";"DPH časť";B;;T;N
"Payment incl. VAT";"Platba vrátane DPH";B;;T;N
"Payment excl. VAT";"Platba bez DPH";B;;T;N
"Affiliate - On VAT payout";"Partner - Pri DPH vyplatení";B;;T;N
"Transaction ID";"ID transakcie";B;;T;N
"TotalCost";"Celková cena";S;;T;N
"Campaign ID";"ID kampane";S;;T;N
"Referer URL";"URL odkazovateľa";S;;T;N
"First click - time";"Prvé kliknutie - čas";S;;T;N
"First click - referer";"Prvé kliknutie - odkazovateľ";S;;T;N
"First click - IP";"Prvé kliknutie - IP";S;;T;N
"First click - data1";"Prvé kliknutie - dáta 1";S;;T;N
"First click - data2";"Prvé kliknutie - dáta 2";S;;T;N
"Last click - time";"Posledné kliknutie - čas";S;;T;N
"Last click - referer";"Posledné kliknutie - odkazovateľ";S;;T;N
"Last click - IP";"Posledné kliknutie - IP";S;;T;N
"Last click - data1";"Posledné kliknutie - dáta 1";S;;T;N
"Last click - data2";"Posledné kliknutie - dáta 2";S;;T;N
"Transaction data1";"Transakčné dáta 1";S;;T;N
"Transaction data2";"Transakčné dáta 2";S;;T;N
"Transaction data3";"Transakčné dáta 3";S;;T;N
"Transaction data4";"Transakčné dáta 4";S;;T;N
"Transaction data5";"Transakčné dáta 5";S;;T;N
"Note to merchant";"Poznámka pre obchodníka";S;;T;N
"Original currency";"Originálna mena";S;;T;N
"Banner does not exist";"Banner neexistuje";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"Chyba servera: Zadaný neznámy typ pre BannerForm._save()";S;merchant;T;N
"Banner was saved";"Banner bol uložený";S;merchant;T;N
"Imps";"Zobr.";S;merchant;T;N
"Clicks";"Kliknutia";B;;T;N
"CTR";"CTR";S;;T;N
"Order";"Poradie";B;merchant;T;N
"BannersImportExportDescription";"Definície banerov - pamätajte, že tieto importy/exporty sú iba definície a nie fyzické obrázky alebo súbory";B;merchant;T;N
"Campaign does not exist";"Kampaň neexistuje";S;merchant;T;N
"Campaign capping saved";"Campaign capping saved";S;merchant;N;N
"Number of transactions in 'Active until' campaign validity has to be set";"Platnosť počtu transakcií v kampani <strong>Aktívna pokiaľ</strong> musí byť nastavená";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"V platnosti kampane v nastavení <strong>Aktívna v časovom rozsahu</strong> chýba dátum Od a Do.";S;merchant;T;N
"Commission successfully computed";"Provízia úspešne vypočítaná";S;merchant;T;N
"User is not valid!";"Používateľ nie je platný!";S;merchant;T;N
"Campaign is not valid!";"Kampaň nie je platná!";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"Typ transakcie nie je platný alebo v tejto kampani neexistuje!";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"Pre tohoto užívateľa sa v kampani sa nepodarilo sa rozpoznať províznu skupinu.";S;merchant;T;N
"Error getting commission settings!";"Chyba pri získavaní nastavení provízie!";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"Chyba: Pre percentuálne provízie musíte zadefinovať celkovú cenu (TotalCost)!";S;merchant;T;N
"You cannot deactivate default campaign";"Predvolenú kampaň nemôžete deaktivovať";S;merchant;T;N
"You cannot delete default campaign";"Predvolenú kampaň nemôžete zmazať";S;merchant;T;N
"Default";"Predvolená/é";B;;T;N
"per sale / lead";"Za predaj / lead";B;;T;N
"CampaignsImportExportDescription";"Kampane a nastavenia ich provízií";B;merchant;T;N
"loadCommissionGroups: campaignId is empty";"loadCommissionGroups: ID kampane je prázdne";S;merchant;T;N
"Campaign ID cannot be empty!";"ID kampane nemôže byť prázdne!";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"CommissionTypeId (Id) nemôže byť prázdne!";S;merchant;T;N
"CommissionGroupId cannot be empty!";"CommissionGroupId nemôže byť prázdne!";S;merchant;T;N
"Commission type does not exist";"Typ provízie neexistuje";S;merchant;T;N
"Commissions saved successfully";"Provízie boli úspešne uložené";S;merchant;T;N
"Field 'type' does not exist";"Pole 'typ' neexistuje";S;merchant;T;N
"Failed to change status";"Nepodarilo sa zmeniť stav";S;merchant;T;N
"Status successfully changed";"Stav úspešne zmenený pre %s používateľa(ov)";S;merchant;T;N
"CommissionsImportExportDescription";"Provízie (transakcie, objednávky registrované systémom";B;merchant;T;N
"Affiliate screen";"Obrazovka partnera";S;merchant;T;N
"Affiliate panel menu saved";"Menu panela partnera uložené";S;merchant;T;N
"Error changing default theme";"Chyba pri zmene predvoleného vzhľadu";S;merchant;T;N
"Default theme changed";"Predvolený vzhľad zmemený";S;merchant;T;N
"Program name and logo saved";"Logo a názov programu zmenené";S;merchant;T;N
"Affiliate signup settings saved";"Nastavenia registrácie partnerov uložené";S;merchant;T;N
"Banner format successfully saved";"Formát banera bol úspešne uložený";S;merchant;T;N
"Cookies settings saved";"Nastavenia cookies uložené";S;merchant;T;N
"Symbol";"Symbol";B;;T;N
"Precision";"Zaokrúhľovanie";B;;T;N
"Where to display";"Pozícia zobrazenia";B;;T;N
"Exchange rate";"Výmenný kurz";S;;T;N
"NEW";"Nová";S;;T;N
"Currency";"Nastavenie meny";B;;T;N
"Fraud protections saved";"Ochrana proti podvodom uložená";S;merchant;T;N
"Logging saved";"Zaznamenávanie uložené";S;merchant;T;N
"Parameter names saved";"Názvy parametrov uložené";S;merchant;T;N
"Tracking saved";"Sledovanie uložené";S;merchant;T;N
"URLs & Directories saved";"URL & Adresáre uložené";S;merchant;T;N
"Affiliates successfully paid";"Partnerovi bolo úspešne zaplatené";S;merchant;T;N
"Email";"E-mail";B;;T;N
"VAT";"DPH";S;merchant;T;N
"To pay";"K úhrade";S;merchant;T;N
"Declined";"Zamietnuté/ý";B;;T;N
"Minimum payout";"Minimálna pre vyplatenie";S;merchant;T;N
"Payout data";"Dáta vyplatenia";B;merchant;T;N
"N/A";"N/A";S;merchant;T;N
"New payout option";"Nová možnosť vyplácania";S;merchant;T;N
"New payout option %s";"Nová možnosť vyplácania %s";S;merchant;T;N
"Payout option";"Možnosť vyplatenia";S;merchant;T;N
"Payout history";"História platieb";S;merchant;T;N
"Date paid";"Dátum vyplatenia";S;merchant;T;N
"Payees";"Príjemca";S;merchant;T;N
"Total amount";"Celková hodnota";S;merchant;T;N
"Affiliate note";"Poznámka partnera";B;merchant;T;N
"payee";"vyplatenie";S;merchant;T;N
"Date";"Dátum";B;;T;N
"Data 1";"Dáta 1";B;merchant;T;N
"Data 2";"Dáta 2";B;merchant;T;N
"Clicks raw";"Všetky kliknutia";S;;T;N
"Clicks unique";"Unikátne kliknutia";S;;T;N
"Raw clicks older than %s are deleted";"Kliknutia staršie ako %s sú zmazané";S;merchant;T;N
"Failed to delete raw clicks";"Kliknmutia sa nepodarilo zmazať";S;merchant;T;N
"Impressions raw";"Všetky zobrazenia";S;;T;N
"Impressions unique";"Unikátne zobrazenia";S;;T;N
"Sales count";"Počet predajov";S;;T;N
"Table name";"Názov tabuľky";S;merchant;T;N
"Records";"Záznamy";S;merchant;T;N
"Total size";"Celková veľkosť";S;merchant;T;N
"Data size";"Veľkosť dát";S;merchant;T;N
"Index size";"Veľkosť indexu";S;merchant;T;N
"Transaction";"Transakcia";B;;T;N
"Payout status";"Stav platby";B;merchant;T;N
"Data 3";"Dáta 3";B;merchant;T;N
"Data 4";"Dáta 4";B;merchant;T;N
"Data 5";"Dáta 5";B;merchant;T;N
"Tracked by";"Zaznamenal";B;merchant;T;N
"Time";"Čas";B;;T;N
"Click data 1";"Dáta kliknutia 1";B;merchant;T;N
"Click data 2";"Dáta kliknutia 2";B;merchant;T;N
"unpaid";"Nezaplatené";B;;T;N
"Username must be valid email address";"Užívateľské meno meno musí byť platná E-mailová adresa";S;;T;N
"You have to agree with terms & conditions";"Musíte súhlasiť s pravidlami používania";B;;T;N
"is mandatory";"je vyžadovaný(á)";B;;T;N
"Payout settings saved";"Nastavenia vyplácania boli uložené";S;merchant;T;N
"Affiliate details";"Detaily partnera";B;merchant;T;N
"Date joined";"Dátum registrácie";B;;T;N
"Date approved";"Dátum schvalenia";B;merchant;T;N
"Parent";"Nadradený";S;merchant;T;N
"Firstname";"Meno";B;;T;N
"Lastname";"Priezvisko";B;;T;N
"Parent ID";"ID nadradeného partnera";S;merchant;T;N
"Parent username";"Užívateľské meno nadradeného partnera";S;merchant;T;N
"Parent first name";"Meno nadradeného partnera";S;merchant;T;N
"Parent last name";"Priezvisko nadradeného partnera";S;merchant;T;N
"AffiliatesImportExportDescription";"Dáta partnerov - môžete ich použiť k získaniu nových partnerov do systému";B;merchant;T;N
"Status successfully set to selected url(s)";"Stav(y) pre vybranú(é) URL úspešne znenený(é)";S;merchant;T;N
"Failed to set status selected url(s)";"Nemožno nastaviť stav pre vybranú(é) URL";S;merchant;T;N
"Commission group";"Provízna skupina";S;;T;N
"Commision group";"Skupina provízie";S;merchant;T;N
"Selected commission group(s) are changed";"Zvolená(é) provízna(e) skupina(y) bola(i) zmenená(é)";S;merchant;T;N
"Changes saved";"Zmeny uložené";S;;T;N
"Application Name";"Názov aplikácie";S;;T;N
"New password URL";"URL nového hesla ";S;;T;N
"Request valid until";"Požiadavka je platná do";S;;T;N
"Request new password";"Požiadať o nové heslo";B;;T;N
"Wrong username/password";"Nesprávne užívateľské meno alebo heslo";S;;T;N
"Select account";"Zvote účet";B;;T;N
"Authentication failed";"Overovanie zlyhalo";S;;T;N
"User authenticated. Logging in.";"Používateľ autorizovaný. Prihasujem ...";S;;T;N
"You entered invalid security code";"Zadali ste nesprávny bezpečnostý kód";S;;T;N
"You entered invalid username";"Zadali ste nesprávne užívateľské meno";S;;T;N
"Within a few minutes you will receive instruction on how to reset you password.";"Do niekoľkých minút obdržíte E-mail s inštrukciami ako zresetovať vaše heslo.";S;;T;N
"Your password was changed. Go back to login dialog and login.";"Vaše heslo bolo zmenené. Choďte späť na prihlasovaciu stránku a prihláste sa.";S;;T;N
"Logout error";"Chyba pri odhlasovaní";S;;T;N
"Logout successful";"Odhlásenie prebehlo úspešne";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"Neplatná požiadavka na heslo. Pred tým ako sa pokúsite heslo zmeniť, musíte znovu požiadať o nové heslo.";S;;T;N
"User account not approved yet";"Používateľský účet ešte nie je schválený";S;;T;N
"File to export is not defined";"Súbor na exportovanie nie je definovaný";S;;T;N
"Unsupported";"Nepodporované";S;;T;N
"Import file is not defined";"Súbor na importovanie nie je definovaný";S;;T;N
"Export data";"Exportovať dáta";B;;T;N
"Data was successfully exported to file %s";"Dáta boli úspešne exportované do súboru %s";S;;T;N
"File name";"Názov súboru";B;;T;N
"Modules";"Moduly";S;;T;N
"Size";"Veľkosť";S;;T;N
"Could not create account. (%s)";"Nemožno vytvoriť účet. (%s)";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Adresár %s nie je vaším serverom zapísovateľný. Prosím, odstráňte ho alebo mu nastavte práva na zápis.";S;;T;N
"Failed to delete %s filter(s)";"Nepodarilo sa odstrániť %s filter(e)";S;;T;N
"%s filter(s) successfully deleted";"%s filter(e) úspešne zmazaný";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"Nemožno načítať predvolený E-mailový účet. Prosím, overte nastavenia vášho E-mailového účtu.";S;;T;N
"View name must be unique";"Názov zobranie musí byť unikátne";S;;T;N
"Maximum length of %s in %s is %s";"Maximálna dlžka %s v %s je %s";S;;T;N
"Relation constraint";"Obmedzenie vzťahu";S;;T;N
"must be unique";"musí byť unikátne";S;;T;N
"Error changing theme";"Chyba zmeny vzhľadu";S;;T;N
"Theme changed";"Vzhľad zmenený";S;;T;N
"Failed to delete %s wallpaper(s)";"Nepodarilo sa odstrániť %s pozadie(a)";S;;T;N
"%s wallpaper(s) successfully deleted";"%s pozadie(a) úspešne zmazané";S;;T;N
"Failed to save wallpaper with error %s";"Nepodarilo sa uložiť pozadie. Výsledná chyba je: %s";S;;T;N
"Wallpaper saved.";"Pozadie uložené";S;;T;N
"Side bar saved";"Postranný panel uložený";S;;T;N
"Windows saved";"Okná uložené";S;;T;N
"Quick Launch saved";"Panel rýchleho spustenia uložený";S;;T;N
"File does not exist";"Súbor neexistuje";S;;T;N
"File was successfully uploaded";"Súbor bol úspešne nahraný";S;;T;N
"Unsupported gadget";"Gadget nie je podporovaný";S;;T;N
"Gadget";"Gadget";S;;T;N
"Gadget added";"Gadget pridaný";S;;T;N
"Failed to close gadget";"Nepodarilo sa zavrieť gadget";S;;T;N
"Gadget successfully closed";"Gadget úspešne zavretý";S;;T;N
"Docking";"Skrývanie";S;;T;N
"Gadgets saved";"Gadget uložený";S;;T;N
"Create Account";"Vytvorenie účtu";B;;T;N
"Account is already created.";"Účet je už vytvorený.";S;;T;N
"Create Database";"Vytvorenie databázy";B;;T;N
"Could not create database. %s";"Nemožno vytvoriť databázu. %s";S;;T;N
"doesnt exist's";"neexistuje";S;;T;N
"Internal error";"Vnútorná chyba";S;;T;N
"Error during database creation.";"Chyba počas vytvárania databázy";S;;T;N
"OK";"OK";B;;T;N
"Failed to read headers of CSF file %s";"Nepodarilo sa prečítať hlavičky CSF súboru %s";S;;T;N
"Could not change permissions %s";"Nemožno zmeniť oprávnenia %s";S;;T;N
"Could not open file";"Nemožno otvoriť súbor";S;;T;N
"Could not read file";"Nemožno prečítať súbor";S;;T;N
"Rewind unsupported in this file stream";"Pretáčanie nie je týmto súborovým streamom podporované";S;;T;N
"File %s does not exist.";"Súbor %s neexistuje.";S;;T;N
"Failed to read file %s";"Nepodarilo sa prečítať súbor %s";S;;T;N
"Could not create directory %s";"Nemožno vytvoriť adresár %s";S;;T;N
"Could not open language file %s";"Nemožno otvoriť jazykový súbor %s";S;;T;N
"Level";"Úroveň";S;;T;N
"Message";"Správa";B;;T;N
"File";"Súbor";S;;T;N
"Line";"Riadok";B;;T;N
"Group ID";"ID skupiny";S;;T;N
"Log event";"Zaznamenať udalosť";S;;T;N
"Event(s) are deleted";"Udalosti sú zmazané";S;;T;N
"No event(s) to delete";"Nie sú žiadne udalosti na zmazanie";S;;T;N
"Debug event(s) are deleted";"Udalosti ladenia sú zmazané";S;;T;N
"No debug event(s) to delete";"Nie sú žiadne udalosti ladenia na zmazanie";S;;T;N
"Mail Account Name";"Názov E-mailového účtu";S;;T;N
"From Name";"Od";B;;T;N
"From Email";"Z E-mail adresy";S;;T;N
"Use SMTP protocol";"Použiť SMTP protokol";S;;T;N
"SMTP Server";"SMTP Server";B;;T;N
"SMTP Port";"SMTP Port";B;;T;N
"SMTP Authentication";"SMTP Authentifikácia";S;;T;N
"Use SSL connection";"Použiť SSL pripojenie";S;;T;N
"SMTP Username";"SMTP užívateľské meno";S;;T;N
"Is default mail account";"Je predvoleným E-mailovým účtom";S;;T;N
"Yes";"Áno";B;;T;N
"No";"Nie";B;;T;N
"Email account test mail";"Testovací E-mail E-mail účtu";B;;T;N
"Default Mail Account";"Predvolený E-mailový účet";S;;T;N
"Email settings saved";"Nastavenia E-mailu uložené";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Testovací E-mail naplánovaný. O správnosti odoslania skontrolujte odchádzajúcu poštu.";S;;T;N
"Failed to restart %s row(s)";"Nepodarilo sa reštartovať %s riadok(y)";S;;T;N
"%s row(s) successfully restarted";"%s riadok(y) úspešne reštartované";S;;T;N
"To recipients";"Komu";S;;T;N
"Mail subject";"Predmet E-mailu";S;;T;N
"Scheduled at";"Naplánovaný na";S;;T;N
"Last retry";"Posledný pokus";S;;T;N
"Retry number";"Počet pokusov";S;;T;N
"Error message";"Chybová správa";S;;T;N
"Account name";"Názov účtu";B;;T;N
"Server Date";"Serverový dátum";S;;T;N
"Server Time";"Serverový čas";S;;T;N
"Mail template not defined in database for class %s";"Šablóna E-mailu nie je v databáze pre triedu %s zadefinovaná";S;;T;N
"Recipients empty";"Nezadali ste prijímateľov ";S;;T;N
"Body of mail not specified";"Text E-mailu nie je definovaný";S;;T;N
"From address is empty";"Adresa odosielateľa je prázdna";S;;T;N
"Failed to init mail headers";"Nepodarilo sa inicializovať hlavičky E-mailu";S;;T;N
"Email transfer method error";"Chyba metódy prenosu E-mailu";S;;T;N
"Application Title";"Názov aplikácie";S;;T;N
"Failed to save settings with error %s";"Nepodarilo sa uložiť nastavenia. Výsledná chyba: %s";S;;T;N
"Proxy server settings saved.";"Nastavenia proxy servra boli uložené.";S;;T;N
"Failed to load proxy server settings.";"Nepodarilo sa načítať nastavenia proxy servra.";S;;T;N
"Pdf saved";"PDF uložené";S;;T;N
"Path to save file '%s' not exist";"Cesta na uloženie súboru '%s' neexistuje";S;;T;N
