source;translation;type;module;status;customer
"Template of Signup Form is missing some mandatory fields. You have to add mandatory fields to this template. Otherwise signup form will not work";"W szablonie formularza rejestracyjnego brakuje niektórych obowiązkowych pól. Musisz je dodać do tego szablonu, inaczej formularz nie będzie działał.";C;merchant;T;N
"HTML form";"formularz HTML";C;merchant;T;N
"TextBox";"TextBox";C;;N;N
"Edit availablevalues";"Edycja dostępnych wartości";C;merchant;T;N
"Customize Logo";"Dostosuj Logo";C;merchant;T;N
"The domain that the cookie is available. To make the cookie available on all subdomains of example.com then you'd set it to '.example.com'. The . is not required but makes it compatible with more browsers. Setting it to www.example.com will make the cookie only available in the www subdomain.";"Domena jest dostępna dla plików cookie. W celu udostępnienia cookie wszystkim poddomenom zawartych w głównej domenie example.com należy ustawić ją na "".example.com"". Ustawienie to nie jest wymagane, lecz spowoduje że cookie będzie dostępne dla większej ilości przeglądarek. W przypadku konfiguracji domeny na www.example.com cookie będzie dostępne tylko dla określonej domeny.";C;merchant;T;N
"Cookie domain";"Domena cookie";C;merchant;T;N
"ConfigurationOverviewDesc";"Tutaj możesz skonfigurować szczegółowo Twój system.";C;merchant;T;N
"VATHandlingDescription";"Określ, czy chcesz obsługiwać VAT dla prowizji, w jaki sposób należy go naliczać, jaka jest stawka VAT oraz format na fakturze. <br/> Ważne dla Partnerów z Unii Europejskiej.";C;merchant;T;N
"InvoiceFormatDescription";"Jeżeli faktury powinny być generowane automatycznie dla Partnerów, zdefiniuj ich format.";C;merchant;T;N
"PayoutOptionsDescription";"Tutaj zdefiniuj opcje wypłaty (PayPal, czek, Moneybookers itp.). Nasz system pozwala na określenie wszelkich opcji wypłat.";C;merchant;T;N
"PayoutsBalanceDescription";"Możesz określić minimalne saldo wypłaty dla Partnerów, które będzie używane jako minimalny limit transferu pieniędzy z zarobionych prowizji.";C;merchant;T;N
"Payouts Balance";"Saldo wypłat";C;merchant;T;N
"FraudProtectionDescription";"Ochrona przed oszustwami (Fraud Protection) automatycznie obsługuje powtarzające się oraz nieuczciwe transakcje (kliknięcia, przekierowania, sprzedaż), pochodzące z tego samego adresu IP lub z identycznym ID zamówienia. <br/> Odfiltrowuje i odrzuca duplikaty zamówień z tym samym ID zamówienia.";C;merchant;T;N
"CookiesSettingsDescription";"Wprowadź twoją politykę prywatności cookies, domenę i ustawienia nadpisywania cookies.";C;merchant;T;N
"MailAccountDescription";"Konfigurowanie konta pocztowego, które będzie używane do wysyłania wiadomości e-mail przez system.";C;;T;N
"Mail Account";"Konto e-mail";C;;T;N
"EmailTemplatesDescription";"Edytuj szablony wszystkich wiadomości e-maili, wysyłanych automatycznie przez system.";C;;T;N
"ProxyServerConfigDescription";"Jeżeli serwer znajduje się za serwerem proxy, możesz go tutaj zdefiniować. Nie jest to wymagane i należy dokonać konfiguracji,  jedynie w przypadku, gdy masz problemy z pobraniem gadżetów.";C;;T;N
"LoggingDescription";"Pozwala na wybranie poziomu logowania do systemu i debugowania działań systemu.";C;merchant;T;N
"LanguagesDescription";"Zarządzaj językami, tłumaczeniami i formatami daty/czasu.";C;;T;N
"CurrencyDescription";"Domyślna waluta dla systemu";C;merchant;T;N
"BannersLinksFormatDescription";"Możesz zdefiniować własny format do wygenerowania dowolnego typu reklamy.";C;merchant;T;N
"Send new password request email";"Wyślij prośbę o nowe hasło";C;merchant;T;N
"Send signup confirmation email";"Możesz zdefiniować własny format do wygenerowania dowolnego typu reklamy";C;merchant;T;N
"Branding text";"Zaznaczony tekst";C;;T;N
"Latest version %s is available for download.";"Najnowsza wersja %s jest gotowa do pobrania.";C;merchant;T;N
"You are running latest version.";"Uruchomiłeś najnowszą wersję.";C;merchant;T;N
"Checking for new version...";"Sprawdzanie dostępności nowej wersji...";C;merchant;T;N
"Show TEXT version";"Pokaż wersję TEKSTOWĄ";C;affiliate;T;N
"Copy & Paste the text above to your email editor";"Skopiuj & Wklej powyższy tekst do twojego edytora e-mail.";C;affiliate;T;N
"Geo Location";"Lokalizacja Geograficzna (Geo Location)";S;;T;N
"Source message has to be exactly same as you have text e.g. in your mail";"Wiadomość źródłowa musi być dokładnie taka sama, jak tekst np. w e-mailu";S;;T;N
"The template of your Signup Form defines the form, sections and fields.";"Szablon Twojego formularza rejestracyjnego jest zdefiniowany przez formę, sekcje i pola.";S;merchant;T;N
"Payee info";"Informacja odbiorcy";B;merchant;T;N
"You can change the logo and name of the program. The logo appears in Affiliate panel and in Signup Form.";"Możesz zmienić logo i nazwę programu. Logo pojawi się w Panelu Partnera i w Formularzu Rejestracyjnym.";S;merchant;T;N
"Logo and program name";"Logo i Nazwa Twojego Programu";S;merchant;T;N
"Integration steps";"Kroki integracji";S;merchant;T;N
"Use secure connection";"Użyj bezpiecznego połączenia";S;merchant;T;N
"To setup tracking of sales choose one of the integration methods below.";"Aby skonfigurować śledzenie sprzedaży, można wybrać jedną z poniższych metod integracji.";S;merchant;T;N
"Integration method";"Metoda integracji";S;merchant;T;N
"Copy and paste the code below to your web page";"Skopiuj i wklej poniższy kod na Twoją stronę www";S;merchant;T;N
"Signup Form HTML";"Formularz Rejestracyjny w formaciei HTML";S;merchant;T;N
"Note! Using HTML signup form instead of standard signup form is advisable only on special circumstances, this form does not use advanced checking that is implemented in normal signup form.";"Uwaga! Korzystanie z formularza rejestracyjnego HTML zamiast standardowego formularza rejestracyjnego jest wskazane tylko w szczególnych okolicznościach. Formularze HTML nie korzystają z zaawansowanych funkcji sprawdzania, które są realizowane w standardowych formularzach rejestracyjnych.";S;merchant;T;N
"URL to Signup Form:";"Adres URL do formularza rejestracyjnego:";S;merchant;T;N
"Plugin settings";"Ustawienia wtyczki/pluginu";S;;T;N
"Design & Contents settings";"Ustawienia Wyglądu i Treści";B;merchant;T;N
"Note that informational mini site is optional, the files don't need to be there";"Należy zaznaczyć, że mini strona informacyjna jest opcjonalna, dlatego nie muszą się tam znajdować pliki.";S;merchant;T;N
"URL to Affiliate mini site:";"Adres URL do mini strony Partnera:";S;merchant;T;N
"URL to Affiliate Panel:";"Adres URL do Panelu Partnera:";S;merchant;T;N
"You need to restart application after branding is changed";"Musisz ponownie uruchomić aplikację po zmianie marki.";S;merchant;T;N
"What to do after signup?";"Co zrobić po rejestracji?";S;merchant;T;N
"After signup";"Po rejestracji";S;merchant;T;N
"Set up Terms & conditions for your affiliate program";"Wprowadź Regulamin dla Twojego programu partnerskiego";S;merchant;T;N
"CTR (raw / unique)";"CTR (wszystkie/unikalne)";B;;T;N
"Sale counts";"Liczba sprzedaży";B;;T;N
"Google maps key saved";"Zapisano klucz Google maps";S;;T;N
"Ip address %s is not in geoip database.";"Adresu IP %s nie ma w bazie danych geoip.";S;;T;N
"Maximum length must be between 0 and 20";"Maksymalna długość musi się zawierać pomiędzy 0 i 20";S;;T;N
"Maximum Referal ID length";"Maksymalna długość ID Referencyjnego (Referal ID)";S;;T;N
"CPM commissions not defined in campaign %s";"Nie zdefiniowano prowizji CPM dla kampanii %s";S;;T;N
"%s %s(s) successfully deleted";"%s %s(s) pomyślnie skasowano";S;;T;N
"Failed to delete %s %s(s)";"Błąd przy kasowaniu %s %s(s)";S;;T;N
"Row";"Wiersz";S;;T;N
"%s was successfully added";"%s zostały pomyślnie dodane";S;;T;N
"%s saved";"%s zapisano";S;;T;N
"%s does not exist";"%s nie istnieje";S;;T;N
"Plugin %s not found";"Wtyczka/plugin %s nie została znaleziona";S;;T;N
"Updated to version %s-%s";"Aktualizacja do wersji %s-%s";S;;T;N
"Could not create file inside %s directory";"Nie można utworzyć pliku wewnątrz katalogu %s ";S;;T;N
"Memory limit is %s bytes";"Limit pamięci wynosi %s bajtów";S;;T;N
"Error during creating account directory %s (%s). Please delete it and try again.";"Błąd podczas tworzenia katalogu konta %s (%s). Proszę je usunąć i spróbować ponownie.";S;;T;N
"Installing Templates";"Instalowanie szablonów";S;;T;N
"No available theme";"Nie wybrano motywu";S;;T;N
"IN PROGRESS";"PRZETWARZANIE";S;;T;N
"New password request email successfully sent";"Wniosek o nowe hasło został pomyślnie wysłany";S;merchant;T;N
"Failed to send new password request email";"Nie udało się wysłać wniosku o nowe hasło";S;merchant;T;N
"Signup confirmation email successfully sent";"Wiadomość e-mail potwierdzająca rejestrację została pomyślnie wysłana";S;merchant;T;N
"Failed to send signup confirmation email";"Nie udało się wysłać wiadomości e-mail z potwierdzeniem rejestracji";S;merchant;T;N
"Failed to change status for selected affiliate(s)";"Nie udało się zmienić statusu dla wybranego Partnera (-ów)";S;;T;N
"Selected affiliate(s) status is changed";"Status wybranych Partnerów został zmieniony";S;;T;N
"Parent banner";"Baner Opiekuna";S;merchant;T;N
"%s field(s) in %s(s) successfully saved";"%s pola w %s zapisano pomyślnie";S;;T;N
"Failed to save %s field(s) in %s(s)";"Nie można zapisać %s pola(pól) w %s(s)";S;;T;N
"Default campaign changed";"Zmieniono domyślną kampanię";S;merchant;T;N
"Failed to set default campaign";"Nie udało się ustawić domyślnej kampanii";S;merchant;T;N
"DirectLinks explained";"Wyjaśnione LinkiBezpośrednie (DirectLinks)";B;;T;N
"Advanced tracking";"Zaawansowane śledzenie";B;;T;N
"Frequently asked questions";"Często zadawane pytania";B;;T;N
"Promotion tips";"Porady dotyczące promocji";B;;T;N
"ContactUs";"Kontakt z nami";B;;T;N
"Subaffiliate Sale Stats";"Statystyki sprzedaży PodPartnera";B;;T;N
"Advanced tools";"Zaawansowane narzędzia";B;;T;N
"Ad Channels";"Dodaj kanały";B;;T;N
"Could not create settings file. Reason: %s";"Nie można utworzyć pliku ustawień. Powód: %s";S;;T;N
"GetStartedPromote";"<br/>Po pomyślnie zakończonych testach integracji programu partnerskiego z Twoją witryną www, możesz uruchomić promocję Twojego Nowego Programu Partnerskiego, dzięki czemu będziesz mógł zainteresować nim nowych Partnerów. <br/> <br/>Po pierwsze, musisz umieścić link do Twojego Programu Partnerskiego wraz z informacjami o nim oraz/lub formularz rejestracyjny na swojej witrynie internetowej. Najlepiej nazwać link wykorzystując przyciągające zwroty, np. Program Partnerski, Dla Webmasterów, Zarabiaj z nami itp. Fakt ten spowoduje, iż osoby odwiedzające witrynę staną się Twoimi Parterami. <br/> <br/>Aby dotrzeć do większej liczby potencjalnych Partnerów, umieść Twój Program Partnerski w jak największej liczbie katalogów z programami partnerskimi istniejących  w internecie, i odwiedzanych przez tysiące doświadczonych Partnerów.";C;merchant;T;N
"Promote your affiliate program";"Promuj swój Program Partnerski";C;merchant;T;N
"GetStartedTest";"<br/>Po skonfigurowaniu kampanii, poprawnym określeniu prowizji i stworzeniu kilku banerów/linków, należy przetestować system.<br/><br/>Najlepszym sposobem jest symulacja całego procesu z punktu widzenia Partnera:<br/><ol><li>Zarejestruj się jako Partner testowy - po zatwierdzeniu musisz otrzymać potwierdzenie e-mail z hasłem oraz powinieneś być w stanie zalogować się na konto partnerskie w Panelu Partnera </li><li>Zaloguj się, aby uzyskać dostęp do utworzonych kodów banerów/linków i umieść je na dowolnej stronie testowej </li><li>Kliknij na baner i sprawdź, czy kliknięcie zostało zarejestrowane</li><li>Po kliknięciu, spróbuj zrobić test sprzedaży i sprawdź, czy prowizja za sprzedaż została naliczona i zarejestrowana w systemie Partnera (tylko za sprzedaż lub przekierowanie) </li></ol> Jeśli wystąpią problemy w każdym z tych etapów, włącz rejestrowanie zdarzeń <strong>Debug</strong> i zobacz <strong>Rozwiązywanie problemów</strong>";C;merchant;T;N
"Test everything";"Test całości";C;merchant;T;N
"GetStartedIntegrate";"<br/>Integracja jest sposobem podłączenia Programu Partnerskiego do Twojej strony internetowej, sklepu, koszyka lub bramki płatności w sposób pozwalający programowi partnerskiemu na uzyskiwanie powiadomień o skierowaniach i zakupach. <br/><br/>Gdy system jest zintegrowany, program partnerski rejestruje sprzedaż, znajduje polecającego (jeśli istnieje) i tworzy dla niego odpowiednią prowizję. <br/> <br/>Integracja oznacza zazwyczaj dodanie kilku linijek kodu do swojej strony, co jest opisane krok po kroku na przykładach najpopularniejszych sklepów i systemów płatności w przewodniku integracji.";C;merchant;T;N
"GetStartedAffPanel";"<br/>Panel Partnerski jest bardzo elastyczny.<br/>Możesz dowolnie skonfigurować wygląd menu, zawartość treści, a nawet możesz napisać własne lub dodać link do innej strony.";C;merchant;T;N
"Customize affiliate panel";"Dostosuj Panel Partnera";C;merchant;T;N
"GetStartedSignupForm";"<br/>Jeżeli chcesz, sprawdź i dostosuj standardowy formularz rejestracyjny<br/><br/>Formularz rejestracyjny zawiera mini-stronę informacyjną, na której umieszczone są informacje na temat Programu Partnerskiego, itp.<br/>Możesz wykorzystać mini-stronę lub usunąć ją i używać tylko formularza rejestracyjnego.";C;merchant;T;N
"Customize your affiliate signup form";"Dostosuj formularz rejestracji Partnera";C;merchant;T;N
"GetStartedEmails";"<br/>Należy skonfigurować funkcje e-mail. Obejmuje to:<br/> <ul><li><strong>konto e-mail</strong> - w jaki sposób wiadomości e-mail są wysyłane. Możesz wybrać funkcję mail () lub wysyłanie przy pomocy serwera SMTP. </li><li> <strong>szablony wiadomości e-mail</strong> - są to szablony używane przy automatycznym wysyłaniu wiadomości e-maili przez system, np.  e-mail po rejestracji lub powiadomienie po sprzedaży </li><li> <strong>powiadomienia e-mail</strong> - możesz skonfigurować, jakiego rodzaju powiadomienia chcesz otrzymywać jako Administrator, a które powiadomienia będą dostępne dla Partnerów. </li></ul> <br/> Upewnij się, że mail jest ustawiony prawidłowo - spróbuj przetestować wysyłanie e-maili. Bez działającego wysyłania wiadomości e-maili Partnerzy nie otrzymają potwierdzenia o ich rejestracji, sprzedażach, płatnościach itp.";C;merchant;T;N
"Set up emails";"Skonfiguruj e-maile";C;merchant;T;N
"GetStartedCreatives";"<br>W <strong>Managerze Banerów</strong> można tworzyć różne formy reklamy. Linki tekstowe, banery obrazowe w standardzie HTML oraz Flash, jak również promocyjne wiadomości e-mail. <br/><br/>Każda reklama musi mieć określony adres docelowy - czyli adres URL, pod który użytkownik zostanie przekierowany po kliknięciu.";C;merchant;T;N
"Add banners and other creatives";"Dodaj banery i inne reklamy";C;merchant;T;N
"GetStartedCommissions";"<br/>Pierwsza kampania jest tworzona domyślnie w trakcie instalacji. Możesz ją zmodyfikować lub stworzyć własne kampanie. <br/> <br/>Kampanie są wykorzystywane dla grup produktów (lub tylko dla jednego produktu), mających identyczne ustawienia prowizji. <br/> <br/>Przykładowo możesz mieć kampanię dla Produktu X, gdzie będziesz nagradzać swoich Partnerów za kliknięcia, a inną kampanię dla Produktu Y, gdzie Partner otrzyma prowizję za sprzedaż. <br/> <br/>Albo możesz mieć kampanię dla produktów o niskim koszcie własnym, które będą miały 40% prowizję za sprzedaż i inną dla produktów o wysokim koszcie wytworzenia z 15% prowizją za sprzedaż.";C;merchant;T;N
"Define your commissions";"Zdefiniuj prowizje";C;merchant;T;N
"GetStartedSettings";"</br>Program Partnerski jest stworzony w taki sposób, że może pracować z domyślną konfiguracją, jednak zaleca się sprawdzenie konfiguracji i dostosowanie jej do własnych potrzeb. <br/><br/>Opcje konfiguracyjne możesz znaleźć w menu <strong>Konfiguracja</strong>. <br/> <br/> Szczegółowy opis wszystkich opcji można znaleźć w instrukcji obsługi lub Bazie Wiedzy.";C;merchant;T;N
"Review your settings";"Przejrzyj swoje ustawienia";C;merchant;T;N
"GetStartedBrainstorming";"<br/>Ten pierwszy krok jest bardzo ważny - pomyśl o swoim Programie Partnerskim. Powinieneś mieć plan i wiedzieć, co chcesz osiągnąć. Odpowiedz na podstawowe pytania. <br/><br/>Na jak duże prowizje dla Partnerów możesz sobie pozwolić?<br/>Czy są one atrakcyjne dla Partnerów w porównaniu z konkurencją?<br/>Jak przyciągnąć Partnerów do programu?";C;merchant;T;N
"Brainstorming";"Burza mózgów";C;merchant;T;N
"Manual commission";"Ręcznie dodawana prowizja";C;merchant;T;N
"Show this screen on startup";"Pokaż ten ekran na starcie";S;merchant;T;N
"subaffiliate(s)";"Podpartner(-rzy)";S;;T;N
"Referral ID can not be changed";"ID Polecającego (Referral ID) nie może zostać zmienione";S;;T;N
"Referral ID can not be blank";"ID Polecającego (Referral ID) nie może być puste";S;;T;N
"Selected parent user does not exist";"Wybrany Opiekun użytkownika nie istnieje";S;merchant;T;N
"Invalid server response.";"Błędna odpowiedź serwera.";C;;T;N
"Your session expired.";"Twoja sesja wygasła.";C;;T;N
"Request error";"Zgłoś błąd";C;;T;N
"Yes, Reload Application";"Tak, przeładuj aplikację";C;;T;N
"Language code is unique for every language. Example of American English code is en-US. The list of most language codes can be found at: <a href='http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx' terget='_blank'>http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx)</a>";"Kod języka jest niepowtarzalny dla każdego języka. Np. kod języka polskiego to pl. Listę najpopularniejszych kodów możesz znaleźć na stronie: <a href='http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx' terget='_blank'>http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx)</a>";C;;T;N
"Version Update";"Aktualizacja wersji";C;;T;N
"No data are matching your search";"Brak danych spełniających podane kryteria wyszukiwania";C;merchant;T;N
"Affiliates to pay";"Należności względem Partnerów";C;merchant;T;N
"If affiliates doesn't specify his minimum payout balance, this value will be used.";"Jeżeli Partnerzy nie mają określonej minimalnej wartości wypłaty, to wartość ta zostanie użyta. ";C;merchant;T;N
"This setting controls where to display currency - before ($ 123) or after (123 $) the number";"Ta pozycja ustawia, gdzie mają być wyświetlane symbole waluty. Przed liczbą (PLN 100), czy po liczbie (100 PLN).";C;merchant;T;N
"Precision defines how the numbers are rounded - how many decimal places after the decimal point will be used";"Precyzja określa w jaki sposób liczby są zaokrąglane - ile miejsc po przecinku będzie wyświetlanych.";C;merchant;T;N
"Checking..";"Sprawdzanie..";C;affiliate;T;N
"This is the default currency of the system. All tracked sales and commissions will be in this main currency.";"To jest domyślna waluta systemu. Wszystkie śledzone sprzedaże i prowizje będą prezentowane w tej walucie.";C;merchant;T;N
"Note for merchant - if you want to explain this URL";"Informacja dla Administratora - jeśli chcesz wyjaśnić ten adres URL";C;affiliate;T;N
"You have to choose either campaign or banner, not both";"Musisz wybrać kampanię albo banner. Nie możesz wybrać obydwu";C;affiliate;T;N
"NOTE: Make sure that you backup your database and application files.";"UWAGA: Upewnij się, że wykonałeś kopię zapasową bazy danych i plików aplikacji.";S;;T;N
"from version";"od wersji";S;;T;N
"You are going to update";"Przechodzisz do aktualizacji";S;;T;N
"It is not possible to create new language with language code that already exists in the system!";"Nie jest możliwe utworzenie nowego języka z kodem języka, który już istnieje w systemie.";S;;T;N
"Here you can create your own language. Define the fields below, then the new language will be created. You should edit it's language strings (translations) manually in Edit language form.";"Tutaj możesz stworzyć swój własny język. Zdefiniuj poniższe pola, a następnie nowy język zostanie utworzony. Należy go edytować (tłumaczyć) ręcznie w polach edycji języka w zakładce Tłumaczenia.";S;;T;N
"Creating new language translation";"Tworzenie tłumaczenia dla nowego języka";S;;T;N
"Every language has defined it's own date and time format. To modify it, click on the Edit icon next to the language you would like to change.";"Każdy język ma zdefiniowane swoje własne formaty daty i czasu. Aby je zmodyfikować, należy kliknąć na ikonie Edytuj obok języka, dla którego dane chcesz zmienić.";S;;T;N
"Date & time format";"Format daty i czasu";S;;T;N
"To change some translations, click on Edit icon and continue in the editation.";"W celu zmiany tłumaczenia, kliknij ikonę Edytuj.";S;;T;N
"One language must be system's default. To change the default language, click on icon 'Set as default' next to the language you want to set as default.";"Jeden język musi być ustawiony w systemie jako domyślny. W celu jego zmiany, kliknij na ikonę ""Ustaw jako domyślny"" obok języka, który chcesz ustawić jako domyślny.";S;;T;N
"Translations and default language";"Tłumaczenia i domyślny język";S;;T;N
"If you don't want to use some language, you can deactivate it by changing value Yes to No in the 'Is active' column (don't forget to save your changes)";"Jeśli nie chcesz korzystać z niektórych języków, możesz je wyłączyć, zmieniając wartość „Tak” na „Nie” w kolumnie ""aktywny"" (nie zapomnij zapisać zmian).";S;;T;N
"To import a new language, click on Import language button and follow the steps in the import wizard.";"W celu importu nowego języka, kliknij przycisk „Importuj język” i postępuj zgodnie z poleceniami kreatora importu.";S;;T;N
"In the table below you can see all the languages loaded in the system.";"W poniższej tabeli można zobaczyć wszystkie załadowane do systemu języki.";S;;T;N
"Warning: If language with the same language code (e.g. [en-US]) already exists, translations and language metadata will be overwritten with the values from the uploaded language!";"Ostrzeżenie: Jeśli język z tym samym kodem języka (np. [pl]) już istnieje, tłumaczenia i znaczniki meta języka zostaną nadpisane z wartościami z języka ładowanego!";S;;T;N
"Import new language from the CSV file.";"Importuj nowy język z pliku csv.";S;;T;N
"Warning: If language with the same language code (e.g. [en-US]) already exists, translations and language metadata will be overwritten with the values loaded from imported language!!.";"Ostrzeżenie: Jeśli język z tym samym kodem języka (np. [pl]) już istnieje, tłumaczenia i znaczniki meta języka zostaną nadpisane z wartościami z języka ładowanego!!!";S;;T;N
"To import new language to the system, click on ""Import"" icon next to language that you would like to import.";"W celu importu nowego języka do systemu, kliknij ikonę/przycisk ""Importuj"" obok języka, który chcesz zaimportować.";S;;T;N
"To make it easier for you, some languages are already included in the distribution";"Aby ułatwić Ci zadanie, niektóre języki zawarte już są w wersji dystrybucyjnej.";S;;T;N
"Available languages";"Dostępne języki";S;;T;N
"Do you like to reload application now ?";"Czy chcesz teraz przeładować aplikację?";S;;T;N
"Response returned from server";"Odpowiedź zwrócona z serwera";S;;T;N
"Found";"Znaleziono";S;merchant;T;N
"Affiliates will be able to choose only from these payout balance options.";"Partnerzy będą mogli wybrać tylko z tych opcji wypłaty salda";S;merchant;T;N
"This setting can override the default configuration from campaign";"To ustawienie może nadpisać domyślną konfigurację kampanii.";S;merchant;T;N
"<h3>Add / edit DirectLink URL</h3>";"<h3>Dodaj/edytuj LinkBezpośredni (DirectLink)</h3>";S;affiliate;T;N
"You can test if your pattern matches the given URL.";"Możesz sprawdzić, czy Twój wzór pasuje do danego adresu URL.";S;affiliate;T;N
"Test URL matching";"Test dopasowania adresu URL";S;affiliate;T;N
"Please review your system settings, before starting update all requirements must be fulfilled.";"Przed rozpoczęciem aktualizacji, proszę przeglądnąć ustawienia systemowe,  ponieważ wszystkie wymogi muszą być spełnione.";S;;T;N
"Invoking method %s->%s()";"Wywoływanie metody %s->%s()";S;;T;N
"Return static file %s";"Zwrot statycznego pliku: %s";S;;T;N
"Resource not modified, returned 304 for %s";"Zasoby niemodyfikowalne, zwrócono błąd 304 dla %s";S;;T;N
"Could not read from proxy socket";"Nie można odczytać z gniazda proxy";S;;T;N
"Could not send request to server %s:%s";"Nie można wysłać odpowiedzi na serwer %s:%s";S;;T;N
"Could not connect to server: %s:%s, Failed with error: %s";"Nie można połączyć się z serwerem: %s:%s, Failed with error: %s";S;;T;N
"Proxy failed: %s";"Problem z serwerem Proxy: %s";S;;T;N
"Database Logger Error. Logging on display: %s";"Błąd Rejestracji Bazy Danych. Zapis informacji do przeglądu: %s";S;;T;N
"Failed to import language file. Incorrect file format. (%s)";"Błąd przy imporcie pliku językowego. Błędny format pliku. (%s)";S;;T;N
"Update Version";"Aktualizacja wersji";S;;T;N
"Updating %s Language";"Aktualizacja języka: %s";S;;T;N
"Downloading gadget: %s";"Pobieranie gadżetu: %s";S;;T;N
"Adding content gadget: %s";"Dodawanie zawartości gadżetu: %s";S;;T;N
"Logged out user %s";"Wylogowano użytkownika %s";S;;T;N
"User %s authenticated. Logging in.";"Użytkownik %s uwierzytelniony. Logowanie.";S;;T;N
"Authentication failed for user %s";"Błąd autoryzacji użytkownika: %s";S;;T;N
"Wrong username/password (Username: %s)";"Błędna nazwa użytkownika/hasło (Nazwa użytkownika: %s)";S;;T;N
"Getting started";"Szybki start";B;;T;N
"Application Update";"Aktualizacja aplikacji";S;;T;N
"No row selected";"Nie zaznaczono żadnych wierszy";C;;T;N
"Add custom wallpaper";"Dodaj swoją tapetę";C;;T;N
"Select desktop background color";"Wybierz kolor tła pulpitu";C;;T;N
"None wallpaper";"Brak tapety";C;;T;N
"Delete affiliate";"Usuń Partnera";C;merchant;T;N
"move child affiliates to parent of deleted affiliate";"przenieś PodPartnerów (dzieci) usuniętego Partnera do jego Opiekuna";C;merchant;T;N
"do not move child affiliates";"nie można przenieść PodPartnera (dziecka)";C;merchant;T;N
"Banners & Links";"Banery & Linki";B;;T;N
"Upload new wallpaper to your account. Wallpaper will be saved in your account and always loaded from server.";"Załaduj nową tapetę dla twojego konta. Tapeta zostanie zapisana dla konta i zawsze będzie ładowana z serwera.";S;;T;N
"Upload wallpaper";"Załaduj tapetę";S;;T;N
"Enter URL";"Wprowadź adres URL";S;;T;N
"In this case will be wallpaper loaded always from URL you entered and not from your server.";"W takim przypadku tapeta zostanie załadowana z adresu URL, a nie z serwera.";S;;T;N
"If your wallpaper is saved on Internet/Intranet and is accessible from your browser, you can add it by entering URL of this wallpaper.";"Jeśli Twoja tapeta jest zapisana w Internecie/Intranecie i jest dostępna z poziomu przeglądarki, można ją dodać wpisując jej adres URL.";S;;T;N
"Config gadget";"Konfiguruj gadżet";S;;T;N
"What to do with child affiliates";"Co zrobić z PodPartnerami (dziećmi) Partnerów?";S;merchant;T;N
