source;translation;type;module;status;customer
"VAT";"KM";S;merchant;T;N
"Declined";"Tagasi lükatud";B;;T;N
"N/A";"N/A";S;merchant;N;N
"Payees";"Maksesaajad";S;merchant;T;N
"payee";"maksesaaja";S;merchant;T;N
"Date";"Kuupäev";B;;T;N
"Records";"Salvestusi";S;merchant;T;N
"Transaction";"Tehing";B;;T;N
"Time";"Aeg";B;;T;N
"unpaid";"Maksmata";B;;T;N
"Parent";"Parent";S;merchant;N;N
"Firstname";"Firstname";B;;N;N
"Lastname";"Lastname";B;;N;N
"Unsupported";"Kinnitamata";S;;T;N
"Modules";"Moodulid";S;;T;N
"Size";"Suurus";S;;T;N
"Gadget";"Vidin";S;;T;N
"Docking";"Dokkimine";S;;T;N
"OK";"OK";B;;N;N
"Level";"Tase";S;;T;N
"Message";"Sőnum";B;;T;N
"File";"Fail";S;;T;N
"Line";"Rida";B;;T;N
"Yes";"Jah";B;;T;N
"No";"Ei";B;;T;N
"Role";"Roll";B;;T;N
"entries";"sisestused";S;;T;N
"equals";"vőrdub";S;;T;N
"is";"on";S;;T;N
"Template";"Templiit";S;;T;N
"Field";"Väli";S;;T;N
"Code";"Kood";B;;T;N
"Recommended";"Soovitatud";S;;T;N
"Current";"Käibiv";S;;T;N
"Custom";"Tava";S;;T;N
"Pattern";"Muster";S;affiliate;T;N
"FinancialOverviewDescription";"";S;affiliate;N;N
"and";"ja";S;affiliate;T;N
"Counts";"Arvestused";S;;T;N
"Impressions";"näitamisi";B;;T;N
"Sales";"müüke";B;;T;N
"SubSignupStats";"Astmelised statid";S;affiliate;T;N
"Today";"Täna";B;;T;N
"Data:";"Andmed:";S;;T;N
"Chart:";"Tabel:";S;;T;N
"Details";"Detailid";B;;T;N
"Breadcrumbs";"Lingirida";B;affiliate;T;N
"Header";"PäIS";S;merchant;T;N
"Icon";"Ikoon";B;merchant;T;N
"width";"Laius";B;merchant;T;N
"height";"Kőrgus";B;merchant;T;N
"Preview";"Eelvaade";B;;T;N
"Cookies";"Cookied";B;merchant;T;N
"Type:";"Tüüp:";S;merchant;T;N
"Commission:";"Vahendustasu:";S;merchant;T;N
"Language";"Keel";B;;T;N
"seconds.";"sekundit.";S;merchant;T;N
"Debug";"Debug";B;;N;N
"Street";"Tänav";B;merchant;T;N
"City";"Linn";B;;T;N
"Country";"Riik";B;;T;N
"Recipients";"Saajad";B;;T;N
"URLs";"URL-e";S;merchant;T;N
"Tracking";"Järgimine";B;;T;N
"GeneralTrackingInformation";"üldine järgimise info";S;merchant;T;N
"FirstClickTitle";"Esmakliki nimi";S;merchant;T;N
"LastClickTitle";"Viimase kliki nimi";S;merchant;T;N
"Troubleshooting";"Vigade parandus";B;merchant;T;N
"from";"alates";B;;T;N
"to";"kuni";B;;T;N
"Search:";"Otsi:";S;;T;N
"Netvibes";"Netvibes";S;;N;N
"Google";"Google";S;;N;N
"Select";"Vali";S;;T;N
"Congratulations";"Palju őnne";S;;T;N
"Roles";"Rollid";B;;T;N
"for";"mida";S;;T;N
"Filter";"Filter";S;;N;N
"Trash";"Praht";S;;T;N
"Next";"Järgmine";C;;T;N
"Installer";"Installer";B;;N;N
"Save";"Salvesta";C;;T;N
"Active";"Aktiivne";C;;T;N
"Stats";"Statistika";C;;T;N
"Create";"Loo";C;;T;N
"Payout";"Väljamakse";B;;T;N
"Subject";"Subjekt";B;;T;N
"Home";"Avaleht";B;;T;N
"HomeScreenDescription";"";C;affiliate;N;N
"Generate";"Genereeri";C;;T;N
"PromoMaterials";"PromoMaterjalid";C;affiliate;T;N
"Edit";"Muuda";C;;T;N
"None";"ühtegi";B;;T;N
"Check";"Märgi";B;affiliate;T;N
"All";"Kőik";B;;T;N
"Promotion";"Promo";B;;T;N
"PromoToolsScreenDescription";"PromoToolsScreenDescription";C;affiliate;N;N
"Invoice";"Arve";B;;T;N
"ReportsScreenDescription";"ReportsScreenDescription";C;affiliate;N;N
"DescriptionSubAffiliatesSalesReport";"DescriptionSubAffiliatesSalesReport";C;affiliate;N;N
"Me";"Mina";C;affiliate;T;N
"Refund";"Tagasimakse";C;;T;N
"Loading...";"Laen...";C;;T;N
"Delete";"Kustuta";C;;T;N
"Area";"Ala";C;;T;N
"Bar";"Bar";C;;N;N
"Day";"Päev";B;;T;N
"Week";"Nädal";C;;T;N
"Month";"Kuu";C;;T;N
"Approve";"Kinnita";C;;T;N
"Decline";"Keeldu";C;;T;N
"Photo";"Foto";B;;T;N
"Refresh";"Uuenda";C;;T;N
"new@affiliate.com";"uus@affiliate.com";C;merchant;T;N
"AffiliateTreeDescription";"AffiliatePuuKirjeldus";C;merchant;T;N
"Popup/popunder";"Popup/popunder";C;merchant;N;N
"Cancel";"Katkesta";C;;T;N
"Body";"body";C;merchant;N;N
"Title";"Tiitel";C;;T;N
"Text";"Tekst";C;;T;N
"Public";"Avalik";C;merchant;T;N
"leads";"juhtimisi";C;merchant;T;N
"Close";"Sulge";C;;T;N
"Approval";"Kinnitus";C;merchant;T;N
"0";"0";C;;N;N
"1";"1";C;;N;N
"2";"2";C;;N;N
"3";"3";C;;N;N
"4";"4";C;merchant;N;N
"Left";"Vasak";C;merchant;T;N
"Right";"Parem";C;merchant;T;N
"Emails";"Emaile";B;merchant;T;N
"Signups";"Registreerumisi";C;merchant;T;N
"Import";"Impordi";B;;T;N
"Export";"Ekspordi";B;;T;N
"LogLevel";"LogTase";C;merchant;T;N
"Prefix";"Prefix";C;merchant;N;N
"Separator";"Separaator";C;merchant;T;N
"Days";"Päevi";C;merchant;T;N
"Hours";"Kuid";C;merchant;T;N
"Minutes";"Minuteid";C;merchant;T;N
"Analyze";"Analüüsi";C;merchant;T;N
"Optimize";"Optimiseeri";C;merchant;T;N
"Repair";"Paranda";C;merchant;T;N
"Troubleshooter";"Veaparandaja";C;merchant;T;N
"Info";"Info";C;;N;N
"Warning";"Hoiatus";C;;T;N
"Error";"Error";B;;N;N
"Critical";"Kriitiline";C;;T;N
"Send";"Saada";C;;T;N
"Attachments";"Lisad";B;;T;N
"Apply";"Rakenda";C;;T;N
"Signup";"Registreerumine";B;;T;N
"Theme";"Teema";B;;T;N
"Gadgets";"Vidinad";C;;T;N
"Wallpaper";"Taustapilt";C;;T;N
"Centered";"Keskel";C;;T;N
"Tiled";"Jupitatud";C;;T;N
"Stretched";"Venitatud";C;;T;N
"Position";"Positsioon";C;;T;N
"Yesterday";"Eile";B;;T;N
"Search";"Otsi";B;;T;N
"DD";"PP";C;;T;N
"MM";"KK";C;;T;N
"YYYY";"AAAA";C;;T;N
"Upload";"Lae üles";C;;T;N
"Subscript";"Subscript";C;;N;N
"Superscript";"Superscript";C;;N;N
"Indent";"Indent";C;;N;N
"Outdent";"Outdent";C;;N;N
"Unorderedlist";"Mittereastatud";C;;T;N
"Path";"Rada";C;;T;N
"XX-Small";"XX-väike";C;;T;N
"X-Small";"X-väike";C;;T;N
"Small";"Väike";C;;T;N
"Medium";"Keskmine";C;;T;N
"Large";"Suur";C;;T;N
"X-Large";"X-suur";C;;T;N
"XX-Large";"XX-suur";C;;T;N
"Never";"Mitte kunagi";C;;T;N
"Hidden";"Peidetud";C;;T;N
"Desktop";"Desktop";C;;N;N
"Sidebar";"Sidebar";C;;N;N
"Essential";"Oluline";C;;T;N
"News";"Uudised";B;;T;N
"Sports";"Sport";C;;T;N
"Lifestyle";"Elustiil";C;;T;N
"Technology";"Tehnoloogia";C;;T;N
"Politics";"Poliitika";C;;T;N
"of";"sellest";B;;T;N
"Help";"Abi";C;;T;N
"HelpDescription";"AbiKirjeldus";C;;T;N
"Download";"Allalaadimine";C;;T;N
"Comma";"Koma";C;;T;N
"Semicolon";"Semikoolon";C;;T;N
"Tab";"Tab";C;;N;N
"Server";"Server";C;;N;N
"Minimize";"Vähenda";C;;T;N
"Undock";"ära doki";C;;T;N
"Sending";"Saadan";C;;T;N
"Sent";"Saadetud";C;;T;N
"Logout";"Logi välja";B;;T;N
"(s)";"(s)";C;;N;N
"Content";"SISU";B;;T;N
"Sunday";"Pühapäev";B;;T;N
"Monday";"Esmaspäev";B;;T;N
"Tuesday";"Teisipäev";B;;T;N
"Wednesday";"Kolmapäev";B;;T;N
"Thursday";"Neljapäev";B;;T;N
"Friday";"Reede";B;;T;N
"Saturday";"Laupäev";B;;T;N
"January";"Jaanuar";C;;T;N
"February";"Veebruar";C;;T;N
"March";"Märts";C;;T;N
"April";"Aprill";C;;T;N
"May";"Mai";C;;T;N
"June";"Juuni";C;;T;N
"July";"Juuli";C;;T;N
"August";"August";C;;N;N
"September";"September";C;;N;N
"October";"Oktoober";C;;T;N
"November";"November";C;;N;N
"December";"Detsember";C;;T;N
"Mandatory";"Kohustuslik";C;;T;N
"Optional";"Valikuline";C;;T;N
"Number";"Number";B;;N;N
"Checkbox";"CheckBox";C;;N;N
"ListBox";"ListBox";C;;N;N
"Information";"Informatsioon";C;;T;N
"Previous";"Eelmine";C;;T;N
"Start";"Start";C;;N;N
"Maximize";"Suurenda";C;;T;N
"SCR";"SCR";S;merchant;N;N
"Translated";"Tőlgitud";B;;T;N
"Impressions:";"Impressioone:";S;;T;N
"Clicks:";"Klikke:";S;;T;N
"CTR:";"CTR:";S;affiliate;N;N
"Sales:";"Müüke:";S;affiliate;T;N
"Hide";"Peida";C;;T;N
"Get";"Saa";C;affiliate;T;N
"ExportFilesDescription";"EkspordiFaileKirjeldus";C;;T;N
"Languages";"Keeled";B;;T;N
"General";"üldine";B;merchant;T;N
"Logo";"Logo";C;merchant;N;N
"Activate";"Aktiveeri";C;;T;N
"Deactivate";"Deaktiveeri";C;;T;N
"Plugins";"Pluginad";C;;T;N
"Author";"Autor";B;;T;N
"Version";"versioon";B;;T;N
"Imported";"Imporditud";S;;T;N
"Operation";"Operatsioon";S;merchant;T;N
"Translation";"Tőlge";B;;T;N
"Module";"Moodul";S;;T;N
"or";"vői";S;;T;N
"ProxyServer";"ProxyServer";S;;N;N
"DirectLink";"DirectLink";C;affiliate;N;N
"Merchant";"Kaupmees";S;;T;N
"Source";"Allikas";S;merchant;T;N
"ChannelStatsReportDescription";"ChannelStatsReportDescription";C;affiliate;N;N
"Target";"Sihtmärk";C;;T;N
"Class";"Klass";C;;T;N
"Deprecated";"Ebasoovitav";C;;T;N
"Client";"Klient";C;;T;N
"Client+Server";"Klient+Server";C;;T;N
"Translations";"Tőlked";C;;T;N
"Update";"Uuenda";B;;T;N
"Done";"TEHTUD";S;;T;N
"About";"Meist";C;merchant;T;N
"Design";"Disain";C;;T;N
"Found";"Leitud";S;merchant;T;N
"Checking..";"Kontrollin..";C;affiliate;T;N
"subaffiliate(s)";"alamaffiliate";S;;T;N
"Brainstorming";"Ajurünnak";C;merchant;T;N
"ContactUs";"Kontakt";B;;T;N
"Row";"Rida";S;;T;N
"ConfigurationOverviewDesc";"";C;merchant;N;N
"TextBox";"TekstBox";C;;T;N
"IntegrationMethodsDescription";"IntegrationMethodsDescription";C;merchant;N;N
"Configure";"Konfigureeri";C;;T;N
"Countries";"Riigid";S;merchant;T;N
"Advanced";"Arendatud";B;merchant;T;N
"Admin";"Admin";S;merchant;N;N
"Features";"Funktsioonid";B;;T;N
"Finance";"Finants";C;;T;N
"Rule";"Reegel";S;;T;N
"Conditions";"Tingimused";S;merchant;T;N
"then";"siis";B;merchant;T;N
"ActionCommissionDescription";"ActionCommissionDescription";C;;N;N
"CpmCommissionDescription";"CpmCommissionDescription";C;;N;N
"Recurrence";"Korduvus";B;;T;N
"ClickCommissionDescription";"ClickCommissionDescription";C;merchant;N;N
"SaleCommissionDescription";"SaleCommissionDescription";C;merchant;N;N
"Privileges";"Privileegid";C;;T;N
"Users";"Kasutajad";C;;T;N
"here";"siin";S;affiliate;T;N
"State";"Maakond";B;merchant;T;N
"Zipcode";"Postiindeks";B;merchant;T;N
"Phone";"Telefon";B;merchant;T;N
"Fax";"Fax";B;merchant;N;N
"Unused";"Kasutamata";B;;T;N
"ICQ";"ICQ";B;merchant;N;N
"Skype";"Skype";B;merchant;N;N
"Moneybookers";"Moneybookers";B;;N;N
"Merchants";"Kaupmehed";B;;T;N
"Recurring";"Korduv";C;;T;N
"Referral";"Soovitaja";C;;T;N
"Chargeback";"Tagasimakse";C;;T;N
"MerchantsDescription";"MerchantsDescription";C;merchant;N;N
"Rank";"Rank";B;;N;N
"Quarterly";"Kvartaalselt";B;;T;N
"Semiannualy";"Poolaastati";B;;T;N
"Rotator";"Rotaator";C;;T;N
"RecurringCommissionsListDescription";"RecurringCommissionsListDescription";C;;N;N
"CPM";"CPM";B;;N;N
"IP";"IP";S;;N;N
"Tier";"Tase";S;;T;N
"Unknown";"Tundmatu";B;;T;N
"Id";"Id";B;;N;N
"Daily";"Päeviti";B;;T;N
"Weekly";"Nädalati";B;;T;N
"Monthly";"Kuu kaupa";B;;T;N
"Yearly";"Aastati";B;;T;N
"Value";"Väärtus";B;;T;N
"Approved";"Kinnitatud";B;;T;N
"Pending";"Ootel";B;;T;N
"payees";"maksjad";S;merchant;T;N
"Click";"Klikk";B;;T;N
"paid";"makstud";B;;T;N
"DONE";"VALMIS";S;;T;N
"Raw";"Kokku";B;;T;N
"Unique";"Unikaalseid";B;;T;N
"HEADER";"PäIS";S;merchant;T;N
"MENU";"MENüü";S;merchant;T;N
"CONTENT";"SISU";S;merchant;T;N
"FOOTER";"JALUS";S;merchant;T;N
"Fields";"Väljad";B;merchant;T;N
"in";"sees";S;merchant;T;N
"version";"versioon";S;;T;N
"Sale";"Müük";B;;T;N
"Lead";"Liid";C;merchant;T;N
"Action";"Tegevus";B;;T;N
"Unpaid";"Maksmata";B;;T;N
"New";"Uus";C;merchant;T;N
"none";"ühtegi";C;merchant;T;N
"impressions";"impressioone";C;merchant;T;N
"clicks";"klikke";C;merchant;T;N
"sales";"müüke";C;merchant;T;N
"Enabled";"Lubatud";C;merchant;T;N
"Disable";"Keela";C;;T;N
"Disabled";"Keelatud";C;;T;N
"Enable";"Luba";C;;T;N
"URL";"URL";B;;N;N
"Width";"Laius";B;merchant;T;N
"Height";"Kőrgus";B;merchant;T;N
"CheckBox";"CheckBox";C;merchant;N;N
"page";"leht";C;merchant;T;N
"delete";"kustuta";C;;T;N
"Back";"Tagasi";C;;T;N
"details";"detailid";B;;T;N
"Campaign:";"Kampaania:";S;merchant;T;N
"ReferralCommissionDescription";"ReferralCommissionDescription";C;merchant;N;N
"Test";"Test";S;;N;N
"Hostname";"Hostinimi";C;;T;N
"Directory";"Kataloog";C;;T;N
"Options";"Valikud";S;merchant;T;N
"Hover";"Hover";C;;N;N
"Newsletters";"Uudiskirjad";B;;T;N
"Other";"Muu";B;;T;N
"Undefined";"Defineerimata";B;;T;N
"(default)";"(vaikimisi)";S;;T;N
"FAQ";"KKK";S;;T;N
"Tour";"Tuur";S;;T;N
"Join";"Liitu";S;;T;N
"banners.";"bannerid.";S;merchant;T;N
"impressions,";"impressioonides,";S;merchant;T;N
"sales.";"müükides.";S;merchant;T;N
"Newsletter";"Uudiskiri";B;;T;N
"%s - Affiliate";"%s - Affiliate";S;affiliate;N;N
"User cannot be found";"User cannot be found";S;affiliate;N;N
"Email was successfully sent to merchant";"Email was successfully sent to merchant";S;affiliate;N;N
"Email notifications saved";"Email notifications saved";S;;N;N
"none active";"none active";S;;N;N
"per click";"per Click";B;;N;N
"per sale";"per Sale";B;;N;N
"Date added";"Date added";S;affiliate;N;N
"Failed to save %s field(s). Data with value '";"Failed to save %s field(s). Data with value '";S;affiliate;N;N
"Failed to save %s field(s)";"Failed to save %s field(s)";S;;N;N
"%s field(s) successfully saved";"%s field(s) successfully saved";S;;N;N
"Channel name";"Channel name";S;affiliate;N;N
"Pattern didn't matched the URL, check your pattern";"Pattern didn't matched the URL, check your pattern";S;affiliate;N;N
"Pattern matched the URL";"Pattern matched the URL";S;affiliate;N;N
"Error sending new direct link notification email to merchant: %s";"Error sending new direct link notification email to merchant: %s";S;affiliate;N;N
"Username (Email)";"Username (Email)";B;;N;N
"First name";"First Name";B;;N;N
"Last name";"Last Name";B;;N;N
"Referral ID";"Referral ID";B;;N;N
"I agree with terms & conditions";"I agree with terms & conditions";B;;N;N
"Terms & conditions";"Terms & conditions";B;;N;N
"Impressions raw/unique";"Impressions raw/unique";S;affiliate;N;N
"Clicks raw/unique";"Clicks raw/unique";S;affiliate;N;N
"CTR raw/unique";"CTR raw/unique";S;affiliate;N;N
"Sales count";"Sales count";S;;N;N
"Sales total";"Sales total";S;;N;N
"Extra data 1";"Extra data 1";B;;N;N
"Extra data 2";"Extra data 2";B;;N;N
"Cannot find invoice";"Cannot find invoice";S;;N;N
"Date of registration";"Date of registration";S;affiliate;N;N
"% in total sales";"% in total sales";S;affiliate;N;N
"% of total sales";"% of total sales";S;affiliate;N;N
"% of total commissions";"% of total commissions";S;affiliate;N;N
"Unique clicks";"Unique clicks";B;;N;N
"Total cost";"Total cost";B;;N;N
"Order ID";"Order ID";B;;N;N
"Product ID";"Product ID";B;;N;N
"Campaign Name";"Campaign name";S;;T;N
"Affiliate username";"Affiliate username";S;;N;N
"Recurring commison id";"Recurring commison id";S;;N;N
"Payout history id";"Payout history id";S;;N;N
"Click count";"Click count";S;;N;N
"First click time";"First click time";S;;N;N
"First click referer";"First click referer";S;;N;N
"First click ip";"First click ip";S;;N;N
"First click data 1";"First click data 1";S;;N;N
"First click data 2";"First click data 2";S;;N;N
"Last click time";"Last click time";S;;N;N
"Last click referer";"Last click referer";S;;N;N
"Last click ip";"Last click ip";S;;N;N
"Last click data 1";"Last click data 1";S;;N;N
"Last click data 2";"Last click data 2";S;;N;N
"Extra data 3";"Extra data 3";S;;N;N
"Extra data 4";"Extra data 4";S;;N;N
"Extra data 5";"Extra data 5";S;;N;N
"Merchant note";"Merchant note";B;;N;N
"Post Affiliate Pro";"Post Affiliate Pro";B;;N;N
"Banner name";"Banner name";S;merchant;N;N
"Banner preview";"Banner preview";S;merchant;N;N
"Target URL";"Target URL";B;;N;N
"Banner type";"Banner type";S;;N;N
"Html data is not defined";"Html data is not defined";S;;N;N
"File name is not defined";"File name is not defined";S;;N;N
"Banner with id '";"Banner with id '";S;;N;N
"Affiliate is not defined";"Affiliate is not defined";S;;N;N
"User is not affiliate";"User is not affiliate";S;;N;N
"Pdf saved";"Pdf saved";S;;N;N
"Path to save file '%s' not exist";"Path to save file '%s' not exist";S;;N;N
"Path to save file %s is null";"Path to save file %s is null";S;;N;N
"Unable to create file %s%s.pdf";"Unable to create file %s%s.pdf";S;;N;N
"Pdf output: %s";"Pdf output: %s";S;;N;N
"destination url";"destination url";S;;N;N
"status";"status";S;;N;N
"size";"size";S;;N;N
"User Id";"User Id";S;;N;N
"Payment date";"Payment date";S;;N;N
"Note to affiliate";"Note to affiliate";S;;N;N
"Fixed cost";"Fixed cost";B;;N;N
"Original currency ID";"Original currency ID";S;;N;N
"Original currency code";"Original currency code";S;;N;N
"Original currency rate";"Original currency rate";S;;N;N
"Original currency value";"Original currency value";S;;N;N
"System note";"System note";B;;N;N
"Country code";"Country code";S;;N;N
"Affiliate first name";"Affiliate first name";S;;N;N
"Affiliate last name";"Affiliate last name";S;;N;N
"Referrer URL";"Referrer URL";S;;N;N
"Sale count";"Sale count";S;;N;N
"Sale total cost";"Sale total cost";S;;N;N
"Sale commision";"Sale commision";S;;N;N
"3rd party cookie";"3rd party cookie";B;;N;N
"1st party cookie";"1st party cookie";B;;N;N
"Flash cookie";"Flash cookie";B;;N;N
"Forced parameter";"Forced parameter";B;;N;N
"IP address";"IP address";B;;N;N
"Default affiliate";"Default affiliate";B;;N;N
"Recurring commission";"Recurring commission";S;;N;N
"Channel ID";"Channel ID";S;;N;N
"Status does not have allowed value";"Status does not have allowed value";S;;N;N
"Selected username already exists";"Selected username already exists";S;;N;N
"Failed to change status for %s user(s)";"Failed to change status for %s user(s)";S;;N;N
"Status successfully changed for %s user(s)";"Status successfully changed for %s user(s)";S;;N;N
"First Name";"First Name";B;;N;N
"Last Name";"Last Name";B;;N;N
"Username must be valid email address";"Username must be valid email address";S;;N;N
"Title must be unique";"Title must be unique";S;affiliate;N;N
"Screen %s is in menu and thus can not be deleted";"Screen %s is in menu and thus can not be deleted";S;affiliate;N;N
"Rotator banner can not contain same banner twice";"Rotator banner can not contain same banner twice";S;;N;N
"Name of commission type attribute has to be unique";"Name of commission type attribute has to be unique";S;;N;N
"Action code must be unique in campaign";"Action code must be unique in campaign";S;;N;N
"Action name must be unique in campaign";"Action name must be unique in campaign";S;;N;N
"none active !";"none active !";S;;N;N
"per sale / lead";"per sale / lead";B;;N;N
"Coupon code must be unique";"Coupon code must be unique";S;;N;N
"Referral ID can contain only [a-zA-Z0-9_-] characters. %s given";"Referral ID can contain only [a-zA-Z0-9_-] characters. %s given";S;;N;N
"Selected parent affiliate does not exist";"Selected parent affiliate does not exist";S;;N;N
"Failed to invite %s %s";"Failed to invite %s %s";S;;N;N
"%s %s successfully invited";"%s %s successfully invited";S;;N;N
"%s successfully add";"%s successfully add";S;;N;N
"User is also in this or other commission group for this campaign";"User is also in this or other commission group for this campaign";S;;N;N
"user(s) in commission group";"user(s) in commission group";S;;N;N
"Affiliate tracking code";"Affiliate tracking code";B;;N;N
"Impressions (raw / unique)";"Impressions (raw / unique)";B;;N;N
"CTR (raw / unique)";"CTR (raw / unique)";B;;N;N
"Missing banner id";"Missing banner id";S;;N;N
"Banner Rotator";"Banner Rotator";B;;N;N
"Commission group";"commission group";S;;N;N
"Commission overview";"Commission overview";S;;N;N
"Count of affiliates";"Count of affiliates";B;;N;N
"Missing campaign id";"Missing campaign id";S;;N;N
"Failed to save %s field(s) in %s(s)";"Failed to save %s field(s) in %s(s)";S;;N;N
"commission group";"commission group";B;;N;N
"%s field(s) in %s(s) successfully saved";"%s field(s) in %s(s) successfully saved";S;;N;N
"Campaign name";"Campaign name";B;;N;N
"%s was successfully added";"%s was successfully added";S;;N;N
"Selected affiliate(s) status is changed";"Selected affiliate(s) status is changed";S;;N;N
"Failed to change status for selected affiliate(s)";"Failed to change status for selected affiliate(s)";S;;N;N
"Date joined";"Date joined";B;;N;N
"description";"description";S;;N;N
"maximum coupons per affiliate";"maximum coupons per affiliate";S;;N;N
"Status successfully set to selected coupon(s)";"Status successfully set to selected coupon(s)";S;;N;N
"Failed to set status selected coupon(s)";"Failed to set status selected coupon(s)";S;;N;N
"Coupon";"Coupon";B;;N;N
"Validity";"Validity";S;;N;N
"Coupon banner with id %s not exist";"Coupon banner with id %s not exist";S;;N;N
"unlimited";"unlimited";B;;N;N
"Create coupons";"Create coupons";S;;N;N
"User ID";"User ID";S;;N;N
"Valid from";"Valid from";B;;N;N
"Valid to";"Valid to";B;;N;N
"Limit use";"Limit use";B;;N;N
"Error during ";"Error during ";S;;N;N
"Coupons are successfully ";"Coupons are successfully ";S;;N;N
"Coupon assigment";"Coupon assigment";B;;N;N
"Coupons to each affiliate";"Coupons to each affiliate";S;;N;N
"Coupon codes";"Coupon codes";S;;N;N
"Enter valid %s";"Enter valid %s";B;;N;N
"Coupon format";"Coupon format";B;;N;N
"Number of coupons";"Number of coupons";B;;N;N
"Generate coupons";"Generate coupons";B;;N;N
"Generating coupons was stopped, because coupon format is too small";"Generating coupons was stopped, because coupon format is too small";S;;N;N
"Import coupons";"Import coupons";B;;N;N
"Importing coupons was stopped, because coupon code %s already exists";"Importing coupons was stopped, because coupon code %s already exists";S;;N;N
"Offline sale";"Offline sale";B;;N;N
"%s with id %s not exist";"%s with id %s not exist";S;;N;N
"Failed to assign coupon";"Failed to assign coupon";S;;N;N
"Coupon was successfully assigned";"Coupon was successfully assigned";S;;N;N
"CPM commissions not defined in campaign %s";"CPM commissions not defined in campaign %s";S;;N;N
"Forced matrix";"Forced matrix";S;;N;N
"Hover Banner";"Hover Banner";S;;N;N
"Enables hover (DIV on page) banner";"Enables hover (DIV on page) banner";S;;N;N
"Click here to see hover banner";"Click here to see hover banner";S;;N;N
"Where to display";"Where to display";B;;N;N
"Exchange rate";"Exchange rate";S;;N;N
"Failed to delete %s %s(s)";"Failed to delete %s %s(s)";S;;N;N
"%s %s(s) successfully deleted";"%s %s(s) successfully deleted";S;;N;N
"Could not delete logged %s";"Could not delete logged %s";S;merchant;N;N
"Failed to set default merchant";"Failed to set default merchant";S;merchant;N;N
"Default merchant changed";"Default merchant changed";S;merchant;N;N
"Page Peel Banner";"Page Peel Banner";S;;N;N
"Peelbanners are also known as magic corners or pagepeels. They are displayed as a small animated corner of the page and wakes the curiosity of most users. Only if the user moves his mouse onto, it peels impressively over the real homepage.";"Peelbanners are also known as magic corners or pagepeels. They are displayed as a small animated corner of the page and wakes the curiosity of most users. Only if the user moves his mouse onto, it peels impressively over the real homepage.";S;;N;N
"Key";"Key";S;;N;N
"Initialization vector";"Initialization vector";S;;N;N
"Key must be 16, 24 or 32 characters long";"Key must be 16, 24 or 32 characters long";S;;N;N
"Initialization vector must be 16 characters long";"Initialization vector must be 16 characters long";S;;N;N
"Encrypt codes saved";"Encrypt codes saved";S;;N;N
"Payout fields encryption";"Payout fields encryption";S;;N;N
"This features encrypts all payout field values that are stored to database. You have to configure password and initialization vector after feature activation. %s<br/>";"This features encrypts all payout field values that are stored to database. You have to configure password and initialization vector after feature activation. %s<br/>";S;;N;N
"Campaign id is missing";"Campaign id is missing";S;;N;N
"Private campaign";"Private campaign";S;;N;N
