source;translation;type;module;status;customer
"Target URL";"Target URL";B;;N;N
"Banner type";"Banner typ";S;;T;N
"Html data is not defined";"Html data kan inte definieras";S;;T;N
"File name is not defined";"Filnamn kan inte definieras";S;;T;N
"unknown";"Okänd";B;;T;N
"approved";"Godkänd";B;;T;N
"pending";"Väntande";B;;T;N
"User Id";"Användar Id";S;;T;N
"Payment date";"Betalningsdata";S;;T;N
"Username";"Användarnamn";B;;T;N
"Amount";"Belopp";B;;T;N
"Note to affiliate";"Meddelande till affiliate";S;;T;N
"Original currency ID";"Original valuta ID";S;;T;N
"Original currency rate";"Original valutakurs";S;;T;N
"Original currency value";"Original valutavärde";S;;T;N
"System note";"System- meddelande";B;;T;N
"Country code";"Landskod";S;;T;N
"Affiliate first name";"Affiliatens förnamn";S;;T;N
"Affiliate last name";"Affiliatens efternamn";S;;T;N
"3rd party cookie";"3:e part cookie";B;;T;N
"1st party cookie";"1:a part cookie";B;;T;N
"Flash cookie";"Flash cookie";B;;N;N
"Forced parameter";"Forced parameter";B;;N;N
"IP address";"IP adress";B;;T;N
"Default affiliate";"Standard affiliate";B;;T;N
"Url";"URL";B;;N;N
"Note";"Meddelande";B;;T;N
"Status does not have allowed value";"Status har inte tillåtet värde";S;;T;N
"Selected username already exists";"Det valda användarnamnet finns redan";S;;T;N
"Failed to change status for %s user(s)";"Misslyckades att ändra status för %s användare";S;;T;N
"Status successfully changed for %s user(s)";"Statusen har ändrats för %s användare";S;;T;N
"Password";"Lösenord";B;;T;N
"Title must be unique";"Titeln måste vara unik";S;affiliate;T;N
"Selected parent affiliate does not exist";"Den valda parent affiliate finns inte";S;;T;N
"Failed loading file %s with error: %s";"Misslyckades att ladda filen %s med fel: %s";S;;T;N
"Merchant - New User Signup";"Köpare - Registrering av ny användare";B;merchant;T;N
"New user signed up";"Registrering av ny användare";B;merchant;T;N
"Email subject";"E-mail meddelande";S;merchant;T;N
"Email text";"E-mail text";S;merchant;T;N
"Merchant - Affiliate filled Contact us form";"Manager - Affiliate har fyllt i kontaktformulär";B;merchant;T;N
"Affiliate filled Contact us form";"Affiliate har fyllt i kontaktformulär";B;merchant;T;N
"Merchant - New Sale / Lead";"Manager - Nytt köp / potentiell kund";B;merchant;T;N
"New sale / lead";"Nytt köp/ potentiell kund";B;;T;N
"Affiliate - New User Signup Approved";"Affiliate - Ny Användare  Registrering Godkänd ";B;;T;N
", welcome to our affiliate program";", Välkommen till vårt affiliate program";B;;T;N
"Affiliate - New User Signup Before Approval";"Affiliate - Ny Användare Registrera dig Innan Godkännande";B;;T;N
"Paid amount";"Betalat belopp";S;;T;N
"Paid currency";"Betalad valuta";S;;T;N
"Payout method";"Betalningsmetod";B;;T;N
"Affiliate - On payout";"Affiliate - Under utbetalning";B;;T;N
"Your commissions";"Din provision";B;;T;N
"Affiliate - New Subaffiliate Sale / Lead";"Affiliate - Nytt Subaffiliate köp/ potentiell kund";B;affiliate;T;N
"New subaffiliate sale / lead";"Nytt subaffiliate köp / potentiell kund";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"Affiliate - Ny Subaffiliate registrering";B;affiliate;T;N
"New subaffiliate signed up";"Ny Subaffiliate registrering";B;affiliate;T;N
"VAT percentage";"VAT procent ";B;;T;N
"VAT number";"VAT nummer";B;;T;N
"Registration number";"Registreringsnummer";B;;T;N
"VAT part";"VAT del";B;;T;N
"Payment incl. VAT";"Betalning inkl. VAT";B;;T;N
"Payment excl. VAT";"Betalning exkl. VAT";B;;T;N
"Affiliate - On VAT payout";"Affiliate - Under VAT utbetalning";B;;T;N
"Transaction ID";"Transaktions-ID";B;;T;N
"TotalCost";"Total kostnad";S;;T;N
"Campaign ID";"Kampanj ID";S;;T;N
"Referer URL";"Hänvisande url";S;;T;N
"First click - time";"Första klick - tid";S;;T;N
"First click - referer";"Första klick - hänvisare";S;;T;N
"First click - IP";"Första klick - IP";S;;T;N
"First click - data1";"Första klick - data1";S;;T;N
"First click - data2";"Första klick - data2";S;;T;N
"Last click - time";"Sista klick - tid";S;;T;N
"Last click - referer";"Sista klick - hänvisare";S;;T;N
"Last click - IP";"Sista klick - IP";S;;T;N
"Last click - data1";"Sista klick - data1";S;;T;N
"Last click - data2";"Sista klick - data2";S;;T;N
"Transaction data1";"Transaktion data1";S;;T;N
"Transaction data2";"Transaktion data2";S;;T;N
"Transaction data3";"Transaktion data3";S;;T;N
"Transaction data4";"Transaktion data4";S;;T;N
"Transaction data5";"Transaktion data5";S;;T;N
"Note to merchant";"Meddelande till manager";S;;T;N
"Original currency";"Ursprunglig valuta";S;;T;N
"Banner does not exist";"Banner existerar inte";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"Server fel: Okänd typ angiven för BannerForm._spara()";S;merchant;T;N
"Banner was saved";"Banner sparades";S;merchant;T;N
"Imps";"Imps";S;merchant;N;N
"Clicks";"Klick";B;;T;N
"CTR";"CTR";S;;N;N
"Order";"Order";B;merchant;N;N
"BannersImportExportDescription";"Banners definitioner - notera att detta enbart importerar/exporterar definitionerna, inte fysiska bilder eller filer";B;merchant;T;N
"Campaign does not exist";"Kampanj existerar inte";S;merchant;T;N
"Campaign capping saved";"Kampanjtak sparat";S;merchant;T;N
"Number of transactions in 'Active until' campaign validity has to be set";"Antal transaktioner i ""aktiv tills"" kampanjens giltighet måste anges";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"Det saknas Från och Till datum för 'Aktiv i datumintervall' kampanjens giltighet ";S;merchant;T;N
"Commission successfully computed";"Kommissionen har framgångsrikt beräknats";S;merchant;T;N
"User is not valid!";"Användaren är icke giltig!";S;merchant;T;N
"Campaign is not valid!";"Kampanjen är inte giltig!";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"Transaktionstyp är inte giltig eller finns inte i denna kampanj!  ";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"Kan inte känna igen provisionsgrupp för användare i denna kampanj!  ";S;merchant;T;N
"Error getting commission settings!";"Fel i inhämtande av provisionsinställningar!";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"Fel i provisionsprocent, du måste definiera total kostnad! ";S;merchant;T;N
"You cannot deactivate default campaign";"Du kan inte desaktivera standardkampanj  ";S;merchant;T;N
"You cannot delete default campaign";"Du kan inte radera standardkampanj  ";S;merchant;T;N
"Default";"Standard";B;;T;N
"per sale / lead";"per köp/ potentiell kund";B;;T;N
"CampaignsImportExportDescription";"Kampanjer och deras inställningar för provisionsbelopp";B;merchant;T;N
"loadCommissionGroups: campaignId is empty";"laddaProvisionsGrupp: kampanj Id är tom";S;merchant;T;N
"Campaign ID cannot be empty!";"Kampanj ID kan inte vara tom!";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"Provisionstyp ID (ID) kan inte vara tom!";S;merchant;T;N
"CommissionGroupId cannot be empty!";"Provisionsgrupp ID kan inte vara tom! ";S;merchant;T;N
"Commission type does not exist";"Provisionstyp existerar inte";S;merchant;T;N
"Commissions saved successfully";"Provision sparades rätt";S;merchant;T;N
"Field 'type' does not exist";"""Fälttyp"" finns inte ";S;merchant;T;N
"Failed to change status";"Misslyckades att ändra status ";S;merchant;T;N
"Status successfully changed";"Status ändrades riktigt";S;merchant;T;N
"CommissionsImportExportDescription";"Provision (transaktioner, order) registrerade av systemet";B;merchant;T;N
"Affiliate screen";"Affiliate skärm";S;merchant;T;N
"Affiliate panel menu saved";"Affiliate panelmeny sparad";S;merchant;T;N
"Error changing default theme";"Fel när standardtema sparades";S;merchant;T;N
"Default theme changed";"Standardtema sparades";S;merchant;T;N
"Program name and logo saved";"Programnamn och logo sparade";S;merchant;T;N
"Affiliate signup settings saved";"Inställningar för Affiliate registrering sparades";S;merchant;T;N
"Banner format successfully saved";"Banner format sparades riktigt";S;merchant;T;N
"Cookies settings saved";"Cookies inställningar sparade";S;merchant;T;N
"Symbol";"Symbol";B;;N;N
"Precision";"Precision";B;;N;N
"Where to display";"Var visa";B;;T;N
"Exchange rate";"Växelkurs";S;;T;N
"NEW";"Ny";B;;T;N
"Currency";"Valuta";B;;T;N
"Fraud protections saved";"Bedrägeriskydd sparas";S;merchant;T;N
"Logging saved";"Loggning sparad";S;merchant;T;N
"Parameter names saved";"Parameternamn sparade";S;merchant;T;N
"Tracking saved";"Tracking sparade";S;merchant;T;N
"URLs & Directories saved";"URLs & Kataloger sparade";S;merchant;T;N
"Affiliates successfully paid";"Affiliates har betalats med framgång";S;merchant;T;N
"Email";"Email";B;;N;N
"VAT";"VAT";S;merchant;N;N
"To pay";"Betala";S;merchant;T;N
"Declined";"Nekad";B;;T;N
"Minimum payout";"Minsta utbetalning";S;merchant;T;N
"Payout data";"Uppgifter för utbetalning";B;merchant;T;N
"N/A";"N/A";S;merchant;N;N
"New payout option";"Nytt utbetalningsalternativ";S;merchant;T;N
"New payout option %s";"Nytt utbetalningsalternativ %s";S;merchant;T;N
"Payout option";"Utbetalningsalternativ";S;merchant;T;N
"Payout history";"Utbetalningshistorik";S;merchant;T;N
"Date paid";"Betalningsdatum";S;merchant;T;N
"Payees";"Betalningsmottagare";S;merchant;T;N
"Total amount";"Totalt belopp";S;merchant;T;N
"Affiliate note";"Affiliate anteckning";B;merchant;T;N
"payee";"Betalningsmottagare";S;merchant;T;N
"Date";"Datum";B;;T;N
"Data 1";"Data 1";B;merchant;N;N
"Data 2";"Data 2";B;merchant;N;N
"Clicks raw";"Raw klick";S;;T;N
"Clicks unique";"Unika klick";S;;T;N
"Raw clicks older than %s are deleted";"Raw klick äldre än %s är raderade";S;merchant;T;N
"Failed to delete raw clicks";"Kunde inte radera raw klick";S;merchant;T;N
"Impressions raw";"Raw visningar";S;;T;N
"Impressions unique";"Unika visningar";S;;T;N
"Sales count";"Räkning av köp";S;;T;N
"Table name";"Tabellnamn";S;merchant;T;N
"Records";"Uppgifter";S;merchant;T;N
"Total size";"Total storlek";S;merchant;T;N
"Data size";"Total data";S;merchant;T;N
"Index size";"Index storlek";S;merchant;T;N
"Transaction";"Transaktion";B;;T;N
"Payout status";"Payout status";B;merchant;N;N
"Data 3";"Data 3";B;merchant;N;N
"Data 4";"Data 4";B;merchant;N;N
"Data 5";"Data 5";B;merchant;N;N
"Tracked by";"Spårad av";B;merchant;T;N
"Time";"Tid ";B;;T;N
"Click data 1";"Klick data 1";B;merchant;T;N
"Click data 2";"Klick data 2";B;merchant;T;N
"unpaid";"Obetald";B;;T;N
"Username must be valid email address";"Användarnamn måste vara giltig e-mailadress";S;;T;N
"You have to agree with terms & conditions";"Du måste godkänna regler och villkor";B;;T;N
"is mandatory";"är obligatoriskt";B;;T;N
"Payout settings saved";"Utbetalningsinställningar sparade";S;merchant;T;N
"Affiliate details";"Affiliate detaljer";B;merchant;T;N
"Date joined";"Medlemskap påbörjat";B;;T;N
"Date approved";"Medlemskap accepterat";B;merchant;T;N
"Parent";"Parent";S;merchant;N;N
"Firstname";"Förnamn";B;;T;N
"Lastname";"Efternamn";B;;T;N
"Parent ID";"Parent ID";S;merchant;N;N
"Parent username";"Parent användarnamn";S;merchant;T;N
"Parent first name";"Parent förnamn";S;merchant;T;N
"Parent last name";"Parent efternamn";S;merchant;T;N
"AffiliatesImportExportDescription";"Affiliatedata - du kan använda det för att ladda upp nya affiliates till systemet";B;merchant;T;N
"Status successfully set to selected url(s)";"Status inställt till utvalda url";S;merchant;T;N
"Failed to set status selected url(s)";"Status kunde inte ställas in till utvalda url";S;merchant;T;N
"Commission group";"Provisionsgrupp ";B;;T;N
"Commision group";"Provisionsgrupp ";S;merchant;T;N
"Selected commission group(s) are changed";"Valda provisionsgrupper har ändrats";S;merchant;T;N
"Changes saved";"Ändringar sparade";S;;T;N
"Application Name";"Post Affiliate Pro";S;;N;N
"New password URL";"Nytt lösenord URL";S;;T;N
"Request valid until";"Begäran gäller till";S;;T;N
"Request new password";"Begär nytt lösenord";B;;T;N
"Wrong username/password";"Fel användarnamn / lösenord";S;;T;N
"Select account";"Välj konto";B;;T;N
"Authentication failed";"Autentisering misslyckades";S;;T;N
"User authenticated. Logging in.";"Användaren autentiseras. Loggar in";S;;T;N
"You entered invalid security code";"Du har angett ogiltig säkerhetskod";S;;T;N
"You entered invalid username";"Du har angett ogiltiga användarnamn";S;;T;N
"Within a few minutes you will receive instruction on how to reset you password.";"Inom några minuter får du instruktioner om hur du återställer ditt lösenord.";S;;T;N
"Your password was changed. Go back to login dialog and login.";"Ditt lösenord har ändrats. Gå tillbaka till inloggningsrutan och logga in.";S;;T;N
"Logout error";"Utloggningsfel";S;;T;N
"Logout successful";"Framgångsrik utloggning";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"Ogiltig lösenordsbegäran. Du måste begära nytt lösenord igen innan du försöker skriva in lösenord.";S;;T;N
"User account not approved yet";"Användarkonto har inte godkänts ännu";S;;T;N
"File to export is not defined";"Filen som ska exporteras kan inte identifieras";S;;T;N
"Unsupported";"Inte stödd";S;;T;N
"Import file is not defined";"Importerad fil definieras inte ";S;;T;N
"Export data";"Exportera data";B;;T;N
"Data was successfully exported to file %s";"Data har exporterats till filen%s";S;;T;N
"File name";"Filnamn";B;;T;N
"Modules";"Moduler ";S;;T;N
"Size";"Storlek";S;;T;N
"Could not create account. (%s)";"Kunde inte skapa konto. (%s)";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Katalogen %s är ​​inte skrivbar av webserverns användare. Ta bort den eller ställ in skrivrättigheter.";S;;T;N
"Failed to delete %s filter(s)";"Misslyckades att radera %s filter";S;;T;N
"%s filter(s) successfully deleted";"%s filter raderades framgångsrikt";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"Misslyckades med att ladda standard mailkonto. Vänligen kolla dina mail-inställningar";S;;T;N
"View name must be unique";"Visningsnamn måste vara unikt";S;;T;N
"Maximum length of %s in %s is %s";"Maximal längd av %s i %s är %s";S;;T;N
"Relation constraint";"Begränsad koppling";S;;T;N
"must be unique";"måste vara unik";S;;T;N
"Error changing theme";"Fel vid ändring av tema";S;;T;N
"Theme changed";"Tema ändrat";S;;T;N
"Failed to delete %s wallpaper(s)";"Misslyckades med att radera %s wallpaper";S;;T;N
"%s wallpaper(s) successfully deleted";"%s wallpaper raderades med framgång";S;;T;N
"Failed to save wallpaper with error %s";"Wallpaper sparades inte på grund av fel %s";S;;T;N
"Wallpaper saved.";"Wallpaper sparades";S;;T;N
"Side bar saved";"Side bar sparad";S;;T;N
"Windows saved";"Fönster sparades";S;;T;N
"Quick Launch saved";"Quick Launch sparad";S;;T;N
"File does not exist";"Filen existerar inte";S;;T;N
"File was successfully uploaded";"Filen laddades upp med framgång";S;;T;N
"Unsupported gadget";"Icke giltig gadget";S;;T;N
"Gadget";"Gadget";S;;N;N
"Gadget added";"Gadget tillagd ";S;;T;N
"Failed to close gadget";"Gadget kunde inte stängas";S;;T;N
"Gadget successfully closed";"Gadget stängdes ";S;;T;N
"Docking";"Docking";S;;N;N
"Gadgets saved";"Gadgets sparade";S;;T;N
"Create Account";"Skapa konto";B;;T;N
"Account is already created.";"Konto har redan skapats";S;;T;N
"Create Database";"Skapa databas";B;;T;N
"Could not create database. %s";"Kunde inte skapa databas. %s";S;;T;N
"doesnt exist's";"existerar inte";S;;T;N
"Internal error";"Internt fel";B;;T;N
"Error during database creation.";"Fel under skapandet av databasen";S;;T;N
"OK";"OK";B;;N;N
"Failed to read headers of CSF file %s";"Kunde inte läsa headers i CSF filen %s";S;;T;N
"Could not change permissions %s";"Kunde inte ändra behörighet %s";S;;T;N
"Could not open file";"Kunde inte öppna filen";S;;T;N
"Could not read file";"Kunde inte läsa fil";S;;T;N
"Rewind unsupported in this file stream";"Bakåt stöds inte i detta filflöde";S;;T;N
"File %s does not exist.";"Fil %s existerar inte";S;;T;N
"Failed to read file %s";"Misslyckades att läsa filen %s";S;;T;N
"Could not create directory %s";"Kunde inte skapa katalog %s";S;;T;N
"Could not open language file %s";"Kunde inte öppna språkfil %s";S;;T;N
"Level";"Nivå";S;;T;N
"Message";"Meddelande";B;;T;N
"File";"Fil";S;;T;N
"Line";"Rad";B;;T;N
"Group ID";"Grupp ID";S;;T;N
"Log event";"Logghändelse";S;;T;N
"Event(s) are deleted";"Händelser är raderade";S;;T;N
"No event(s) to delete";"Inga händelser är raderade";S;;T;N
"Debug event(s) are deleted";"Debug händelser har raderats";S;;T;N
"No debug event(s) to delete";"Inga debug händelser har raderats";S;;T;N
"Mail Account Name";"Namn på mailkonto";S;;T;N
"From Name";"Från Namn";B;;T;N
"From Email";"Från E-mail";S;;T;N
"Use SMTP protocol";"Använd SMTP protokoll";S;;T;N
"SMTP Server";"SMTP Server";B;;N;N
"SMTP Port";"SMTP Port";B;;N;N
"SMTP Authentication";"SMTP Autentisering";S;;T;N
"Use SSL connection";"Use SSL anslutning";S;;T;N
"SMTP Username";"SMTP Användarnamn ";S;;T;N
"Is default mail account";"Är standardmailkonto ";S;;T;N
"Yes";"Ja";B;;T;N
"No";"Nej ";B;;T;N
"Email account test mail";"Emailkonto testmail";B;;T;N
"Default Mail Account";"Standardmailkonto ";S;;T;N
"Email settings saved";"Email inställningar sparade ";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Testmail schemalagt, kolla utkorgen om det skickades.";S;;T;N
"Failed to restart %s row(s)";"Kunde inte starta om %s row(s)";S;;T;N
"%s row(s) successfully restarted";"%s row(s) startades om med framgång";S;;T;N
"To recipients";"Till mottagare";S;;T;N
"Mail subject";"Mail Ämne";S;;T;N
"Scheduled at";"Schemalagd till";S;;T;N
"Last retry";"Senaste försök";S;;T;N
"Retry number";"Ange nummer igen";S;;T;N
"Error message";"Felmeddelande";S;;T;N
"Account name";"Kontonamn";B;;T;N
"Server Date";"Server datum";S;;T;N
"Server Time";"Server tid";S;;T;N
"Recipients empty";"Mottagare tom";S;;T;N
"Body of mail not specified";"Mailets innehåll kan inte specifieras";S;;T;N
"From address is empty";"Från adrressen är tom";S;;T;N
"Failed to init mail headers";"Kunde inte föra in mail headers";S;;T;N
"Email transfer method error";"E-postöverföringsmetod fel";S;;T;N
"Application Title";"Post Affiliate Pro";S;;N;N
"Failed to save settings with error %s";"Misslyckades att spara ändringar med fel %s";S;;T;N
"Proxy server settings saved.";"Proxy server inställningar sparade";S;;T;N
"Failed to load proxy server settings.";"Kunde inte ladda proxy server inställningar";S;;T;N
"Pdf saved";"Pdf sparad";S;;T;N
"Path to save file '%s' not exist";"Väg för att spara fil '%s' existerar inte";S;;T;N
"Path to save file %s is null";"Väg för att spara fil %s är null";S;;T;N
"Unable to create file %s%s.pdf";"Kan inte skapa filen %s%s.pdf";S;;T;N
"Pdf output: %s";"Pdf utgång: %s";S;;T;N
"Role";"Roll";B;;T;N
"Logged in";"Inloggad";S;;T;N
"Last Request";"Senaste förfrågan";S;;T;N
"entries";"Poster";S;;T;N
"SettingsImportExportDescription";"Alla system inställningar";B;;T;N
"Undefined table name";"Odefinierat tabellnamn";S;;T;N
"Undefined $option";"Odefinierad $ alternativ";S;;T;N
"Table alias must by defined";"Tabell alias måste definieras";S;;T;N
"equals";"Lika";S;;T;N
"not equals";"Inte lika";S;;T;N
"is like";"är som";S;;T;N
"is not like";"är inte som";S;;T;N
"is greater";"är större";S;;T;N
"is lower";"är lägre";S;;T;N
"is greater or equal";"är större eller lika";S;;T;N
"is lower or equal";"är lägre eller lika";S;;T;N
"is";"är";S;;T;N
"is in";"är i";S;;T;N
"Template";"Mall";S;;T;N
"Unable to save template '%s'";"Det går inte att spara mallen '%s'";S;;T;N
"Template '%s' saved";"Mallen  '%s' är sparad";S;;T;N
"Filter does not exist";"Filter finns inte";S;;T;N
"Filter saved";"Filter har sparats";S;;T;N
"Filter added";"Filter tillagt";S;;T;N
"Field";"Fält";S;;T;N
"Code";"Kod";B;;T;N
"New field";"Nytt fält";S;;T;N
"Can not create field";"Kan inte skapa fält";S;;T;N
"Failed to delete %s row(s)";"Det gick inte att ta bort rad";S;merchant;T;N
"%s row(s) successfully deleted";"%s rader har tagits bort framgångsrikt";S;merchant;T;N
"Active view changed";"Aktiv visning har förändrats";S;;T;N
"Error while changing active view";"Fel uppstod medan aktiv visning ändrades";S;;T;N
"View does not exist";"Visning finns inte";S;;T;N
"Default view can not be modified";"Standard visning kan inte modifieras";S;;T;N
"Error while saving view ";"Fel uppstod när visningen sparades";S;;T;N
"Default view can not be deleted";"Standard visning kan inte raderas";S;;T;N
"Error while deltting view";"Fel uppstod när visningen raderades";S;;T;N
"View deleted";"Se raderade";S;;T;N
"View %s saved";"Se %s sparade";S;;T;N
"Recommended";"Rekommenderade";S;;T;N
"Current";"Tillfälliga";S;;T;N
"Choose Language";"Välj språk";S;;T;N
