source;translation;type;module;status;customer
"% of total commissions";"% общих комиссий";S;affiliate;T;N
"Commission";"Комиссия";B;;T;N
"Total cost";"Общая стоимость";B;;T;N
"Order ID";"ID заказа";B;;T;N
"Product ID";"ID товара";B;;T;N
"Created";"Создан";B;;T;N
"Campaign Name";"Название кампании";B;;T;N
"Type";"Тип";B;;T;N
"Affiliate username";"Имя пользователя партнера";S;;T;N
"Paid";"оплачен";B;;T;N
"Ip";"IP";S;;T;N
"Referer";"Реферер";B;;T;N
"Recurring commison id";"ID повторяющейся комиссии";S;;T;N
"Payout history id";"ID истории выплат";S;;T;N
"Click count";"Количество кликов";S;;T;N
"First click time";"Время первого клика";S;;T;N
"First click referer";"Реферер первого клика";S;;T;N
"First click ip";"IP-адрес первого клика";S;;T;N
"First click data 1";"Данные первого клика 1";S;;T;N
"First click data 2";"Данные первого клика 2";S;;T;N
"Last click time";"Время последнего клика";S;;T;N
"Last click referer";"Реферер последнего клика";S;;T;N
"Last click ip";"IP-адрес последнего клика";S;;T;N
"Last click data 1";"Данные последнего клика 1";S;;T;N
"Last click data 2";"Данные последнего клика 2";S;;T;N
"Extra data 1";"Дополнительные данные 1";B;;T;N
"Extra data 2";"Дополнительные данные 2";B;;T;N
"Extra data 3";"Дополнительные данные 3";S;;T;N
"Extra data 4";"Дополнительные данные 4";S;;T;N
"Extra data 5";"Дополнительные данные 5";S;;T;N
"Merchant note";"Заметки продавца";B;;T;N
"Banner name";"Название баннера";S;merchant;T;N
"Banner preview";"Предварительный просмотр баннера";S;merchant;T;N
"Campaign";"Кампания";B;;T;N
"Target URL";"URL-адрес получателя";B;;T;N
"Banner type";"Тип баннера";S;;T;N
"Html data is not defined";"HTML данные не указаны";S;;T;N
"File name is not defined";"Название файла не указано";S;;T;N
"unknown";"Неизвестно";B;;T;N
"approved";"Одобрено";B;;T;N
"pending";"На рассмотрении";B;;T;N
"User Id";"ID пользователя";S;;T;N
"Payment date";"Дата оплаты";S;;T;N
"Username";"Имя пользователя";B;;T;N
"Amount";"Сумма";B;;T;N
"Note to affiliate";"Заметка для партнера";S;;T;N
"Original currency ID";"ID первоначальной валюты";S;;T;N
"Original currency rate";"Курс первоначальной валюты";S;;T;N
"Original currency value";"Значение первоначальной валюты";S;;T;N
"System note";"Заметка системы";B;;T;N
"Country code";"Код страны";S;;T;N
"Affiliate first name";"Имя партнера";S;;T;N
"Affiliate last name";"Фамилия партнера";S;;T;N
"3rd party cookie";"Внешний файл cookie";B;;T;N
"1st party cookie";"Собственный файл cookie";B;;T;N
"Flash cookie";"Файл Flash cookie";B;;T;N
"Forced parameter";"Принудительный параметр";B;;T;N
"IP address";"IP-адрес";B;;T;N
"Default affiliate";"Партнер по умолчанию";B;;T;N
"Url";"URL-адрес";B;;T;N
"Note";"Примечание";B;;T;N
"Status does not have allowed value";"Статус не имеет разрешенных значений";S;;T;N
"Selected username already exists";"Выбранное имя пользователя уже существует";S;;T;N
"Failed to change status for %s user(s)";"Не удалось изменить статус пользователя %s";S;;T;N
"Status successfully changed for %s user(s)";"Статус пользователя %s успешно изменен";S;;T;N
"Password";"Пароль";B;;T;N
"Title must be unique";"Название должно быть уникальным";S;affiliate;T;N
"Selected parent affiliate does not exist";"Выбранный родительский партнер не существует";S;;T;N
"Failed loading file %s with error: %s";"Не удалось загрузить файл %s из-за ошибки: %s";S;;T;N
"Merchant - New User Signup";"Продавец - Регистрация нового пользователя";B;merchant;T;N
"New user signed up";"Новый пользователь зарегистрирован";B;merchant;T;N
"Email subject";"Тема сообщения";S;merchant;T;N
"Email text";"Текст сообщения";S;merchant;T;N
"Merchant - Affiliate filled Contact us form";"Продавец - Партнер заполнил форму обратной связи";B;merchant;T;N
"Affiliate filled Contact us form";"Партнер заполнил форму обратной связи";B;merchant;T;N
"Merchant - New Sale / Lead";"Продавец - Новая продажа / зацепка";B;merchant;T;N
"New sale / lead";"Новая продажа / зацепка";B;;T;N
"Affiliate - New User Signup Approved";"Партнер - Регистрация нового пользователя одобрена";B;;T;N
", welcome to our affiliate program";", добро пожаловать в нашу партнерскую программу";B;;T;N
"Affiliate - New User Signup Before Approval";"Партнер - Регистрация нового пользователя до одобрения";B;;T;N
"Paid amount";"Заплаченная сумма";S;;T;N
"Paid currency";"Валюта оплаты";S;;T;N
"Payout method";"Метод выплаты";B;;T;N
"Affiliate - On payout";"Партнер - После выплаты";B;;T;N
"Your commissions";"Ваша комиссия";B;;T;N
"Affiliate - New Subaffiliate Sale / Lead";"Партнер - Новые продажи / зацепки субпартнеров";B;affiliate;T;N
"New subaffiliate sale / lead";"Новые продажи / зацепки субпартнеров";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"Партнер - Регистрация нового субпартнера";B;affiliate;T;N
"New subaffiliate signed up";"Новый субпартнер зарегистрирован";B;affiliate;T;N
"VAT percentage";"Процент НДС";B;;T;N
"VAT number";"Номер плательщика НДС";B;;T;N
"Registration number";"Регистрационный номер";B;;T;N
"VAT part";"Часть НДС";B;;T;N
"Payment incl. VAT";"Платеж, включая НДС";B;;T;N
"Payment excl. VAT";"Платеж без НДС";B;;T;N
"Affiliate - On VAT payout";"Партнер - Выплата НДС";B;;T;N
"Transaction ID";"ID трансакции";B;;T;N
"TotalCost";"Общая стоимость";S;;T;N
"Campaign ID";"ID кампании";S;;T;N
"Referer URL";"URL-адрес реферера";S;;T;N
"First click - time";"Первый клик - время";S;;T;N
"First click - referer";"Первый клик - реферер";S;;T;N
"First click - IP";"Первый клик - IP адрес";S;;T;N
"First click - data1";"Первый клик - данные1";S;;T;N
"First click - data2";"Первый клик - данные2";S;;T;N
"Last click - time";"Последний клик - время";S;;T;N
"Last click - referer";"Последний клик - реферер";S;;T;N
"Last click - IP";"Последний клик - IP-адрес";S;;T;N
"Last click - data1";"Последний клик - данные1";S;;T;N
"Last click - data2";"Последний клик - данные2";S;;T;N
"Transaction data1";"Транзакция - данные1";S;;T;N
"Transaction data2";"Транзакция - данные2";S;;T;N
"Transaction data3";"Транзакция - данные3";S;;T;N
"Transaction data4";"Транзакция - данные4";S;;T;N
"Transaction data5";"Транзакция - данные5";S;;T;N
"Note to merchant";"Заметка для продавца";S;;T;N
"Original currency";"Первоначальная валюта";S;;T;N
"Banner does not exist";"Баннер не существует";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"Ошибка сервера: Неизвестный тип выдан для BannerForm._save()";S;merchant;T;N
"Banner was saved";"Баннер сохранен";S;merchant;T;N
"Imps";"Показы";S;merchant;T;N
"Clicks";"Клики";B;;T;N
"CTR";"CTR";S;;T;N
"Order";"Заказ";B;merchant;T;N
"BannersImportExportDescription";"Определения баннеров - примите во внимание, что импортируются и экспортируются только определения, а не сами файлы изображений";B;merchant;T;N
"Campaign does not exist";"Такой кампании не существует";S;merchant;T;N
"Campaign capping saved";"Ограничения кампании сохранены";S;merchant;T;N
"Number of transactions in 'Active until' campaign validity has to be set";"В сроке действия кампании (в графе Активна до"") нужно установить количество транзакций""";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"В сроке действия кампании (в графе Активна в промежутке"") отсутствуют даты ""От"" и ""До""""";S;merchant;T;N
"User is not valid!";"Пользователь недействителен!";S;merchant;T;N
"Campaign is not valid!";"Кампания недействительна!";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"Тип транзакции недействителен или не существует в данной кампании!";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"Не удается распознать группу комиссий для этого пользователя в кампании!";S;merchant;T;N
"Error getting commission settings!";"Ошибка при получении настроек комиссий!";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"Ошибка, для комиссий в процентах вы должны установить Общую стоимость!";S;merchant;T;N
"You cannot deactivate default campaign";"Вы не можете деактивировать кампанию по умолчанию";S;merchant;T;N
"You cannot delete default campaign";"Вы не можете удалить кампанию по умолчанию";S;merchant;T;N
"Default";"По умолчанию";B;;T;N
"per sale / lead";"за продажу / зацепку";B;;T;N
"CampaignsImportExportDescription";"Кампании и настройки величины комиссий";B;merchant;T;N
"loadCommissionGroups: campaignId is empty";"Загрузка групп комиссий: поле ID кампании пусто";S;merchant;T;N
"Campaign ID cannot be empty!";"Поле ID кампании не может быть пустым!";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"Поле ID типа комиссий не может быть пустым!";S;merchant;T;N
"CommissionGroupId cannot be empty!";"Поле ID группы комиссий не может быть пустым!";S;merchant;T;N
"Commission type does not exist";"Тип комиссий не существует";S;merchant;T;N
"Field 'type' does not exist";"Поле 'тип' не существует";S;merchant;T;N
"Failed to change status";"Не удалось изменить статус";S;merchant;T;N
"Status successfully changed";"Статус успешно изменен";S;merchant;T;N
"CommissionsImportExportDescription";"Комиссии (транзакции, заказы), зафиксированные системой";B;merchant;T;N
"Affiliate screen";"Экран партнера";S;merchant;T;N
"Affiliate panel menu saved";"Меню панели управления партнера сохранено";S;merchant;T;N
"Error changing default theme";"Ошибка при смене темы по умолчанию";S;merchant;T;N
"Default theme changed";"Тема по умолчанию изменена";S;merchant;T;N
"Program name and logo saved";"Название и логотип программы изменены";S;merchant;T;N
"Affiliate signup settings saved";"Настройки регистрации партнеров сохранены";S;merchant;T;N
"Banner format successfully saved";"Формат баннера успешно сохранен";S;merchant;T;N
"Cookies settings saved";"Настройки файлов cookie сохранены";S;merchant;T;N
"Symbol";"Символ";B;;T;N
"Precision";"Точность";B;;T;N
"Where to display";"Где показывать";B;;T;N
"Exchange rate";"Валютный курс";S;;T;N
"NEW";"Новый";B;;T;N
"Currency";"Валюта";B;;T;N
"Fraud protections saved";"Настройки защиты от мошенничества сохранены";S;merchant;T;N
"Logging saved";"Настройки записи информации сохранены";S;merchant;T;N
"Parameter names saved";"Названия параметров сохранены";S;merchant;T;N
"Tracking saved";"Настройки отслеживания сохранены";S;merchant;T;N
"URLs & Directories saved";"URL-адреса и директории сохранены";S;merchant;T;N
"Affiliates successfully paid";"Выплата партнерам произведена успешно";S;merchant;T;N
"Email";"email";B;;T;N
"VAT";"НДС";S;merchant;T;N
"To pay";"Оплатить";S;merchant;T;N
"Declined";"Отклонено";B;;T;N
"Minimum payout";"Минимальная выплата";S;merchant;T;N
"Payout data";"Данные выплаты";B;merchant;T;N
"N/A";"Н/д";S;merchant;T;N
"New payout option";"Новый способ выплат";S;merchant;T;N
"New payout option %s";"Новый способ выплат %s";S;merchant;T;N
"Payout option";"Способ выплат";S;merchant;T;N
"Payout history";"История выплат";S;merchant;T;N
"Date paid";"Дата оплаты";S;merchant;T;N
"Payees";"Получатели";S;merchant;T;N
"Total amount";"Общая сумма";S;merchant;T;N
"Affiliate note";"Заметка партнера";B;merchant;T;N
"payee";"Получатель";S;merchant;T;N
"Date";"Дата";B;;T;N
"Data 1";"Данные 1";B;merchant;T;N
"Data 2";"Данные 2";B;merchant;T;N
"Clicks raw";"Количество кликов";S;;T;N
"Clicks unique";"Уникальные клики";S;;T;N
"Raw clicks older than %s are deleted";"Неуникальные клики старше %s удалены";S;merchant;T;N
"Failed to delete raw clicks";"Не удалось удалить неуникальные клики";S;merchant;T;N
"Impressions raw";"Показы";S;;T;N
"Impressions unique";"Уникальные показы";S;;T;N
"Sales count";"Продажи";S;;T;N
"Table name";"Таблица";S;merchant;T;N
"Records";"Записи";S;merchant;T;N
"Total size";"Общий размер";S;merchant;T;N
"Data size";"Размер данных";S;merchant;T;N
"Index size";"Размер индекса";S;merchant;T;N
"Transaction";"Транзакция";B;;T;N
"Payout status";"Статус выплат";B;merchant;T;N
"Data 3";"Данные 3";B;merchant;T;N
"Data 4";"Данные 4";B;merchant;T;N
"Data 5";"Данные 5";B;merchant;T;N
"Tracked by";"Отслежено с помощью";B;merchant;T;N
"Time";"Время";B;;T;N
"Click data 1";"Данные клика 1";B;merchant;T;N
"Click data 2";"Данные клика 2";B;merchant;T;N
"unpaid";"Не оплачено";B;;T;N
"Username must be valid email address";"Именем пользователя должен быть действительный адрес электронной почты";S;;T;N
"You have to agree with terms & conditions";"Вы должны принять Условия и положения";B;;T;N
"is mandatory";"обязателен";B;;T;N
"Payout settings saved";"Настройки выплат сохранены";S;merchant;T;N
"Affiliate details";"Подробная информация об партнере";B;merchant;T;N
"Date joined";"Дата регистрации";B;;T;N
"Date approved";"Дата одобрения";B;merchant;T;N
"Parent";"Родитель";S;merchant;T;N
"Firstname";"Имя";B;;T;N
"Lastname";"Фамилия";B;;T;N
"Parent ID";"ID родителя";S;merchant;T;N
"Parent username";"Имя пользователя родителя";S;merchant;T;N
"Parent first name";"Имя родителя";S;merchant;T;N
"Parent last name";"Фамилия родителя";S;merchant;T;N
"AffiliatesImportExportDescription";"Данные о партнерах - вы можете загрузить информацию о новых партнерах в систему";B;merchant;T;N
"Status successfully set to selected url(s)";"Статус выбранным URL-адресам присвоен";S;merchant;T;N
"Failed to set status selected url(s)";"Не удалось присвоить статус выбранным URL-адресам";S;merchant;T;N
"Commission group";"группа комиссий";B;;T;N
"Commision group";"Группа комиссий";S;merchant;T;N
"Selected commission group(s) are changed";"Выбранные группы комиссий изменены";S;merchant;T;N
"Changes saved";"Изменения сохранены";S;;T;N
"Application Name";"Название приложения";S;;T;N
"New password URL";"URL-адрес для получения нового пароля";S;;T;N
"Request valid until";"Запрос действителен до";S;;T;N
"Request new password";"Запросить новый пароль";B;;T;N
"Wrong username/password";"Неправильное имя пользователя или пароль";S;;T;N
"Select account";"Выберите учетную запись";B;;T;N
"Authentication failed";"Вход в систему не произведен";S;;T;N
"User authenticated. Logging in.";"Пользователь аутентифицирован. Идет подключение.";S;;T;N
"You entered invalid security code";"Вы ввели неправильный код безопасности";S;;T;N
"You entered invalid username";"Вы ввели недействительное имя пользователя";S;;T;N
"Within a few minutes you will receive instruction on how to reset you password.";"В течение нескольких минут вы получите на электронную почту сообщение с инструкцией о смене пароля.";S;;T;N
"Your password was changed. Go back to login dialog and login.";"Ваш пароль изменен. Вернитесь к окну входа в систему и произведите вход.";S;;T;N
"Logout error";"Ошибка выхода";S;;T;N
"Logout successful";"Вы вышли";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"Недействительный запрос пароля. Вам нужно запросить новый пароль снова, и только потом попытаться установить пароль.";S;;T;N
"User account not approved yet";"Учетная запись пользователя еще не одобрена";S;;T;N
"File to export is not defined";"Не указан файл для экспорта";S;;T;N
"Unsupported";"Не поддерживается";S;;T;N
"Import file is not defined";"Не указан файл для импорта";S;;T;N
"Export data";"Данные для экспорта";B;;T;N
"Data was successfully exported to file %s";"Данные успешно экспортированы в файл %s";S;;T;N
"File name";"Название файла";B;;T;N
"Modules";"Модули";S;;T;N
"Size";"Размер";S;;T;N
"Could not create account. (%s)";"Не удается создать учетную запись. (%s)";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Пользователь сервера не имеет прав на запись в директорию %s. Пожалуйста, удалите ее или установите права на запись.";S;;T;N
"Failed to delete %s filter(s)";"Не удалось удалить фильтр(ы) %s";S;;T;N
"%s filter(s) successfully deleted";"Фильтр(ы) %s успешно удалены";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"Не удалось загрузить основную учетную запись электронной почты.";S;;T;N
"View name must be unique";"Отображаемое имя должно быть уникальным";S;;T;N
"Maximum length of %s in %s is %s";"Максимальная длина %s в %s - %s";S;;T;N
"Relation constraint";"Ограничение отношений";S;;T;N
"must be unique";"должно быть уникальным";S;;T;N
"Error changing theme";"Ошибка при изменении темы";S;;T;N
"Theme changed";"Тема изменена";S;;T;N
"Failed to delete %s wallpaper(s)";"Не удалось удалить обои %s";S;;T;N
"%s wallpaper(s) successfully deleted";"Обои %s успешно удалены";S;;T;N
"Failed to save wallpaper with error %s";"Не удалось сохранить обои, ошибка %s";S;;T;N
"Wallpaper saved.";"Обои сохранены.";S;;T;N
"Side bar saved";"Боковая панель сохранена";S;;T;N
"Windows saved";"Окна сохранены";S;;T;N
"Quick Launch saved";"Быстрый запуск сохранен";S;;T;N
"File does not exist";"Файл не существует";S;;T;N
"File was successfully uploaded";"Файл успешно закачан на сервер";S;;T;N
"Unsupported gadget";"Неподдерживаемый гаджет";S;;T;N
"Gadget";"Гаджет";S;;T;N
"Gadget added";"Гаджет добавлен";S;;T;N
"Failed to close gadget";"Не удалось закрыть гаджет";S;;T;N
"Gadget successfully closed";"Гаджет закрыт";S;;T;N
"Docking";"Фиксация";S;;T;N
"Gadgets saved";"Гаджеты сохранены";S;;T;N
"Create Account";"Создать учетную запись";B;;T;N
"Account is already created.";"Учетная запись уже создана.";S;;T;N
"Create Database";"Создать базу данных";B;;T;N
"Could not create database. %s";"Не удается создать базу данных. %s";S;;T;N
"doesnt exist's";"не существует";S;;T;N
"Internal error";"Внутренняя ошибка";B;;T;N
"Error during database creation.";"Ошибка при создании базы данных.";S;;T;N
"OK";"OK";B;;T;N
"Failed to read headers of CSF file %s";"Не удается прочитать заголовки CSF файла %s";S;;T;N
"Could not change permissions %s";"Не удалось изменить разрешения %s";S;;T;N
"Could not open file";"Не удалось открыть файл";S;;T;N
"Could not read file";"Не удалось прочитать файл";S;;T;N
"Rewind unsupported in this file stream";"Перемотка назад не поддерживается в этом файле потока";S;;T;N
"File %s does not exist.";"Файл %s не существует.";S;;T;N
"Failed to read file %s";"Не удалось прочитать файл %s";S;;T;N
"Could not create directory %s";"Не удалось создать директорию %s";S;;T;N
"Could not open language file %s";"Не удалось открыть языковой файл %s";S;;T;N
"Level";"Уровень";S;;T;N
"Message";"Сообщение";B;;T;N
"File";"Файл";S;;T;N
"Line";"Line";B;;T;N
"Group ID";"ID группы";S;;T;N
"Log event";"Зарегистрировать событие";S;;T;N
"Event(s) are deleted";"События удалены";S;;T;N
"No event(s) to delete";"Нет событий для удаления";S;;T;N
"Debug event(s) are deleted";"Отладочные события удалены";S;;T;N
"No debug event(s) to delete";"Нет отладочных событий для удаления";S;;T;N
"Mail Account Name";"Название почтовой учетной записи";S;;T;N
"From Name";"Имя отправителя";B;;T;N
"From Email";"Адрес отправителя";S;;T;N
"Use SMTP protocol";"Использовать протокол SMTP";S;;T;N
"SMTP Server";"SMTP сервер";B;;T;N
"SMTP Port";"SMTP порт";B;;T;N
"SMTP Authentication";"SMTP аутентификация";S;;T;N
"Use SSL connection";"Использовать безопасное соединение";S;;T;N
"SMTP Username";"Имя пользователя SMTP";S;;T;N
"Is default mail account";"Почтовая учетная запись по умолчанию";S;;T;N
"Yes";"Да";B;;T;N
"No";"Нет";B;;T;N
"Email account test mail";"Тестовое сообщение почтовой учетной записи";B;;T;N
"Default Mail Account";"Почтовая учетная запись по умолчанию";S;;T;N
"Email settings saved";"Настойки электронной почты сохранены";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Тестовое сообщение поставлено в очередь, откройте Отправленные, чтобы проверить, отправлено ли оно.";S;;T;N
"Failed to restart %s row(s)";"Не удалось начать заново %s строк";S;;T;N
"%s row(s) successfully restarted";"%s строк начато заново";S;;T;N
"To recipients";"Получателям";S;;T;N
"Mail subject";"Тема сообщения";S;;T;N
"Scheduled at";"Отправить в";S;;T;N
"Last retry";"Последняя попытка";S;;T;N
"Retry number";"Количество попыток";S;;T;N
"Error message";"Ошибка";S;;T;N
"Account name";"Регистрационное имя";B;;T;N
"Server Date";"Дата сервера";S;;T;N
"Server Time";"Время сервера";S;;T;N
"Mail template not defined in database for class %s";"В базе данных не указан шаблон сообщения электронной почты для класса %s";S;;T;N
"Recipients empty";"Не указаны получатели";S;;T;N
"Body of mail not specified";"Тело сообщения не заполнено";S;;T;N
"From address is empty";"Адрес отправителя не указан";S;;T;N
"Failed to init mail headers";"Не удалось инициализировать почтовые заголовки";S;;T;N
"Email transfer method error";"Ошибка метода отправки сообщений";S;;T;N
"Application Title";"Заголовок приложения";S;;T;N
"Failed to save settings with error %s";"Не удалось сохранить настройки, ошибка %s";S;;T;N
"Proxy server settings saved.";"Настройки прокси-сервера сохранены.";S;;T;N
"Failed to load proxy server settings.";"Не удалось загрузить настройки прокси-сервера.";S;;T;N
"Pdf saved";"Pdf-файл сохранен";S;;T;N
"Path to save file '%s' not exist";"Путь для сохранения файла '%s' не существует";S;;T;N
"Path to save file %s is null";"Путь для сохранения файла %s пуст";S;;T;N
"Unable to create file %s%s.pdf";"Не удалось создать файл %s%s.pdf";S;;T;N
"Pdf output: %s";"Конечный pdf-файл: %s";S;;T;N
"Role";"Роль";B;;T;N
"Logged in";"Вы вошли в систему";S;;T;N
"Last Request";"Последний запрос";S;;T;N
"entries";"записи";S;;T;N
"SettingsImportExportDescription";"Все системные настройки";B;;T;N
"Undefined table name";"Не указано название таблицы";S;;T;N
"Undefined $option";"Не указано $option";S;;T;N
"Table alias must by defined";"Должен быть указан псевдоним таблицы";S;;T;N
"equals";"равно";S;;T;N
"not equals";"не равно";S;;T;N
"is like";"похоже";S;;T;N
"is not like";"не похоже";S;;T;N
"is greater";"больше";S;;T;N
"is lower";"меньше";S;;T;N
"is greater or equal";"больше или равно";S;;T;N
"is lower or equal";"меньше или равно";S;;T;N
"is";":";S;;T;N
"is in";"в";S;;T;N
"Template";"Шаблон";S;;T;N
"Unable to save template '%s'";"Не удается сохринить шаблон '%s'";S;;T;N
"Template '%s' saved";"Шаблон '%s' сохранен";S;;T;N
"Filter does not exist";"Фильтр не существует";S;;T;N
"Filter saved";"Фильтр сохранен";S;;T;N
"Filter added";"Фильтр добавлен";S;;T;N
"Field";"Поле";S;;T;N
"Code";"Код";B;;T;N
"New field";"Новое поле";S;;T;N
"Can not create field";"Не удается создать новое поле";S;;T;N
"Failed to delete %s row(s)";"Не удалось удалить %s строк";S;merchant;T;N
"%s row(s) successfully deleted";"%s строк успешно удалено";S;merchant;T;N
"Active view changed";"Активный вид изменен";S;;T;N
"Error while changing active view";"Ошибка при изменении активного вида";S;;T;N
"View does not exist";"Вид не существует";S;;T;N
"Default view can not be modified";"Вид по умолчанию не может быть изменен";S;;T;N
"Error while saving view ";"Ошибка при сохранении вида ";S;;T;N
