source;translation;type;module;status;customer
"Sports";"Sport";C;;T;N
"Lifestyle";"Stil de viata";C;;T;N
"Technology";"Tehnologie";C;;T;N
"Politics";"Politica";C;;T;N
"Add Gadget / Feed";"Adaugati Gadget / Feed";C;;T;N
"Save modified rows";"Salvati randurile modificate";C;;T;N
"Edit view";"Editare sablon";C;;T;N
"Export to csv";"Export in csv";C;;T;N
"of";"de";B;;T;N
"First page";"Prima pagina";C;;T;N
"Previous page";"Pagina anterioara";C;;T;N
"Next page";"Pagina urmatoare";C;;T;N
"Last page";"Ultima pagina";C;;T;N
"Save as new view";"Salvare ca imagine noua";C;;T;N
"Delete view";"stergeti perspectiva";C;;T;N
"View Name";"Numele perspectivei";C;;T;N
"Records Per Page";"Inregistrari pe pagina";C;;T;N
"Help";"Ajutor";C;;T;N
"HelpDescription";"HelpDescription";C;;N;N
"Download";"Descarcati";C;;T;N
"Comma";"Virgula";C;;T;N
"Semicolon";"Punct si virgula";C;;T;N
"Tab";"Tab";C;;T;Y
"CSV delimiter";"Delimitatorul CSV";C;;T;N
"You have not selected export data";"Nu ati selectat datele de export";C;;T;N
"Server";"Server";C;;T;Y
"My computer";"Calculatorul meu";C;;T;N
"The source of import file";"Sursa fisierelor\ de import";C;;T;N
"Are you sure you want to delete all old records in selected module(s)?";"Sunteti sigur ca vreti sa stergeti toate inregistrarile vechi in modulul selectat?";C;;T;N
"Minimize";"Minimaliza";C;;T;N
"Show list";"Arata lista";C;;T;N
"Undock";"Detasare";C;;T;N
"Remember me on this computer";"Tine-ma minte pe acest computer";C;;T;N
"I forgot password";"Am uitat parola";C;;T;N
"Enter code from picture";"Introduceti codul din imagine";C;;T;N
"Back to login";"inapoi la login";C;;T;N
"Delete all events";"sterge toate evenimentele";C;;T;N
"Are you sure to delete all events?";"Esti sigur ca vrei sa stergi toate evenimentele?";C;;T;N
"Delete debug events";"stergeti evenimentele depanate";C;;T;N
"Are you sure to delete debug events?";"Esti sigur ca vrei sa stergi evenimente depanate?";C;;T;N
"Attached files";"Fisierele atasate";C;;T;N
"Edit email template";"Editarea sablonului e-mail";C;;T;N
"Edit selected template";"Editati sablonul selectat";C;;T;N
"Select Template";"Selectati formatul";C;;T;N
"MailOutboxDescription";"Toate e-mailurile trimise de sistem sunt vizibile aici, impreuna cu statutul lor (trimis cu succes sau cu eroare).";C;;T;N
"Sending";"Trimitere";C;;T;N
"Sent";"Trimis";C;;T;N
"Restart sending";"Reporniti trimiterea";C;;T;N
"Do you want to delete selected mails?";"Vrei sa stergeti mesajele selectate?";C;;T;N
"Delete selected";"Stergeti cele selectate";C;;T;N
"Restart selected";"Reporniti selectarea";C;;T;N
"Send pending mails";"Trimiteti mail-urile in asteptare";C;;T;N
"Send by mail() function";"Trimis de functia mail-ului";C;;T;N
"Send by SMTP";"Trimis de SMTP";C;;T;N
"SMTP User name";"Numele utilizatorului SMTP ";C;;T;N
"SMTP Password";"Parola SMTP";C;;T;N
"SMTP TLS/SSL";"SMTP TLS/SSL";C;;N;N
"Send test message to email";"Mail trimis catre alt email";C;;T;N
"Save & Send Test Message";"Salveaza si trimite mesajul";C;;T;N
"Logout";"Delogare";B;;T;N
"TextDirection(rtl or ltr)";"TextDirection(rtl or ltr)";C;;N;N
"Show desktop";"Arata spatiul de lucru";C;;T;N
"Show desktop icon can't be removed.";"Folderele spatiului de lucru nu pot fi sterse";C;;T;N
"Are you sure you want to remove selected item from QuickLaunch?";"Sunteti sigur ca vreti sa eliminati elementul selectat din QuickLaunch?";C;;T;N
"(s)";"(s)";C;;N;N
"Online users description";"Descrierea utilizatorilor online ";C;;T;N
"Click to open sidebar";"Click pentru a deschide bara laterala";C;;T;N
"Show in fron of windows";"Arata in fata ferestrei";C;;T;N
"Show behind windows";"Arata in spatele ferestrei";C;;T;N
"Hide sidebar";"Ascunde bara laterala";C;;T;N
"Content";"Continut";B;;T;N
"Are you sure you want to remove selected item?";"Sunteti sigur ca vreti sa eliminati elementul selectat?";C;;T;N
"Edit user profile";"Editare profil utilizator";C;;T;N
"Sunday";"Duminica";B;;T;N
"Monday";"Luni";B;;T;N
"Tuesday";"Marti";B;;T;N
"Wednesday";"Miercuri";B;;T;N
"Thursday";"Joi";B;;T;N
"Friday";"Vineri";B;;T;N
"Saturday";"Sambata";B;;T;N
"January";"Ianuarie";C;;T;N
"February";"Februarie";C;;T;N
"March";"Martie";C;;T;N
"April";"Aprilie";C;;T;N
"May";"Mai";C;;T;N
"June";"Iunie";C;;T;N
"July";"Iulie";C;;T;N
"August";"August";C;;T;Y
"September";"Septembrie";C;;T;N
"October";"Octombrie";C;;T;N
"November";"Noiembrie";C;;T;N
"December";"Decembrie";C;;T;N
"Confirmation required";"Confirmarea solicitata";C;;T;N
"Mandatory";"Obligatoriu";C;;T;N
"Optional";"Facultativ";C;;T;N
"Number";"Numar";B;;T;N
"Checkbox";"Caseta";C;;T;N
"ListBox";"ListBox";C;;T;Y
"List of countries";"Lista de tari";C;;T;N
"Add field";"Adauga in domeniul";C;;T;N
"Are you sure you want to delete selected field(s)?";"Sunteti sigur ca vreti sa stergeti domeniul selectat?";C;;T;N
"Information";"Informatii";C;;T;N
"read more";"citeste mai mult";C;;T;N
"Previous";"Precedent";C;;T;N
"Start";"Start";C;;T;N
"Maximize";"Maximizati";C;;T;N
"%s - Affiliate";"% s - Afiliere";S;affiliate;T;N
"Language translations";"Traduceri";B;;T;N
"Date added";"Data adaugarii";S;affiliate;T;N
"SCR";"SCR";S;merchant;T;Y
"none active !";"nici unul activ!";S;;T;N
"file not exist";"Fisierul nu exista";B;;T;N
"Language code";"Cod traducere";S;;T;N
"English name";"Numele engleza";B;;T;N
"Translated";"Tradus";B;;T;N
"Is default";"Este implicit";S;;T;N
"Is active";"Este activ";S;;T;N
"For date range";"Pentru datele setate";S;affiliate;T;N
"If you choose channel, the banner code will have channel tracking code included, and also statistics will be displayed for this channel";"Daca alegeti canalul, codul banner-ul va avea codul canalului de urmarire inclus, de asemenea, statisticile vor fi afisate pentru acest canal";S;affiliate;T;N
"Campaign: ";"Campanie:";B;;T;N
"Banner stats";"Banner Statistici";S;affiliate;T;N
"Impressions:";"Impresii:";S;;T;N
"Clicks:";"Click-uri:";S;;T;N
"CTR:";"CTR:";S;affiliate;T;Y
"Sales:";"Vanzari:";S;affiliate;T;N
"Commissions:";"Comisioane ";S;affiliate;T;N
"SCR (sales / clicks):";"SCR (vanzari / clicuri):";S;affiliate;T;N
"affiliates in your program.";"afiliati In programul tau.";S;merchant;T;N
"ClicksTrackingDescription";"Click-urile (referinte) de urmarire recunosc care afiliat mentioneaza vizitatorul care a venit de la unele URL sau au fost descoperite pe link-ul bannerului";B;merchant;T;N
"Exported files";"Fisiere exportate";B;;T;N
"Upload custom language";"Incarcati traducere personalizata";S;;T;N
"Advanced options ";"Optiuni avansate";C;affiliate;T;N
"Hide";"Ascunde";C;;T;N
"Get";"Obtine";C;affiliate;T;N
"Download PDF";"Descarcati PDF";C;affiliate;T;N
"banner code";"codul bannerului";C;affiliate;T;N
"Show normal link version";"Arata versiunea normala de link";C;affiliate;T;N
"Show DirectLink version";"Arata versiunea DirectLink";C;affiliate;T;N
"Show HTML version";"Arata versiunea HTML";C;affiliate;T;N
"Show XHTML version";"Arata versiunea XHTML ";C;affiliate;T;N
"for channel: ";"pentru canal:";C;affiliate;T;N
"Show PDF preview";"Arata previzualizarea PDF";C;merchant;T;N
"Export files";"Exporta fisiere";C;;T;N
"ExportFilesDescription";"Lista fisierelor exportate. Apasa butonul de refresh In cazul In care nu-l veti vedea In dosarul lista, care le-ai exportat recent.";C;;T;N
"Languages";"Traduceri";B;;T;N
"Debugging settings";"Setarile depanarilor";C;merchant;T;N
"Are you sure you want to delete selected file(s)?";"Esti sigur ca vrei sa stergi fisierul selectat (e)?";C;;T;N
"Import language";"Importa traducere";C;;T;N
"Import new language into your account";"Importa o noua traducere In contul dvs.";C;;T;N
"File(s) %s was successfully deleted";"Fisierul %s a fost sters cu succes";S;;T;N
"Could not delete %s file(s)";"Nu a putut sterge fisierul %s ";S;;T;N
"Plugin was successfully activated";"Pluginul a fost activat cu succes";S;;T;N
"Plugin was successfully deactivated";"Pluginul a fost dezactivat cu succes";S;;T;N
"General";"General";B;merchant;T;Y
"Drop modules";"Renunta module";S;merchant;T;N
"Logo";"Logo";C;merchant;T;Y
"Are you sure you want to deactivate this plugin?";"Sunteti sigur ca vreti sa dezactivati acest plug-in?";C;;T;N
"Are you sure you want to activate this plugin?";"Sunteti sigur ca vreti sa activati acest plug-in?";C;;T;N
"Activate";"Activare";C;;T;N
"Deactivate";"Dezactivare";C;;T;N
"Plugins";"Plugin-uri";C;;T;N
"PluginsDescription";"Plugin-uri si module care pot Imbunatati sau modifica comportamentul sistemului, sau pentru a adauga o noua functionalitate";C;;T;N
"Path to server file";"Directia fisierului de server";C;;T;N
"You have not selected file";"Nu ati selectat fisierul";C;;T;N
"Author";"Autor";B;;T;N
"Version";"Versiune";B;;T;N
"Language metadata not defined %s";"Metadata language nu a fost definita";S;;T;N
"Imported";"Importate";S;;T;N
"N/A or Undefined";"N / A sau Nedefinit";C;merchant;T;N
"Author: ";"Autor:";C;;T;N
"Include payout options in signup form";"Includ optiuni de plata In forma de Inscriere";C;merchant;T;N
"Force choosing payout option";"Forteaza alegerea optiunii de plata ";C;merchant;T;N
"Failed to set default language with error: %s";"Nu ati reusit sa setati limba implicita, cu eroare";S;;T;N
"Language %s set as default.";"Limba %s setata ca implicita.";S;;T;N
"Source message can't be empty in file %s";"Sursa mesajului nu poate fi goala In fisierul %s";S;;T;N
"Clean Install";"Instalare curata";S;;T;N
"Check if you want to display payout options in your signup form";"Verificati daca doriti sa se afiseze optiunile de plata In formularul de Inscriere";S;merchant;T;N
"Signup form template";"Sablonul formularului de Inscriere";S;merchant;T;N
"Active theme";"Tema activa";S;merchant;T;N
"Other available themes";"Alte temele disponibile";S;merchant;T;N
"You can choose from the themes below. Click on <strong>Select this theme</strong> to set it as a new default theme.";"Puteti alege din temele de mai jos. Faceti clic pe <strong>, selectati aceasta tema </strong> ca implicita.";S;merchant;T;N
"All (allow user to choose)";"Toate (permite utilizatorului sa aleaga)";C;merchant;T;N
"Default payout option";"Optiunea implicita de plata ";C;merchant;T;N
"Display payout option(s)";"Optiunea de afisare a platilor";C;merchant;T;N
"If checked, user has to fill the payout option fields";"Daca este bifat, utilizatorul trebuie sa completeze domeniile plata";C;merchant;T;N
"Enter the text of yout terms & conditions";"Introduceti textul Aveti termeni si conditii";C;merchant;T;N
"Force acceptance of T & C";"Forteaza acceptarea  T & C";C;merchant;T;N
"If checked, affiliate will have to check that he agrees with Terms & conditions of your affiliate program";"Daca este bifat, afiliatul trebuie sa fie de acord cu Termenii si Conditiile programului de afiliere";C;merchant;T;N
"OverwriteCookiesDesc";"Cand vizitatorul face clic pe banner-ul afiliat, informatiile despre acesta sunt salvate Intr-un cookie. Daca mai tarziu vizitatorulface clic pe banner-ul unui alt afiliat, sistemul poate suprascrie cookie-ul anterior sau nu.
Daca cookie-ul este suprascris, apoi ultimul link afiliat apasat de client primeste comision. Daca nu este suprascris, afiliatul initial va primi comision, iar mai tarziu recomandarile nu sunt Inregistrate.";C;merchant;T;N
"DeleteCookiesDesc";"If set, the system deletes cookie after the sale/lead transaction. This will mean that affiliate will not receive commission for later sales of this visitor.
By default, the cookie is not deleted and affiliate receives commissions for all future orders of visitor he referred.";C;merchant;T;N
"Enter URL of your normal website. It will be used to display general affiliate link in affiliate pannel.";"Introduceti URL-ul in website-ul dvs. Va fi folosit pentru a afisa link-urile afiliatilor generali in panoul de afiliere.";C;merchant;T;N
"TrackByIpDesc";"Urmarirea referintelor prin adresa IP daca niciun cookie nu a fost gasit. Sistemul va verifica cele mai recente clicuri de la aceeasi adresa de IP ca vanzare intr-un intreval de timp dat si va genera comisioane pentru afiliati.";C;merchant;T;N
"Affiliate for not referred commission";"Afiliatii pentru comisioanele fara referinta";C;merchant;T;N
"SaveUnreferredSaleDesc";"Daca niciun afiliat nu mentioneaza vanzarea / comanda, salvati comisionul ca afiliatul ales mai jos.
Aceasta poate fi utilizata pentru a urmari toate vanzarile, nu numai cele mentionate de catre filialele";C;merchant;T;N
"Support DirectLink linking";"Suportul DirectLink ";C;merchant;T;N
"Could not validate license. Reason: %s";"Nu am putut valida licenta. Motivul: %s";S;;T;N
"License ID";"Licenta ID";C;;T;N
"Operation";"Operatia";S;merchant;T;N
"Tracking options saved";"Optiunile de urmarire salvate";S;merchant;T;N
"Source message";"Sursa mesajului";B;;T;N
"Translation";"Traducere";B;;T;N
"Module";"Modul";S;;T;N
"Additional data";"Date suplimentare";S;affiliate;T;N
"Banner name: ";"Numele bannerului";S;affiliate;T;N
"or";"sau";S;;T;N
"Currently online:";"Online in prezent";S;merchant;T;N
"Language metadata";"Metadata limba";B;;T;N
"No language selected";"Nicio limba selectata";B;;T;N
"Currently active plugins";"Plugin-uri active in prezent";S;;T;N
"ProxyServer";"ProxyServer";S;;T;Y
"DirectLink";"DirectLink";C;affiliate;T;Y
"Display banner statistics";"Afiseaza statisticile banner";C;affiliate;T;N
"Channel: ";"Canal:";C;;T;N
"Banner: ";"Banner:";C;;T;N
"Are you sure you want to do this operation on the table?";"Esti sigur ca vrei sa faci aceasta operatie?";C;merchant;T;N
"Active wallpaper can not be deleted";"Imaginile active nu pot fi sterse";C;;T;N
"Upload failed with error: %s";"Incarcare esuata cu eroarea %s";C;;T;N
"Data are cached";"Datele sunt In cash";C;;T;N
"Exported file you can download here";"Fisier exportat il puteti descarca de aici";C;;T;N
"Save language metadata";"Salvati limba metadata";C;;T;N
"Your affiliate program name. It can be your company name if you want. This name can be visible in the signup form (depends on theme).";"Numele programului dvs. de afiliere. Acesta poate fi numele firmei dvs., daca doriti. Acest nume poate fi vizibila In formularul de Inscriere (depinde de tema).";C;merchant;T;N
"If checked, the invoice will be generated for every payment you make. Both affiliates and you will be able to check the invoice in the payouts history.";"Daca este bifata, factura va fi generata pentru fiecare plata pe care o faceti. Ambele afiliate si tu veti fi capabili sa verificati factura In istoria platilor.";C;merchant;T;N
"Support VAT";"Suportul TVA";C;merchant;T;N
"If checked, your affiliates from EU countries will be able to specify their VAT number and percentage.<br/>Also, for these affiliates the payouts are computed together with the VAT.";"Daca este verificat, afiliatii dumneavoastra din tarile UE vor fi In masura sa precizeze TVA-ul. <br/> De asemenea, pentru aceste filialele platile sunt calculate Impreuna cu TVA.";C;merchant;T;N
"Default VAT percentage used if affiliate doesn;t enter his own percentage";"TVA-ul implicit va fi folosit daca afiliatii nu au. Introduceti TVA-ul lor.";C;merchant;T;N
"Defines how the final payout amount should be computed.<br/>If VAT is added to the commissions, the commission amount will be increased with VAT part.";"Defineste modul In care suma finala de plata ar trebui calculata. <br/> In cazul In care TVA-ul se adauga la comisioane, suma comisioanelor va fi majorata cu partea de TVA";C;merchant;T;N
"Impressions raw/unique";"Impresii brute / unice";S;affiliate;T;N
"Clicks raw/unique";"Clicuri brute / unice";S;affiliate;T;N
"Sales total";"Totalul vanzarilor";S;;T;N
"Banner with id '";"Banner cu id";S;;T;N
"Affiliate is not defined";"Afiliatul nu este definit";S;;T;N
"User is not affiliate";"Utilizatorul nu este afiliat";S;;T;N
"Channel ID";"Id-ul canalului";S;;T;N
"Merchant";"Comerciant";S;;T;N
"Default language has to be active !";"Limba implicita trebuie sa fie activa!";S;;T;N
"Column %s must be number (%s given)";"Coloana %s trebuie sa fie numarul (% s dat)";S;;T;N
"Column %s not defined in input data for csv file %s.";"Coloana %s nu este definita In datele de intrare pentru fisierul csv";S;;T;N
"Language code %s is already used in your installation";"Limba %s este deja utilizata In instalarea dvs.";S;;T;N
"New language with code %s created";"Traducere noua cu codul creat";S;;T;N
"Language Name";"Denumire traducere";S;;T;N
"Translated [%]";"Traduse [%]";S;;T;N
"Is custom";"Este personalizat";S;;T;N
"You can find the license ID in your member's panel. The license will be valid for the domain where you are currently installing the product.";"Puteti gasi ID-ul licentei in panoul de membru. Licenta va fi valabila pentru domeniul In care instalati produsul in prezent.";S;;T;N
"License agreement";"Acordul de licenta";S;;T;N
"System Requirements";"Cerinte de sistem";S;;T;N
"The installation finished successfully. Thank you for choosing our product.";"Instalarea terminata cu succes. Va multumim pentru alegerea produselor noastre.";S;;T;N
"Click here to go to introduction screen";"Click aici pentru a merge la ecranul de introducere";S;;T;N
"Internal error.";"Eroare interna.";S;;T;N
"Recommended Settings";"Setari recomandate";S;;T;N
"Welcome message";"Mesaj de bun venit";B;;T;N
"Source";"Sursa";S;merchant;T;N
"You uploaded language file with following metadata:";"Ati Incarcat fisierul de limba cu urmatoarele metadate:";S;;T;N
"Uploaded language file";"Incarcat fisierul de limba";S;;T;N
"If language metadata are correct, you can start import.";"In cazul In care limba de metadate este corecta, puteti Incepe importul.";S;;T;N
"You have to agree with the license.";"Sunteti de acord cu licenta.";C;;T;N
"I Agree with the license";"Sunt de acord cu licenta";C;;T;N
"Check Requirements";"Verifica cerintele program";B;;T;N
"Welcome info";"Bine ati venit";C;affiliate;T;N
"Home template";"Sablon de bun venit";C;affiliate;T;N
"Affiliate manager template";"Sablonul managerului de fisier";C;affiliate;T;N
"Home edit";"Modificarea initiala";C;affiliate;T;N
"Channel stats report";"Raportul statusurilor canalului";B;;T;N
"ChannelStatsReportDescription";"Raportul arata performantele canalelor definite In bannere";C;affiliate;T;N
"Add message to this transaction (optional)";"Adauga mesaj pentru aceasta tranzactie (optional)";C;merchant;T;N
"Unknown tracking";"Urmarire necunoscuta";C;merchant;T;N
"Manually created";"Creata manual";C;merchant;T;N
"Lifetime referral";"Referari pe viata";C;merchant;T;N
"More info";"Mai multe informatii";C;;T;N
"Failed to add link - invalid url";"Nu ati reusit sa adaugati link-ul - URL incorect";C;;T;N
"Open in same window/frame";"Deschise in aceeasi fereastra / cadru";C;;T;N
"Open in new window/frame (_blank)";"Deschise in fereastra / cadru nou (a) (_alb)";C;;T;N
"Open in parent window/frame (_parent)";"Open in sursa / cadru nou (a) (_sursa)";C;;T;N
"Open in top window/frame (_top)";"Deschise in fereastra / cadru de sus (_top)";C;;T;N
"Target";"Target";C;;T;N
"Class";"Clasa";C;;T;N
"Add Link";"Adauga link-ul";C;;T;N
"Start import";"Start import";C;;T;N
"Create language";"Creati limba";C;;T;N
"Deprecated";"Descriere";C;;T;N
"Not translated";"Netraduse";C;;T;N
"Client";"Client";C;;T;Y
"Client+Server";"Client+Server";C;;T;Y
"All translations";"Toate traducerile";C;;T;N
"System translations";"Sistemul de traduceri";C;;T;N
"Custom translations";"Traducerile personalizate";C;;T;N
"Edit language";"Editare limba";C;;T;N
"Translations";"Traduceri";C;;T;N
"Create own language";"Creati propria limba";C;;T;N
"Create new language";"Creati o noua limba";C;;T;N
"Error during copy of sample image %s.";"Eroare In timpul copierii imaginii esantionului %s.";S;;T;N
"Update";"Actualizare";B;;T;N
"Done";"Incheiat";S;;T;N
"Logins history";"Istoria autentificarilor";B;;T;N
"AutoRefresh saved";"AutoRefresh-uri salvate";S;;T;N
"Creating Account Directory";"Crearea directorului de cont";S;;T;N
"Creating Account";"Crearea contului";S;;T;N
"Initializing Account";"Initializarea contului";S;;T;N
"Exporting dictionary cache.";"Exportarea depozitului dictionarului";S;;T;N
"Logged out";"Deconectat";S;;T;N
"About";"Despre";C;merchant;T;N
"AboutDescription";"Despre cererea";C;merchant;T;N
"Design";"Proiect";C;;T;N
"ThemesSettingsDescription";"Alegeti logo-ul si tema (priveste & simte) pentru panouri si pagina de Inscriere";C;merchant;T;N
"SignupFormSettingsDescription";"Continutul si setarile formularului de Inscriere";C;merchant;T;N
"AffPanelSettingsDescription";"Continutul panoului de afiliat. Puteti personaliza complet meniul si continutul acestui grup, puteti crea chiar paginile dvs. proprii";C;merchant;T;N
"Signup page theme";"Tema paginii de inscriere";C;merchant;T;N
"Merchant panel theme";"Tema panoului comerciantului";C;merchant;T;N
"Approved commissions";"Comisioane aprobate";B;;T;N
"Pending commissions";"Comisioane in asteptare";B;;T;N
"View online users";"Vezi utilizatorii online";C;;T;N
"View logins history";"Vezi istorie autentificari";C;;T;N
"OnlineUsersDescription";"Lista utilizatorilor online";C;;T;N
"LoginsHistoryDescription";"Istoria autentificarilor panourilor";C;;T;N
"This icon can not be added to QuickLaunch";"Aceasta pictograma nu poate fi adaugata la QuickLaunch";C;;T;N
"CTR raw/unique";"CTR-ul prim / unic";S;affiliate;T;N
"Quick Navigation Icons";" <br/> Linkuri rapide de navigare";S;affiliate;T;N
"Impressions (raw / unique)";"Impresii (prime / unice)";B;;T;N
"What to do with child affiliates";"Ce trebuie sa faceti cu copii afiliati";S;merchant;T;N
"Config gadget";"Configurati gadgetul";S;;T;N
"If your wallpaper is saved on Internet/Intranet and is accessible from your browser, you can add it by entering URL of this wallpaper.";"Daca imaginea dvs. este salvata pe internet / intranet si este accesibila din browser-ul dvs., puteti sa Il adaugati prin introducerea URL-ului acestei iamgini";S;;T;N
"In this case will be wallpaper loaded always from URL you entered and not from your server.";"In acest caz, vor fi Intotdeauna Incarcate imaginile de la URL-ul introdus si nu de la server-ul dvs";S;;T;N
"Enter URL";"Introduceti URL";S;;T;N
"Upload wallpaper";"Incarcati wallpaper";S;;T;N
"Upload new wallpaper to your account. Wallpaper will be saved in your account and always loaded from server.";"Incarca noua imagine In cont. Imaginile vor fi salvate In contul dvs. si Intotdeauna Incarcate din server.";S;;T;N
"Banners & Links";"Bannere & Link-uri";B;;T;N
"do not move child affiliates";"nu muta sub-afiliati";C;merchant;T;N
"move child affiliates to parent of deleted affiliate";"muta sub-afiliati catre sursa afiliata";C;merchant;T;N
"Delete affiliate";"Sterge afiliatii";C;merchant;T;N
"None wallpaper";"Nici o imagine";C;;T;N
"Select desktop background color";"Selectati culoarea background-ului";C;;T;N
"Add custom wallpaper";"Adauga imaginea personalizata";C;;T;N
"No row selected";"Niciun rand selectat";C;;T;N
"Application Update";"Update aplicatie";S;;T;N
"Getting started";"Notiuni de baza";B;;T;N
"Wrong username/password (Username: %s)";"numele de utilizator gresit / parola gresita (Numele de utilizator: %s)";S;;T;N
"Authentication failed for user %s";"Autentificarea a esuat pentru utilizatorul %s";S;;T;N
"User %s authenticated. Logging in.";"Utilizatorul %s autentificat. Autentifica-te";S;;T;N
"Logged out user %s";"Deconectat utilizatorul% s";S;;T;N
"Adding content gadget: %s";"Adaugarea continutului gadgetului:%s";S;;T;N
"Downloading gadget: %s";"Descarcarea gadgetului: %s";S;;T;N
"Updating %s Language";"Actualizarea limbii";S;;T;N
"Update Version";"Actualizarea versiunii";S;;T;N
"Failed to import language file. Incorrect file format. (%s)";"Nu a reusit sa importe fisierul de limba. Formatul incorect al fisierului";S;;T;N
"Database Logger Error. Logging on display: %s";"Eroare a bazei de date. Logarea pe ecran: %s";S;;T;N
"Proxy failed: %s";"Proxy a esuat: %s";S;;T;N
"Could not connect to server: %s:%s, Failed with error: %s";"Nu s-a putut conecta la server: %s:%s, a esuat cu eroarea: %s";S;;T;N
"Could not send request to server %s:%s";"Nu am putut trimite cererea la serverul %s:%s";S;;T;N
"Could not read from proxy socket";"Nu pot citi de la socket proxy";S;;T;N
"Resource not modified, returned 304 for %s";"Resurse nemodificate, returneaza 304 pentru %s";S;;T;N
"Return static file %s";"Returneaza fisierul static";S;;T;N
"Invoking method %s->%s()";"Invocarea metodei %s->%s()";S;;T;N
"Please review your system settings, before starting update all requirements must be fulfilled.";"Va rugam sa examinati setarile de sistem, Inainte de a Incepe actualizarea tuturor cerintelor,acestea trebuie sa fie Indeplinite.";S;;T;N
"Test URL matching";"Potrivirea testului URL";S;affiliate;T;N
"You can test if your pattern matches the given URL.";"Puteti testa daca modelul dvs. se potriveste cu URL-ul dat.";S;affiliate;T;N
"<h3>Add / edit DirectLink URL</h3>";"<h3> Adaugare / Editare DirectLink URL </ h3>";S;affiliate;T;N
"This setting can override the default configuration from campaign";"Aceasta setare poate suprascrie configuratia implicita din campanie";S;merchant;T;N
"Affiliates will be able to choose only from these payout balance options.";"Afiliatii vor avea posibilitatea de a alege numai din aceste optiuni de plata";S;merchant;T;N
"Found";"Gasit";S;merchant;T;N
"Response returned from server";"Raspuns primit de la server";S;;T;N
"Do you like to reload application now ?";"Vreti sa reIncarcati aplicatia acum?";S;;T;N
"Available languages";"Traduceri disponibile";S;;T;N
"To make it easier for you, some languages are already included in the distribution";"Pentru a fi mai usor pentru tine, unele limbi sunt deja incluse In distributie";S;;T;N
"To import new language to the system, click on ""Import"" icon next to language that you would like to import.";"Pentru a importa nou limbaj de sistem, faceti clic pe pictograma ""import"" de langa limba In care doriti sa importati.";S;;T;N
"Warning: If language with the same language code (e.g. [en-US]) already exists, translations and language metadata will be overwritten with the values loaded from imported language!!.";"Atentie: In cazul In care limba cu acelasi cod de limba (de exemplu [en-SUA]) exista deja, traducerile vor fi suprascrise cu valorile Incarcate din limbile importate!";S;;T;N
"Import new language from the CSV file.";"Importa o noua limba din fisierul CSV";S;;T;N
"Warning: If language with the same language code (e.g. [en-US]) already exists, translations and language metadata will be overwritten with the values from the uploaded language!";"Atentie: In cazul In care limba cu acelasi cod de limba (de exemplu [en-SUA]) exista deja, traducerile vor fi suprascrise cu valorile din limbile Incarcate!";S;;T;N
"In the table below you can see all the languages loaded in the system.";"In tabelul de mai jos puteti vedea toate traducerile disponibile in sistem.";S;;T;N
"To import a new language, click on Import language button and follow the steps in the import wizard.";"Pentru a importa o noua limba, faceti clic pe butonul limbilor importate si urmariti pasii.";S;;T;N
"If you don't want to use some language, you can deactivate it by changing value Yes to No in the 'Is active' column (don't forget to save your changes)";"Daca nu vreti sa folositi unele din limbi, le puteti dezactiva din schimband valoarea ""Da"" cu ""Nu"" in coloana activa (nu uitati sa salvati schimbarile)";S;;T;N
"Translations and default language";"Traducerile si limba implicita";S;;T;N
"One language must be system's default. To change the default language, click on icon 'Set as default' next to the language you want to set as default.";"O limba trebuie sa fie implicita in sistem. Pentru a schimba limba implicita, faceti clic pe pictograma ""Setare ca implicit"" de langa limba In care doriti sa o setati ca implicita.";S;;T;N
"To change some translations, click on Edit icon and continue in the editation.";"Pentru a schimba unele traduceri, faceti clic pe pictograma de editare si continuati editarea";S;;T;N
"Date & time format";"Formatul datei si orei";S;;T;N
"Every language has defined it's own date and time format. To modify it, click on the Edit icon next to the language you would like to change.";"Fiecare limba are definite data si timpul proprii. Pntru a modifica, faceti clic pe pictograma de editare apoi pe cea de limba, unde vreti sa modificati.";S;;T;N
"Creating new language translation";"Crearea unei noi limbi de traducere";S;;T;N
"Here you can create your own language. Define the fields below, then the new language will be created. You should edit it's language strings (translations) manually in Edit language form.";"Aici puteti crea limbajul propriu. Definiti campurile de mai jos, apoi limba noua va fi creata. Trebuie sa editati sirurile de limbi manual in formularul de editare al limbii.";S;;T;N
"It is not possible to create new language with language code that already exists in the system!";"Nu este posibil sa creati o noua limba cu un cod de limbaj deja existent in sistem!";S;;T;N
"You are going to update";"Actualizati";S;;T;N
"from version";"de la versiune";S;;T;N
"NOTE: Make sure that you backup your database and application files.";"NOTa: Asigurati-va de backup-ul bazei de date si a dosarelor de candidatura.";S;;T;N
"You have to choose either campaign or banner, not both";"Ai de a alege fie campania fie bannerul, nu amandoua";C;affiliate;T;N
"Note for merchant - if you want to explain this URL";"Nota pentru comerciant - daca doriti sa explicati acest URL";C;affiliate;T;N
"Checking..";"Verificare ..";C;affiliate;T;N
"This is the default currency of the system. All tracked sales and commissions will be in this main currency.";"Aceasta este moneda implicita a sistemului. Toate vanzarile comisioanele vor fi urmarite In aceasta moneda.";C;merchant;T;N
