source;translation;type;module;status;customer
"Pay affiliates";"Плащане на партньори";B;merchant;T;N
"Communication";"Комуникация";B;;T;N
"Send message";"Изпращане на съобщение";S;merchant;T;N
"Configuration";"Конфигурация";B;merchant;T;N
"Tracking settings";"Настройки на трасирането";B;merchant;T;N
"Affiliate panel";"Партньорски панел";C;merchant;T;N
"Tools";"Инструменти";B;;T;N
"Integration";"Интеграция";B;merchant;T;N
"Import / Export";"Импорт / Експорт";B;merchant;T;N
"Event logs";"Регистър на събитията";B;merchant;T;N
"Online users";"Онлайн потребители";B;;T;N
"Database status";"Статус на базата данни ";B;;T;N
"User cannot be found";"Потребителят не може да бъде открит";S;affiliate;T;N
"Email was successfully sent to merchant";"Имейлът е изпратен успешно на търговеца";S;affiliate;T;N
"Email notifications saved";"Имейл известията са запазени";S;;T;N
"Banner";"Банер";B;;T;N
"none active";"неактивен";S;;T;N
"per click";"за клик";B;;T;N
"per sale";"за продажба";B;;T;N
"ID";"ID";B;;T;N
"Name";"Име";B;;T;N
"Description";"Описание";B;;T;N
"Status";"Статус";B;;T;N
"Date created";"Създаден на";S;;T;N
"Actions";"Действия";B;;T;N
"Channel";"Канал";B;;T;N
"Failed to save %s field(s). Data with value '";"Неуспешно запазване на %s полета. Данни със стойност '";S;affiliate;T;N
"Failed to save %s field(s)";"Неуспешно запазване на %s полета";S;;T;N
"%s field(s) successfully saved";"%s полета са успешно записани.";S;;T;N
"User";"Потребител";S;;T;N
"Channel name";"Име на канала";S;affiliate;T;N
"Pattern didn't matched the URL, check your pattern";"Шаблонът не пасва на URL адреса, моля проверете";S;affiliate;T;N
"Pattern matched the URL";"Шаблонът пасва на URL адреса";S;affiliate;T;N
"Login";"Вход";B;;T;N
"First name";"Име";B;;T;N
"Last name";"Фамилия";B;;T;N
"Referral ID";"Реферал ID";B;;T;N
"I agree with terms & conditions";"Приемам Условията за ползване";B;;T;N
"Cannot find invoice";"Фактурата не може да бъде намерена";S;;T;N
"Affiliate";"Партньор";B;;T;N
"Date of registration";"Регистриран на";S;affiliate;T;N
"% in total sales";"% в общите продажби";S;affiliate;T;N
"% of total sales";"% от общ. продажби";S;affiliate;T;N
"% of total commissions";"% от общ. комисионни";S;affiliate;T;N
"Commission";"Комисионна";B;;T;N
"Total cost";"Обща стойност";B;;T;N
"Order ID";"Поръчка ID";B;;T;N
"Product ID";"Продукт/и ID";B;;T;N
"Created";"Създаден";B;;T;N
"Campaign Name";"Име на кампания";B;;T;N
"Type";"Тип";B;;T;N
"Affiliate username";"Потребителско име на партньор";S;;T;N
"Paid";"Платено";B;;T;N
"Ip";"IP";S;;T;N
"Referer";"Реферал";B;;T;N
"Recurring commison id";"ID на периодична комисионна";S;;T;N
"Payout history id";"ID на история на плащане";S;;T;N
"Click count";"Брой кликове";S;;T;N
"First click time";"Време на първият клик";S;;T;N
"First click referer";"Реферал на първият клик";S;;T;N
"First click ip";"IP адрес на първият клик";S;;T;N
"First click data 1";"Първи клик данна 1";S;;T;N
"First click data 2";"Първи клик данна 2";S;;T;N
"Last click time";"Време на последният клик";S;;T;N
"Last click referer";"Реферал на последният клик";S;;T;N
"Last click ip";"IP на последният клик";S;;T;N
"Last click data 1";"Последен клик данна 1";S;;T;N
"Last click data 2";"Последен клик данна 2";S;;T;N
"Extra data 1";"Доп. данна 1";B;;T;N
"Extra data 2";"Доп. данна 2";B;;T;N
"Extra data 3";"Доп. данна 3";S;;T;N
"Extra data 4";"Доп. данна 4";S;;T;N
"Extra data 5";"Доп. данна 5";S;;T;N
"Merchant note";"Бележка на търговеца";B;;T;N
"Banner name";"Име на банера";S;merchant;T;N
"Banner preview";"Преглед на банера";S;merchant;T;N
"Campaign";"Кампания";B;;T;N
"Target URL";"Целеви URL";B;;T;N
"Banner type";"Тип на банера";S;;T;N
"Html data is not defined";"HTML данните не са дефинирани";S;;T;N
"File name is not defined";"Файловото име не е дефинирано";S;;T;N
"unknown";"Непознат";B;;T;N
"approved";"Одобрено";B;;T;N
"pending";"Чакащо";B;;T;N
"User Id";"Потребител ID";S;;T;N
"Payment date";"Дата на плащане";S;;T;N
"Username";"Потребител";B;;T;N
"Amount";"Сума";B;;T;N
"Note to affiliate";"Бележка за партньора";S;;T;N
"Original currency ID";"ID на оригиналната валута";S;;T;N
"Original currency rate";"Курс на оригиналната валута";S;;T;N
"Original currency value";"Стойност на оригиналната валута";S;;T;N
"System note";"Системна бележка";B;;T;N
"Country code";"Код на страната";S;;T;N
"Affiliate first name";"Име на партньора";S;;T;N
"Affiliate last name";"Фамилия на партньора";S;;T;N
"3rd party cookie";"Бисквитка от трета страна";B;;T;N
"1st party cookie";"Първична бисквитка";B;;T;N
"Flash cookie";"Flash бисквитка";B;;T;N
"Forced parameter";"Принудителен параметър";B;;T;N
"IP address";"IP адрес";B;;T;N
"Default affiliate";"Партньор по подразбиране";B;;T;N
"Url";"URL";B;;T;N
"Note";"Бележка";B;;T;N
"Status does not have allowed value";"Статуса няма позволена стойност";S;;T;N
"Selected username already exists";"Избраното потребителско име вече съществува";S;;T;N
"Failed to change status for %s user(s)";"Неуспешна промяна на статуса за %s потребителя";S;;T;N
"Status successfully changed for %s user(s)";"Успешна промяна на статуса за %s потребителя";S;;T;N
"Password";"Парола";B;;T;N
"Title must be unique";"Заглавието трябва да бъде уникално";S;affiliate;T;N
"Selected parent affiliate does not exist";"Избраният родителски партньор не съществува";S;;T;N
"Failed loading file %s with error: %s";"Неуспешно зареждане на файла %s с грешка: %s";S;;T;N
"Merchant - New User Signup";"Търговец - Регистрация на нов потребител";B;merchant;T;N
"New user signed up";"Записан е нов потребител";B;merchant;T;N
"Email subject";"Тема на имейла";S;merchant;T;N
"Email text";"Текст на имейла";S;merchant;T;N
"Merchant - Affiliate filled Contact us form";"Търговец - Партньор, Връзка с нас";B;merchant;T;N
"Affiliate filled Contact us form";"Съобщение от партньор:";B;merchant;T;N
"Merchant - New Sale / Lead";"Търговец - Нова продажба";B;merchant;T;N
"New sale / lead";"Нова продажба";B;;T;N
"Affiliate - New User Signup Approved";"Партньор - Заявката за нов потребител е одобрена";B;;T;N
", welcome to our affiliate program";", добре дошли в нашата партньорска програма";B;;T;N
"Affiliate - New User Signup Before Approval";"Партньор - Заявка за нов потребител преди одобрение";B;;T;N
"Paid amount";"Платена сума";S;;T;N
"Paid currency";"Платена валута";S;;T;N
"Payout method";"Метод на плащане";B;;T;N
"Affiliate - On payout";"Партньор - При плащане";B;;T;N
"Your commissions";"Вашите комисионни";B;;T;N
"Affiliate - New Subaffiliate Sale / Lead";"Партньор - Нова продажба от дъщерен партньор";B;affiliate;T;N
"New subaffiliate sale / lead";"Нова продажба от дъщерен партньор";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"Партньор - Регистрация на дъщерен партньор";B;affiliate;T;N
"New subaffiliate signed up";"Записан е нов дъщерен партньор";B;affiliate;T;N
"VAT percentage";"ДДС %";B;;T;N
"VAT number";"ДДС №";B;;T;N
"Registration number";"Регистрационен №";B;;T;N
"VAT part";"ДДС част";B;;T;N
"Payment incl. VAT";"Плащане с ДДС";B;;T;N
"Payment excl. VAT";"Плащане без ДДС";B;;T;N
"Affiliate - On VAT payout";"Партньор - ДДС плащане";B;;T;N
"Transaction ID";"ID на транзакция";B;;T;N
"TotalCost";"Обща стойност";S;;T;N
"Campaign ID";"ID на кампания";S;;T;N
"Referer URL";"Изпращащ URL адрес";S;;T;N
"First click - time";"Първи клик - време";S;;T;N
"First click - referer";"Първи клик - реферал";S;;T;N
"First click - IP";"Първи клик - IP";S;;T;N
"First click - data1";"Първи клик - данна1";S;;T;N
"First click - data2";"Първи клик - данна2";S;;T;N
"Last click - time";"Последен клик - време";S;;T;N
"Last click - referer";"Последен клик - реферал";S;;T;N
"Last click - IP";"Последен клик - IP адрес";S;;T;N
"Last click - data1";"Последен клик - данна1";S;;T;N
"Last click - data2";"Последен клик - данна2";S;;T;N
"Transaction data1";"Транзакция данна1";S;;T;N
"Transaction data2";"Транзакция данна2";S;;T;N
"Transaction data3";"Транзакция данна3";S;;T;N
"Transaction data4";"Транзакция данна4";S;;T;N
"Transaction data5";"Транзакция данна5";S;;T;N
"Note to merchant";"Бележка за търговец";S;;T;N
"Original currency";"Оригинална валута";S;;T;N
"Banner does not exist";"Банерът не съществува";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"СЪРВЪРНА ГРЕШКА: Непознат тип даден за BannerForm._save()";S;merchant;T;N
"Banner was saved";"Банерът е запазен";S;merchant;T;N
"Imps";"Импресии";S;merchant;T;N
"Clicks";"Кликове";B;;T;N
"CTR";"CTR (честота на кликване)";S;;T;N
"Order";"Ред";B;merchant;T;N
"BannersImportExportDescription";"Дефиниции на банери – забележете, че този импорт/експорт е само за дефиниции, не за физически изображения или файлове";B;merchant;T;N
"Campaign does not exist";"Кампанията не съществува";S;merchant;T;N
"Campaign capping saved";"Campaign capping saved.";S;merchant;T;N
"Number of transactions in 'Active until' campaign validity has to be set";"Трябва да бъде определен броя на транзакциите във валидността на кампанията 'Активна до'";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"Липсват данни за даите ОТ и ДО за валидността на кампанията 'Активна за периода'";S;merchant;T;N
"Commission successfully computed";"Комисионната е успешно изчислена";S;merchant;T;N
"User is not valid!";"Невалиден потребител..!";S;merchant;T;N
"Campaign is not valid!";"Невалидна кампания..!";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"Типа на кампанията не е валиден или не съществува за тази кампания..!";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"Не може да бъде разпозната комисионната група за този потребител в кампанията..!";S;merchant;T;N
"Error getting commission settings!";"Грешка при вземането на настройките за комисионна..!";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"ГРЕШКА. За процентна комисионна трябва да бъде оказана Обща стойност..!";S;merchant;T;N
"You cannot deactivate default campaign";"Не можете да деактивирате кампанията по подразбиране";S;merchant;T;N
"You cannot delete default campaign";"Не можете да изтриете кампанията по подразбиране";S;merchant;T;N
"Default";"По подразбиране";B;;T;N
"per sale / lead";"за продажба";B;;T;N
"CampaignsImportExportDescription";"Настройки на кампании и стойности на комисионните";B;merchant;T;N
"loadCommissionGroups: campaignId is empty";"loadCommissionGroups: ID на кампанията е празно";S;merchant;T;N
"Campaign ID cannot be empty!";"ID на кампанията не може да бъде празно..!";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"CommissionTypeId (Id) не може да бъде празно.!";S;merchant;T;N
"CommissionGroupId cannot be empty!";"CommissionGroupId не може да бъде празно..!";S;merchant;T;N
"Commission type does not exist";"Типа на комисионната не съществува";S;merchant;T;N
"Commissions saved successfully";"Комисионните са записани успешно";S;merchant;T;N
"Field 'type' does not exist";"Полето 'тип' не съществува";S;merchant;T;N
"Failed to change status";"Неуспешна промяна на статуса";S;merchant;T;N
"Status successfully changed";"Статуса е променен успешно";S;merchant;T;N
"CommissionsImportExportDescription";"Комисионни (транзакции, поръчки) регистрирани от системата";B;merchant;T;N
"Affiliate screen";"Екран на партньор";S;merchant;T;N
"Affiliate panel menu saved";"Менюто в панела за партньори е запазено";S;merchant;T;N
"Error changing default theme";"Грешка при промяна на паролата";S;merchant;T;N
"Default theme changed";"Темата по подразбиране е променена";S;merchant;T;N
"Program name and logo saved";"Името на програмата и логото са запазени";S;merchant;T;N
"Affiliate signup settings saved";"Настройките за регистрация на партньори са запазени";S;merchant;T;N
"Banner format successfully saved";"Форматът на банера е успешно запазен";S;merchant;T;N
"Cookies settings saved";"Настройките за бисквитките са запазени";S;merchant;T;N
"Symbol";"Символ";B;;T;N
"Precision";"Точност";B;;T;N
"Where to display";"Къде да се показва";B;;T;N
"Exchange rate";"Обменен курс";S;;T;N
"NEW";"Ново";B;;T;N
"Currency";"Валута";B;;T;N
"Fraud protections saved";"Защитите от измама са запазени";S;merchant;T;N
"Logging saved";"Logging saved.";S;merchant;T;N
"Parameter names saved";"Имената на параметрите са запазени";S;merchant;T;N
"Tracking saved";"Трасирането е запазено";S;merchant;T;N
"URLs & Directories saved";"URL адресите и Директориите са запазени";S;merchant;T;N
"Affiliates successfully paid";"Плащането на партньорите е успешно";S;merchant;T;N
"Email";"Имейл";B;;T;N
"VAT";"ДДС";S;merchant;T;N
"To pay";"Да се плати";S;merchant;T;N
"Declined";"Отказано";B;;T;N
"Minimum payout";"Минимално плащане";S;merchant;T;N
"Payout data";"Данни за плащане";B;merchant;T;N
"N/A";"N/А";S;merchant;T;N
"New payout option";"Нова опция за плащане";S;merchant;T;N
"New payout option %s";"Нова опция за плащане %s";S;merchant;T;N
"Payout option";"Опция за плащане";S;merchant;T;N
"Payout history";"История на плащане";S;merchant;T;N
"Date paid";"Дата на плащане";S;merchant;T;N
"Payees";"Да се плати на";S;merchant;T;N
"Total amount";"Обща сума";S;merchant;T;N
"Affiliate note";"Бележка за партньора";B;merchant;T;N
"payee";"Да се плати на";S;merchant;T;N
"Date";"Дата";B;;T;N
"Data 1";"Данна1";B;merchant;T;N
"Data 2";"Данна2";B;merchant;T;N
"Clicks raw";"Кликове (общо)";S;;T;N
"Clicks unique";"Кликове (уникални)";S;;T;N
"Raw clicks older than %s are deleted";"Общите кликове по-стари от %s са изтрити";S;merchant;T;N
"Failed to delete raw clicks";"Неуспешно изтриване на общи кликове";S;merchant;T;N
"Impressions raw";"Импресии (общо)";S;;T;N
"Impressions unique";"Импресии (уникални)";S;;T;N
"Sales count";"Брой продажби";S;;T;N
"Table name";"Име на таблица";S;merchant;T;N
"Records";"Записи";S;merchant;T;N
"Total size";"Общ размер";S;merchant;T;N
"Data size";"Размер данни";S;merchant;T;N
"Index size";"Размер индекс";S;merchant;T;N
"Transaction";"Транзакция";B;;T;N
"Payout status";"Статус на плащане";B;merchant;T;N
"Data 3";"Данна3";B;merchant;T;N
"Data 4";"Данна4";B;merchant;T;N
"Data 5";"Данна5";B;merchant;T;N
"Tracked by";"Трасирано по";B;merchant;T;N
"Time";"Време";B;;T;N
"Click data 1";"Клик данна1";B;merchant;T;N
"Click data 2";"Клик данна2";B;merchant;T;N
"unpaid";"неплатено";B;;T;N
"Username must be valid email address";"Потребителското име трябва да бъде валиден имейл адрес";S;;T;N
"You have to agree with terms & conditions";"Трябва да приемете условията за ползване";B;;T;N
"is mandatory";"е задължително";B;;T;N
"Payout settings saved";"Настройките за плащане са запазени";S;merchant;T;N
"Affiliate details";"Детайли на партньор";B;merchant;T;N
"Date joined";"Регистриран на";B;;T;N
"Date approved";"Одобрено на";B;merchant;T;N
"Parent";"Родителски";S;merchant;T;N
"Firstname";"Име";B;;T;N
"Lastname";"Фамилия";B;;T;N
"Parent ID";"Родителски ID";S;merchant;T;N
"Parent username";"Потребител (родителски)";S;merchant;T;N
"Parent first name";"Име (родителски)";S;merchant;T;N
"Parent last name";"Фамилия (родителски)";S;merchant;T;N
"AffiliatesImportExportDescription";"Данни за партньор – можете да ги използвате за да заредите нов партньор в системата";B;merchant;T;N
"Status successfully set to selected url(s)";"Статусът е успешно поставен за избраните URL адреси";S;merchant;T;N
"Failed to set status selected url(s)";"Неуспешно поставяне на статуса за избраните URL адреси";S;merchant;T;N
"Commission group";"Комисионна група";B;;T;N
"Commision group";"Комисионна група";S;merchant;T;N
"Selected commission group(s) are changed";"Избраната комисионна група е променена";S;merchant;T;N
"Changes saved";"Промените са запазени";S;;T;N
"Application Name";"Партньорска програма Post Affiliate Pro";S;;T;N
"New password URL";"URL адрес за нова парола";S;;T;N
"Request valid until";"Искането е валидно до";S;;T;N
"Request new password";"Искане за нова парола";B;;T;N
"Wrong username/password";"Грешно потребителско име/парола";S;;T;N
"Select account";"Избор на акаунт";B;;T;N
"Authentication failed";"Идентификацията е неуспешна";S;;T;N
"User authenticated. Logging in.";"Потребителят е идентифициран. Влизане...";S;;T;N
"You entered invalid security code";"Въвели сте невалиден код за сигурност";S;;T;N
"You entered invalid username";"Въвели сте невалидно потребителско име";S;;T;N
"Within a few minutes you will receive instruction on how to reset you password.";"След няколко минути ще получите имейл с инструкции как да обновите своята парола.";S;;T;N
"Your password was changed. Go back to login dialog and login.";"Вашата парола е променена. Върнете се в диалога за вход и влезте отново.";S;;T;N
"Logout error";"Грешка при изход";S;;T;N
"Logout successful";"Изхода е успешен";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"Невалидно искане на парола. Трябва да изискате отново нова парола преди да се опитвате да поставяте друга.";S;;T;N
"User account not approved yet";"Потребителският акаунт все още не е одобрен";S;;T;N
"File to export is not defined";"Файлът за експорт не е дефиниран";S;;T;N
"Unsupported";"Неподдържано";S;;T;N
"Import file is not defined";"Файлът за импорт не е дефиниран";S;;T;N
"Export data";"Експорт на дани";B;;T;N
"Data was successfully exported to file %s";"Данните са успешно експортирани във файла %s";S;;T;N
"File name";"Име на файла";B;;T;N
"Modules";"Модули";S;;T;N
"Size";"Размер";S;;T;N
"Could not create account. (%s)";"Не може да бъде създаден акаунт. (%s)";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Директорията %s не е с права за запис от уеб сървъра. Моля премахнете я или редактирайте правата за запис.";S;;T;N
"Failed to delete %s filter(s)";"Неуспешно изтриване на %s филтъра";S;;T;N
"%s filter(s) successfully deleted";"%s филтъра са успешно изтрити";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"Неуспешно зареждане на имейл акаунта по подразбиране. Моля, проверете настройките на вашият имейл акаунт.";S;;T;N
"View name must be unique";"Видимото име трябва да е уникално";S;;T;N
"Maximum length of %s in %s is %s";"Максималната дължина на %s в %s е %s";S;;T;N
"Relation constraint";"Ограничение на връзките";S;;T;N
"must be unique";"трябва да бъде уникално";S;;T;N
"Error changing theme";"Грешка при смяна на темата";S;;T;N
"Theme changed";"Темата е променена";S;;T;N
"Failed to delete %s wallpaper(s)";"Неуспешно изтриване на %s тапета";S;;T;N
"%s wallpaper(s) successfully deleted";"%s тапета са успешно изтрити";S;;T;N
"Failed to save wallpaper with error %s";"Неуспешно изтриване на тапети поради грешка %s";S;;T;N
"Wallpaper saved.";"Тапетът е запазен.";S;;T;N
"Side bar saved";"Страничната лента е запазена";S;;T;N
"Windows saved";"Прозорците са запазени";S;;T;N
"Quick Launch saved";"Лентата за бърз достъп е запазена";S;;T;N
"File does not exist";"Файлът не съществува";S;;T;N
"File was successfully uploaded";"Файлът е качен успешно";S;;T;N
"Unsupported gadget";"Неподдържани джаджи";S;;T;N
"Gadget";"Джажда";S;;T;N
"Gadget added";"Джаджата е добавена";S;;T;N
"Failed to close gadget";"Неуспешно затваряне на джаджа";S;;T;N
"Gadget successfully closed";"Джаджата е успешно затворена";S;;T;N
"Docking";"Docking ";S;;T;N
"Gadgets saved";"Джаджата е запазена";S;;T;N
"Create Account";"Създаване на акаунт";B;;T;N
"Account is already created.";"Акаунтът вече е създаден.";S;;T;N
"Create Database";"Създаване на База данни";B;;T;N
"Could not create database. %s";"Не може да бъде създадена База данни. %s";S;;T;N
"doesnt exist's";"не съществува";S;;T;N
"Internal error";"Вътрешна грешка";B;;T;N
"Error during database creation.";"Грешка по време на създаване на Базата данни.";S;;T;N
"OK";"ОК";B;;T;N
"Failed to read headers of CSF file %s";"Неуспешно четене на хедърите от CSF файла %s";S;;T;N
"Could not change permissions %s";"Не могат да бъдат променени правата за %s";S;;T;N
"Could not open file";"Файлът не може да бъде отворен";S;;T;N
"Could not read file";"Файлът не може да бъде прочетен";S;;T;N
"Rewind unsupported in this file stream";"Превърти неподдържаните в този файлов поток";S;;T;N
"File %s does not exist.";"Файлът %s не съществува.";S;;T;N
"Failed to read file %s";"Неуспешно четене на файла %s";S;;T;N
"Could not create directory %s";"Неуспешно създаване на директория %s";S;;T;N
"Could not open language file %s";"Неуспешно отваряне на езиков файл %s";S;;T;N
"Level";"Ниво";S;;T;N
"Message";"Съобщение";B;;T;N
"File";"Файл";S;;T;N
"Line";"Крива";B;;T;N
"Group ID";"ID на група";S;;T;N
"Log event";"Регистър на събития";S;;T;N
"Event(s) are deleted";"Събитията са изтрити";S;;T;N
"No event(s) to delete";"Няма събития за изтриване";S;;T;N
"Debug event(s) are deleted";"Debug събитията са изтрити";S;;T;N
"No debug event(s) to delete";"Няма debug събития за изтриване";S;;T;N
"Mail Account Name";"Име на пощенският акаунт";S;;T;N
"From Name";"От (име)";B;;T;N
"From Email";"От (имейл)";S;;T;N
"Use SMTP protocol";"Използване на SMTP протокол";S;;T;N
"SMTP Server";"SMTP сървър";B;;T;N
"SMTP Port";"SMTP порт";B;;T;N
"SMTP Authentication";"SMTP идентификация";S;;T;N
"Use SSL connection";"Използване на SSL връзка";S;;T;N
"SMTP Username";"SMTP Потребител";S;;T;N
"Is default mail account";"имейл акаунт по подразбиране";S;;T;N
"Yes";"ДА";B;;T;N
"No";"НЕ";B;;T;N
"Email account test mail";"Имейл акаунт тестово съобщение";B;;T;N
"Default Mail Account";"Пощенски акаунт по подразбиране";S;;T;N
"Email settings saved";"Имейл настройките са запазени";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Тестовият имейл е подготвен. Моля проверете Изходящата кутия дали е изпратен или не.";S;;T;N
"Failed to restart %s row(s)";"Неуспешно рестартиране на %s реда";S;;T;N
"%s row(s) successfully restarted";"%s реда са успешно рестартирани";S;;T;N
"To recipients";"До получатели";S;;T;N
"Mail subject";"Тема на имейла";S;;T;N
"Scheduled at";"Плануван за";S;;T;N
"Last retry";"Последен опит";S;;T;N
"Retry number";"Брой опити";S;;T;N
"Error message";"Съобщение за грешка";S;;T;N
"Account name";"Име на акаунта";B;;T;N
"Server Date";"Сървърна дата";S;;T;N
"Server Time";"Сървърно време";S;;T;N
"Mail template not defined in database for class %s";"Имейл шаблонът не е дефиниран в Базата данни за клас- class %s";S;;T;N
"Recipients empty";"Получатели е празно";S;;T;N
"Body of mail not specified";"Тялото на имейла не е установено";S;;T;N
"From address is empty";"Адресът ОТ е празен";S;;T;N
"Failed to init mail headers";"Неуспешно инициализиране на имейл хедърите";S;;T;N
"Email transfer method error";"Грешка на метода за имейл трансфер";S;;T;N
"Application Title";"Партньорска програма Post Affiliate Pro";S;;T;N
"Failed to save settings with error %s";"Неуспешно запазване на настройки с грешка %s";S;;T;N
"Proxy server settings saved.";"Настройките на прокси сървъра са запазени.";S;;T;N
"Failed to load proxy server settings.";"Неуспешно зареждане на настройките на прокси сървъра.";S;;T;N
"Pdf saved";"PDF документа е запазен";S;;T;N
"Path to save file '%s' not exist";"Пътят за запазване на файла '%s' не съществува";S;;T;N
"Path to save file %s is null";"Пътят за запазване на файла %s е празен";S;;T;N
"Unable to create file %s%s.pdf";"Невъзможно е създаването на файла %s%s.pdf";S;;T;N
"Pdf output: %s";"PDF създаване: %s";S;;T;N
"Role";"Роля";B;;T;N
"Logged in";"Влязъл";S;;T;N
"Last Request";"Последна заявка";S;;T;N
"entries";"влизания";S;;T;N
"SettingsImportExportDescription";"Всички системни настройки";B;;T;N
"Undefined table name";"Неопределено име на таблица";S;;T;N
"Undefined $option";"Неопределена $option";S;;T;N
"Table alias must by defined";"Трябва да бъде дефиниран псевдоним на таблицата";S;;T;N
"equals";"съвпадат";S;;T;N
"not equals";"не съвпадат";S;;T;N
"is like";"е като";S;;T;N
"is not like";"не е като";S;;T;N
"is greater";"е по-голям";S;;T;N
"is lower";"е по-малък";S;;T;N
"is greater or equal";"е по-голям или равен";S;;T;N
"is lower or equal";"е по-малък или равен";S;;T;N
"is";"е";S;;T;N
"is in";"е във";S;;T;N
"Template";"Шаблон";S;;T;N
"Unable to save template '%s'";"Запазването на шаблона '%s' е невъзможно";S;;T;N
"Template '%s' saved";"Шаблонът '%s' е запазен";S;;T;N
"Filter does not exist";"Филтърът не съществува";S;;T;N
"Filter saved";"Филтърът е запазен";S;;T;N
"Filter added";"Филтърът е добавен";S;;T;N
"Field";"Поле";S;;T;N
"Code";"Код";B;;T;N
"New field";"Ново поле";S;;T;N
"Can not create field";"Полето не може да бъде създадено";S;;T;N
